,date,home_team,home_score,away_score,away_team,neutral,knockout,stage,tournament_name,tournament_year
735,2010-06-20,Italy,1,1,New Zealand,True,False,Group Stage,FIFA World Cup,2010
736,2010-06-20,Slovakia,0,2,Paraguay,True,False,Group Stage,FIFA World Cup,2010
737,2010-06-21,Chile,1,0,Switzerland,True,False,Group Stage,FIFA World Cup,2010
738,2010-06-21,Portugal,7,0,North Korea,True,False,Group Stage,FIFA World Cup,2010
739,2010-06-21,Spain,2,0,Honduras,True,False,Group Stage,FIFA World Cup,2010
740,2010-06-22,Greece,0,2,Argentina,True,False,Group Stage,FIFA World Cup,2010
741,2010-06-22,Mexico,0,1,Uruguay,True,False,Group Stage,FIFA World Cup,2010
742,2010-06-22,Nigeria,2,2,South Korea,True,False,Group Stage,FIFA World Cup,2010
743,2010-06-22,South Africa,2,1,France,False,False,Group Stage,FIFA World Cup,2010
744,2010-06-23,Australia,2,1,Serbia,True,False,Group Stage,FIFA World Cup,2010
745,2010-06-23,Ghana,0,1,Germany,True,False,Group Stage,FIFA World Cup,2010
746,2010-06-23,Slovenia,0,1,England,True,False,Group Stage,FIFA World Cup,2010
747,2010-06-23,United States,1,0,Algeria,True,False,Group Stage,FIFA World Cup,2010
748,2010-06-24,Cameroon,1,2,Netherlands,True,False,Group Stage,FIFA World Cup,2010
749,2010-06-24,Denmark,1,3,Japan,True,False,Group Stage,FIFA World Cup,2010
750,2010-06-24,Paraguay,0,0,New Zealand,True,False,Group Stage,FIFA World Cup,2010
751,2010-06-24,Slovakia,3,2,Italy,True,False,Group Stage,FIFA World Cup,2010
752,2010-06-25,Chile,1,2,Spain,True,False,Group Stage,FIFA World Cup,2010
753,2010-06-25,North Korea,0,3,Ivory Coast,True,False,Group Stage,FIFA World Cup,2010
754,2010-06-25,Portugal,0,0,Brazil,True,False,Group Stage,FIFA World Cup,2010
755,2010-06-25,Switzerland,0,0,Honduras,True,False,Group Stage,FIFA World Cup,2010
756,2010-06-26,Uruguay,2,1,South Korea,True,True,Round of 16,FIFA World Cup,2010
757,2010-06-26,United States,1,2,Ghana,True,True,Round of 16,FIFA World Cup,2010
758,2010-06-27,Argentina,3,1,Mexico,True,True,Round of 16,FIFA World Cup,2010
759,2010-06-27,Germany,4,1,England,True,True,Round of 16,FIFA World Cup,2010
760,2010-06-28,Brazil,3,0,Chile,True,True,Round of 16,FIFA World Cup,2010
761,2010-06-28,Netherlands,2,1,Slovakia,True,True,Round of 16,FIFA World Cup,2010
762,2010-06-29,Paraguay,0,0,Japan,True,True,Round of 16,FIFA World Cup,2010
763,2010-06-29,Spain,1,0,Portugal,True,True,Round of 16,FIFA World Cup,2010
764,2010-07-02,Netherlands,2,1,Brazil,True,True,Quarterfinal,FIFA World Cup,2010
765,2010-07-02,Uruguay,1,1,Ghana,True,True,Quarterfinal,FIFA World Cup,2010
766,2010-07-03,Argentina,0,4,Germany,True,True,Quarterfinal,FIFA World Cup,2010
767,2010-07-03,Paraguay,0,1,Spain,True,True,Quarterfinal,FIFA World Cup,2010
768,2010-07-06,Uruguay,2,3,Netherlands,True,True,Semifinal,FIFA World Cup,2010
769,2010-07-07,Germany,0,1,Spain,True,True,Semifinal,FIFA World Cup,2010
770,2010-07-10,Uruguay,2,3,Germany,True,True,Third place,FIFA World Cup,2010
771,2010-07-11,Netherlands,0,1,Spain,True,True,Final,FIFA World Cup,2010
772,2014-06-12,Brazil,3,1,Croatia,False,False,Group Stage,FIFA World Cup,2014
773,2014-06-13,Chile,3,1,Australia,True,False,Group Stage,FIFA World Cup,2014
774,2014-06-13,Mexico,1,0,Cameroon,True,False,Group Stage,FIFA World Cup,2014
775,2014-06-13,Spain,1,5,Netherlands,True,False,Group Stage,FIFA World Cup,2014
776,2014-06-14,Colombia,3,0,Greece,True,False,Group Stage,FIFA World Cup,2014
777,2014-06-14,England,1,2,Italy,True,False,Group Stage,FIFA World Cup,2014
778,2014-06-14,Ivory Coast,2,1,Japan,True,False,Group Stage,FIFA World Cup,2014
779,2014-06-14,Uruguay,1,3,Costa Rica,True,False,Group Stage,FIFA World Cup,2014
780,2014-06-15,Argentina,2,1,Bosnia and Herzegovina,True,False,Group Stage,FIFA World Cup,2014
781,2014-06-15,France,3,0,Honduras,True,False,Group Stage,FIFA World Cup,2014
782,2014-06-15,Switzerland,2,1,Ecuador,True,False,Group Stage,FIFA World Cup,2014
783,2014-06-16,Germany,4,0,Portugal,True,False,Group Stage,FIFA World Cup,2014
784,2014-06-16,Ghana,1,2,United States,True,False,Group Stage,FIFA World Cup,2014
785,2014-06-16,Iran,0,0,Nigeria,True,False,Group Stage,FIFA World Cup,2014
786,2014-06-17,Belgium,2,1,Algeria,True,False,Group Stage,FIFA World Cup,2014
787,2014-06-17,Brazil,0,0,Mexico,False,False,Group Stage,FIFA World Cup,2014
788,2014-06-17,Russia,1,1,South Korea,True,False,Group Stage,FIFA World Cup,2014
789,2014-06-18,Australia,2,3,Netherlands,True,False,Group Stage,FIFA World Cup,2014
790,2014-06-18,Cameroon,0,4,Croatia,True,False,Group Stage,FIFA World Cup,2014
791,2014-06-18,Spain,0,2,Chile,True,False,Group Stage,FIFA World Cup,2014
792,2014-06-19,Colombia,2,1,Ivory Coast,True,False,Group Stage,FIFA World Cup,2014
793,2014-06-19,Japan,0,0,Greece,True,False,Group Stage,FIFA World Cup,2014
794,2014-06-19,Uruguay,2,1,England,True,False,Group Stage,FIFA World Cup,2014
795,2014-06-20,Honduras,1,2,Ecuador,True,False,Group Stage,FIFA World Cup,2014
796,2014-06-20,Italy,0,1,Costa Rica,True,False,Group Stage,FIFA World Cup,2014
797,2014-06-20,Switzerland,2,5,France,True,False,Group Stage,FIFA World Cup,2014
798,2014-06-21,Argentina,1,0,Iran,True,False,Group Stage,FIFA World Cup,2014
799,2014-06-21,Germany,2,2,Ghana,True,False,Group Stage,FIFA World Cup,2014
800,2014-06-21,Nigeria,1,0,Bosnia and Herzegovina,True,False,Group Stage,FIFA World Cup,2014
801,2014-06-22,Belgium,1,0,Russia,True,False,Group Stage,FIFA World Cup,2014
802,2014-06-22,South Korea,2,4,Algeria,True,False,Group Stage,FIFA World Cup,2014
803,2014-06-22,United States,2,2,Portugal,True,False,Group Stage,FIFA World Cup,2014
804,2014-06-23,Australia,0,3,Spain,True,False,Group Stage,FIFA World Cup,2014
805,2014-06-23,Brazil,4,1,Cameroon,False,False,Group Stage,FIFA World Cup,2014
806,2014-06-23,Croatia,1,3,Mexico,True,False,Group Stage,FIFA World Cup,2014
807,2014-06-23,Netherlands,2,0,Chile,True,False,Group Stage,FIFA World Cup,2014
808,2014-06-24,Costa Rica,0,0,England,True,False,Group Stage,FIFA World Cup,2014
809,2014-06-24,Greece,2,1,Ivory Coast,True,False,Group Stage,FIFA World Cup,2014
810,2014-06-24,Italy,0,1,Uruguay,True,False,Group Stage,FIFA World Cup,2014
811,2014-06-24,Japan,1,4,Colombia,True,False,Group Stage,FIFA World Cup,2014
812,2014-06-25,Bosnia and Herzegovina,3,1,Iran,True,False,Group Stage,FIFA World Cup,2014
813,2014-06-25,Ecuador,0,0,France,True,False,Group Stage,FIFA World Cup,2014
814,2014-06-25,Honduras,0,3,Switzerland,True,False,Group Stage,FIFA World Cup,2014
815,2014-06-25,Nigeria,2,3,Argentina,True,False,Group Stage,FIFA World Cup,2014
816,2014-06-26,Algeria,1,1,Russia,True,False,Group Stage,FIFA World Cup,2014
817,2014-06-26,South Korea,0,1,Belgium,True,False,Group Stage,FIFA World Cup,2014
818,2014-06-26,Portugal,2,1,Ghana,True,False,Group Stage,FIFA World Cup,2014
819,2014-06-26,United States,0,1,Germany,True,False,Group Stage,FIFA World Cup,2014
820,2014-06-28,Brazil,1,1,Chile,False,True,Round of 16,FIFA World Cup,2014
821,2014-06-28,Colombia,2,0,Uruguay,True,True,Round of 16,FIFA World Cup,2014
822,2014-06-29,Costa Rica,1,1,Greece,True,True,Round of 16,FIFA World Cup,2014
823,2014-06-29,Netherlands,2,1,Mexico,True,True,Round of 16,FIFA World Cup,2014
824,2014-06-30,France,2,0,Nigeria,True,True,Round of 16,FIFA World Cup,2014
825,2014-06-30,Germany,2,1,Algeria,True,True,Round of 16,FIFA World Cup,2014
826,2014-07-01,Argentina,1,0,Switzerland,True,True,Round of 16,FIFA World Cup,2014
827,2014-07-01,Belgium,2,1,United States,True,True,Round of 16,FIFA World Cup,2014
828,2014-07-04,Brazil,2,1,Colombia,False,True,Quarterfinal,FIFA World Cup,2014
829,2014-07-04,France,0,1,Germany,True,True,Quarterfinal,FIFA World Cup,2014
830,2014-07-05,Argentina,1,0,Belgium,True,True,Quarterfinal,FIFA World Cup,2014
831,2014-07-05,Netherlands,0,0,Costa Rica,True,True,Quarterfinal,FIFA World Cup,2014
832,2014-07-08,Brazil,1,7,Germany,False,True,Semifinal,FIFA World Cup,2014
833,2014-07-09,Netherlands,0,0,Argentina,True,True,Semifinal,FIFA World Cup,2014
834,2014-07-12,Brazil,0,3,Netherlands,False,True,Third place,FIFA World Cup,2014
835,2014-07-13,Germany,1,0,Argentina,True,True,Final,FIFA World Cup,2014
836,2018-06-14,Russia,5,0,Saudi Arabia,False,False,Group Stage,FIFA World Cup,2018
837,2018-06-15,Egypt,0,1,Uruguay,True,False,Group Stage,FIFA World Cup,2018
838,2018-06-15,Morocco,0,1,Iran,True,False,Group Stage,FIFA World Cup,2018
839,2018-06-15,Portugal,3,3,Spain,True,False,Group Stage,FIFA World Cup,2018
840,2018-06-16,France,2,1,Australia,True,False,Group Stage,FIFA World Cup,2018
841,2018-06-16,Argentina,1,1,Iceland,True,False,Group Stage,FIFA World Cup,2018
842,2018-06-16,Peru,0,1,Denmark,True,False,Group Stage,FIFA World Cup,2018
843,2018-06-16,Croatia,2,0,Nigeria,True,False,Group Stage,FIFA World Cup,2018
844,2018-06-17,Costa Rica,0,1,Serbia,True,False,Group Stage,FIFA World Cup,2018
845,2018-06-17,Germany,0,1,Mexico,True,False,Group Stage,FIFA World Cup,2018
846,2018-06-17,Brazil,1,1,Switzerland,True,False,Group Stage,FIFA World Cup,2018
847,2018-06-18,Sweden,1,0,South Korea,True,False,Group Stage,FIFA World Cup,2018
848,2018-06-18,Belgium,3,0,Panama,True,False,Group Stage,FIFA World Cup,2018
849,2018-06-18,Tunisia,1,2,England,True,False,Group Stage,FIFA World Cup,2018
850,2018-06-19,Colombia,1,2,Japan,True,False,Group Stage,FIFA World Cup,2018
851,2018-06-19,Poland,1,2,Senegal,True,False,Group Stage,FIFA World Cup,2018
852,2018-06-19,Russia,3,1,Egypt,False,False,Group Stage,FIFA World Cup,2018
853,2018-06-20,Portugal,1,0,Morocco,True,False,Group Stage,FIFA World Cup,2018
854,2018-06-20,Uruguay,1,0,Saudi Arabia,True,False,Group Stage,FIFA World Cup,2018
855,2018-06-20,Iran,0,1,Spain,True,False,Group Stage,FIFA World Cup,2018
856,2018-06-21,Denmark,1,1,Australia,True,False,Group Stage,FIFA World Cup,2018
857,2018-06-21,France,1,0,Peru,True,False,Group Stage,FIFA World Cup,2018
858,2018-06-21,Argentina,0,3,Croatia,True,False,Group Stage,FIFA World Cup,2018
859,2018-06-22,Brazil,2,0,Costa Rica,True,False,Group Stage,FIFA World Cup,2018
860,2018-06-22,Nigeria,2,0,Iceland,True,False,Group Stage,FIFA World Cup,2018
861,2018-06-22,Serbia,1,2,Switzerland,True,False,Group Stage,FIFA World Cup,2018
862,2018-06-23,Belgium,5,2,Tunisia,True,False,Group Stage,FIFA World Cup,2018
863,2018-06-23,South Korea,1,2,Mexico,True,False,Group Stage,FIFA World Cup,2018
864,2018-06-23,Germany,2,1,Sweden,True,False,Group Stage,FIFA World Cup,2018
865,2018-06-24,England,6,1,Panama,True,False,Group Stage,FIFA World Cup,2018
866,2018-06-24,Japan,2,2,Senegal,True,False,Group Stage,FIFA World Cup,2018
867,2018-06-24,Poland,0,3,Colombia,True,False,Group Stage,FIFA World Cup,2018
868,2018-06-25,Russia,0,3,Uruguay,False,False,Group Stage,FIFA World Cup,2018
869,2018-06-25,Saudi Arabia,2,1,Egypt,True,False,Group Stage,FIFA World Cup,2018
870,2018-06-25,Spain,2,2,Morocco,True,False,Group Stage,FIFA World Cup,2018
871,2018-06-25,Iran,1,1,Portugal,True,False,Group Stage,FIFA World Cup,2018
872,2018-06-26,Australia,0,2,Peru,True,False,Group Stage,FIFA World Cup,2018
873,2018-06-26,Denmark,0,0,France,True,False,Group Stage,FIFA World Cup,2018
874,2018-06-26,Nigeria,1,2,Argentina,True,False,Group Stage,FIFA World Cup,2018
875,2018-06-26,Iceland,1,2,Croatia,True,False,Group Stage,FIFA World Cup,2018
876,2018-06-27,South Korea,2,0,Germany,True,False,Group Stage,FIFA World Cup,2018
877,2018-06-27,Mexico,0,3,Sweden,True,False,Group Stage,FIFA World Cup,2018
878,2018-06-27,Serbia,0,2,Brazil,True,False,Group Stage,FIFA World Cup,2018
879,2018-06-27,Switzerland,2,2,Costa Rica,True,False,Group Stage,FIFA World Cup,2018
880,2018-06-28,Japan,0,1,Poland,True,False,Group Stage,FIFA World Cup,2018
881,2018-06-28,Senegal,0,1,Colombia,True,False,Group Stage,FIFA World Cup,2018
882,2018-06-28,Panama,1,2,Tunisia,True,False,Group Stage,FIFA World Cup,2018
883,2018-06-28,England,0,1,Belgium,True,False,Group Stage,FIFA World Cup,2018
884,2018-06-30,France,4,3,Argentina,True,True,Round of 16,FIFA World Cup,2018
885,2018-06-30,Uruguay,2,1,Portugal,True,True,Round of 16,FIFA World Cup,2018
886,2018-07-01,Russia,1,1,Spain,False,True,Round of 16,FIFA World Cup,2018
887,2018-07-01,Croatia,1,1,Denmark,True,True,Round of 16,FIFA World Cup,2018
888,2018-07-02,Brazil,2,0,Mexico,True,True,Round of 16,FIFA World Cup,2018
889,2018-07-02,Belgium,3,2,Japan,True,True,Round of 16,FIFA World Cup,2018
890,2018-07-03,Sweden,1,0,Switzerland,True,True,Round of 16,FIFA World Cup,2018
891,2018-07-03,Colombia,1,1,England,True,True,Round of 16,FIFA World Cup,2018
892,2018-07-06,Uruguay,0,2,France,True,True,Quarterfinal,FIFA World Cup,2018
893,2018-07-06,Brazil,1,2,Belgium,True,True,Quarterfinal,FIFA World Cup,2018
894,2018-07-07,Sweden,0,2,England,True,True,Quarterfinal,FIFA World Cup,2018
895,2018-07-07,Russia,2,2,Croatia,False,True,Quarterfinal,FIFA World Cup,2018
896,2018-07-10,France,1,0,Belgium,True,True,Semifinal,FIFA World Cup,2018
897,2018-07-11,Croatia,2,1,England,True,True,Semifinal,FIFA World Cup,2018
898,2018-07-14,Belgium,2,0,England,True,True,Third place,FIFA World Cup,2018
899,2018-07-15,France,4,2,Croatia,True,True,Final,FIFA World Cup,2018
900,2022-11-20,Qatar,0,2,Ecuador,False,False,Group Stage,FIFA World Cup,2022
901,2022-11-21,Senegal,0,2,Netherlands,True,False,Group Stage,FIFA World Cup,2022
902,2022-11-21,England,6,2,Iran,True,False,Group Stage,FIFA World Cup,2022
903,2022-11-21,United States,1,1,Wales,True,False,Group Stage,FIFA World Cup,2022
904,2022-11-22,Argentina,1,2,Saudi Arabia,True,False,Group Stage,FIFA World Cup,2022
905,2022-11-22,Mexico,0,0,Poland,True,False,Group Stage,FIFA World Cup,2022
906,2022-11-22,Denmark,0,0,Tunisia,True,False,Group Stage,FIFA World Cup,2022
907,2022-11-22,France,4,1,Australia,True,False,Group Stage,FIFA World Cup,2022
908,2022-11-23,Germany,1,2,Japan,True,False,Group Stage,FIFA World Cup,2022
909,2022-11-23,Spain,7,0,Costa Rica,True,False,Group Stage,FIFA World Cup,2022
910,2022-11-23,Morocco,0,0,Croatia,True,False,Group Stage,FIFA World Cup,2022
911,2022-11-23,Belgium,1,0,Canada,True,False,Group Stage,FIFA World Cup,2022
912,2022-11-24,Switzerland,1,0,Cameroon,True,False,Group Stage,FIFA World Cup,2022
913,2022-11-24,Brazil,2,0,Serbia,True,False,Group Stage,FIFA World Cup,2022
914,2022-11-24,Uruguay,0,0,South Korea,True,False,Group Stage,FIFA World Cup,2022
915,2022-11-24,Portugal,3,2,Ghana,True,False,Group Stage,FIFA World Cup,2022
916,2022-11-25,Qatar,1,3,Senegal,False,False,Group Stage,FIFA World Cup,2022
917,2022-11-25,Netherlands,1,1,Ecuador,True,False,Group Stage,FIFA World Cup,2022
918,2022-11-25,Wales,0,2,Iran,True,False,Group Stage,FIFA World Cup,2022
919,2022-11-25,England,0,0,United States,True,False,Group Stage,FIFA World Cup,2022
920,2022-11-26,Poland,2,0,Saudi Arabia,True,False,Group Stage,FIFA World Cup,2022
921,2022-11-26,Argentina,2,0,Mexico,True,False,Group Stage,FIFA World Cup,2022
922,2022-11-26,Tunisia,0,1,Australia,True,False,Group Stage,FIFA World Cup,2022
923,2022-11-26,France,2,1,Denmark,True,False,Group Stage,FIFA World Cup,2022
924,2022-11-27,Japan,0,1,Costa Rica,True,False,Group Stage,FIFA World Cup,2022
925,2022-11-27,Spain,1,1,Germany,True,False,Group Stage,FIFA World Cup,2022
926,2022-11-27,Belgium,0,2,Morocco,True,False,Group Stage,FIFA World Cup,2022
927,2022-11-27,Croatia,4,1,Canada,True,False,Group Stage,FIFA World Cup,2022
928,2022-11-28,Cameroon,3,3,Serbia,True,False,Group Stage,FIFA World Cup,2022
929,2022-11-28,Brazil,1,0,Switzerland,True,False,Group Stage,FIFA World Cup,2022
930,2022-11-28,South Korea,2,3,Ghana,True,False,Group Stage,FIFA World Cup,2022
931,2022-11-28,Portugal,2,0,Uruguay,True,False,Group Stage,FIFA World Cup,2022
932,2022-11-29,Ecuador,1,2,Senegal,True,False,Group Stage,FIFA World Cup,2022
933,2022-11-29,Qatar,0,2,Netherlands,False,False,Group Stage,FIFA World Cup,2022
934,2022-11-29,Wales,0,3,England,True,False,Group Stage,FIFA World Cup,2022
935,2022-11-29,Iran,0,1,United States,True,False,Group Stage,FIFA World Cup,2022
936,2022-11-30,Poland,0,2,Argentina,True,False,Group Stage,FIFA World Cup,2022
937,2022-11-30,Saudi Arabia,1,2,Mexico,True,False,Group Stage,FIFA World Cup,2022
938,2022-11-30,Australia,1,0,Denmark,True,False,Group Stage,FIFA World Cup,2022
939,2022-11-30,Tunisia,1,0,France,True,False,Group Stage,FIFA World Cup,2022
940,2022-12-01,Japan,2,1,Spain,True,False,Group Stage,FIFA World Cup,2022
941,2022-12-01,Costa Rica,2,4,Germany,True,False,Group Stage,FIFA World Cup,2022
942,2022-12-01,Croatia,0,0,Belgium,True,False,Group Stage,FIFA World Cup,2022
943,2022-12-01,Canada,1,2,Morocco,True,False,Group Stage,FIFA World Cup,2022
944,2022-12-02,Serbia,2,3,Switzerland,True,False,Group Stage,FIFA World Cup,2022
945,2022-12-02,Cameroon,1,0,Brazil,True,False,Group Stage,FIFA World Cup,2022
946,2022-12-02,Ghana,0,2,Uruguay,True,False,Group Stage,FIFA World Cup,2022
947,2022-12-02,South Korea,2,1,Portugal,True,False,Group Stage,FIFA World Cup,2022
948,2022-12-03,Netherlands,3,1,United States,True,True,Round of 16,FIFA World Cup,2022
949,2022-12-03,Argentina,2,1,Australia,True,True,Round of 16,FIFA World Cup,2022
950,2022-12-04,France,3,1,Poland,True,True,Round of 16,FIFA World Cup,2022
951,2022-12-04,England,3,0,Senegal,True,True,Round of 16,FIFA World Cup,2022
952,2022-12-05,Japan,1,1,Croatia,True,True,Round of 16,FIFA World Cup,2022
953,2022-12-05,Brazil,4,1,South Korea,True,True,Round of 16,FIFA World Cup,2022
954,2022-12-06,Morocco,0,0,Spain,True,True,Round of 16,FIFA World Cup,2022
955,2022-12-06,Portugal,6,1,Switzerland,True,True,Round of 16,FIFA World Cup,2022
956,2022-12-09,Croatia,1,1,Brazil,True,True,Quarterfinal,FIFA World Cup,2022
957,2022-12-09,Netherlands,2,2,Argentina,True,True,Quarterfinal,FIFA World Cup,2022
958,2022-12-10,Morocco,1,0,Portugal,True,True,Quarterfinal,FIFA World Cup,2022
959,2022-12-10,England,1,2,France,True,True,Quarterfinal,FIFA World Cup,2022
960,2022-12-13,Argentina,3,0,Croatia,True,True,Semifinal,FIFA World Cup,2022
961,2022-12-14,France,2,0,Morocco,True,True,Semifinal,FIFA World Cup,2022
962,2022-12-17,Croatia,2,1,Morocco,True,True,Third place,FIFA World Cup,2022
963,2022-12-18,Argentina,3,3,France,True,True,Final,FIFA World Cup,2022
