date,home_team,home_score,away_score,away_team,neutral,knockout,stage,tournament_name,tournament_year
1952-03-16,Chile,6,1,Panama,False,,,Pan American Championship,1952
1952-03-23,Mexico,1,3,Uruguay,True,,,Pan American Championship,1952
1952-03-23,Panama,1,7,Peru,True,,,Pan American Championship,1952
1952-03-26,Chile,4,0,Mexico,False,,,Pan American Championship,1952
1952-03-30,Peru,2,5,Uruguay,True,,,Pan American Championship,1952
1952-04-02,Chile,3,2,Peru,False,,,Pan American Championship,1952
1952-04-06,Brazil,2,0,Mexico,True,,,Pan American Championship,1952
1952-04-06,Panama,1,6,Uruguay,True,,,Pan American Championship,1952
1952-04-10,Brazil,0,0,Peru,True,,,Pan American Championship,1952
1952-04-10,Mexico,4,2,Panama,True,,,Pan American Championship,1952
1952-04-13,Brazil,5,0,Panama,True,,,Pan American Championship,1952
1952-04-13,Chile,2,0,Uruguay,False,,,Pan American Championship,1952
1952-04-16,Brazil,4,2,Uruguay,True,,,Pan American Championship,1952
1952-04-20,Chile,0,3,Brazil,False,,,Pan American Championship,1952
1952-04-20,Mexico,0,3,Peru,True,,,Pan American Championship,1952
1956-02-26,Mexico,1,1,Costa Rica,False,,,Pan American Championship,1956
1956-02-28,Argentina,0,0,Peru,True,,,Pan American Championship,1956
1956-03-01,Brazil,2,1,Chile,True,,,Pan American Championship,1956
1956-03-04,Mexico,0,2,Peru,False,,,Pan American Championship,1956
1956-03-06,Argentina,4,3,Costa Rica,True,,,Pan American Championship,1956
1956-03-06,Brazil,1,0,Peru,True,,,Pan American Championship,1956
1956-03-08,Chile,1,2,Costa Rica,True,,,Pan American Championship,1956
1956-03-08,Mexico,1,2,Brazil,False,,,Pan American Championship,1956
1956-03-11,Argentina,3,0,Chile,True,,,Pan American Championship,1956
1956-03-13,Brazil,7,1,Costa Rica,True,,,Pan American Championship,1956
1956-03-13,Mexico,0,0,Argentina,False,,,Pan American Championship,1956
1956-03-15,Chile,2,2,Peru,True,,,Pan American Championship,1956
1956-03-17,Costa Rica,4,2,Peru,True,,,Pan American Championship,1956
1956-03-18,Argentina,2,2,Brazil,True,,,Pan American Championship,1956
1960-03-06,Brazil,2,2,Mexico,True,,,Pan American Championship,1960
1960-03-08,Costa Rica,0,0,Argentina,False,,,Pan American Championship,1960
1960-03-10,Argentina,3,2,Mexico,True,,,Pan American Championship,1960
1960-03-10,Costa Rica,3,0,Brazil,False,,,Pan American Championship,1960
1960-03-13,Argentina,2,1,Brazil,True,,,Pan American Championship,1960
1960-03-15,Brazil,2,1,Mexico,True,,,Pan American Championship,1960
1960-03-15,Costa Rica,0,2,Argentina,False,,,Pan American Championship,1960
1960-03-17,Argentina,2,0,Mexico,True,,,Pan American Championship,1960
1960-03-17,Costa Rica,0,4,Brazil,False,,,Pan American Championship,1960
1960-03-20,Argentina,0,1,Brazil,True,,,Pan American Championship,1960
