,date,home_team,home_score,away_score,away_team,neutral,knockout,stage
0,2021-03-09,Águia Negra-MS,0,1,Vitória-BA,False,False,first
1,2021-03-09,Campinense-PB,1,7,Bahia-BA,False,False,first
2,2021-03-10,Gama-DF,1,2,Ponte Preta-SP,False,False,first
3,2021-03-10,Madureira-RJ,0,1,Paysandu-PA,False,False,first
4,2021-03-10,4 de Julho-PI,1,0,Confiança-SE,False,False,first
5,2021-03-10,Rio Branco-ES,2,1,Sampaio Corrêa-MA,False,False,first
6,2021-03-10,Cianorte-PR,1,0,Paraná-PR,False,False,first
7,2021-03-10,Juazeirense-BA,3,2,Sport-PE,False,False,first
8,2021-03-10,Moto Club-MA,0,5,Botafogo-RJ,False,False,first
9,2021-03-11,Real Brasília-DF,0,2,América-RN,False,False,first
10,2021-03-11,Uberlândia-MG,1,1,Luverdense-MT,False,False,first
11,2021-03-11,São Raimundo-RR,1,1,Cruzeiro-MG,False,False,first
12,2021-03-11,Boavista-RJ,3,1,Goiás-GO,False,False,first
13,2021-03-16,CRB-AL,0,0,Cuiabá-MT,False,False,first
14,2021-03-16,Murici-AL,0,3,Juventude-RS,False,False,first
15,2021-03-17,Rio Branco-Vn-ES,1,1,ABC-RN,False,False,first
16,2021-03-17,Guarany de Sobral-CE,1,5,CSA-AL,False,False,first
17,2021-03-17,Castanhal-PA,0,3,Volta Redonda-RJ,False,False,first
18,2021-03-17,Juventude-MA,0,2,Operário-PR,False,False,first
19,2021-03-17,Picos-PI,1,0,Atlético-AC,False,False,first
20,2021-03-17,Nova Mutum-MT,0,0,Tombense-MG,False,False,first
21,2021-03-17,Atlético-BA,0,3,Vila Nova-GO,False,False,first
22,2021-03-17,Galvez-AC,1,3,Atlético-GO,False,False,first
23,2021-03-17,Retrô-PE,1,0,Brusque-SC,False,False,first
24,2021-03-17,Esportivo-RS,0,2,Remo-PA,False,False,first
25,2021-03-17,Santa Cruz-RS,0,0,Joinville-SC,False,False,first
26,2021-03-17,Caxias-RS,0,1,Fortaleza-CE,False,False,first
27,2021-03-17,Salgueiro-PE,0,3,Corinthians-SP,False,False,first
28,2021-03-18,Marilia-SP,0,0,Criciúma-SC,False,False,first
29,2021-03-18,Caldense-MG,1,1,Vasco da Gama-RJ,False,False,first
30,2021-03-18,União-MT,0,1,Coritiba-PR,False,False,first
31,2021-03-18,Treze-PB,0,1,America-MG,False,False,first
32,2021-03-18,FC Cascavel-PR,2,1,Figueirense-SC,False,False,first
33,2021-03-18,Penarol-AM,1,1,Ypiranga-RS,False,False,first
34,2021-03-18,Mirassol-SP,2,3,Red Bull Bragantino-SP,False,False,first
35,2021-03-25,Porto Velho-RO,0,1,Ferroviário-CE,False,False,first
36,2021-03-25,Palmas Ltda-TO,0,1,Avaí-SC,False,False,first
37,2021-03-26,Jaraguá-GO,1,4,Manaus-AM,False,False,first
38,2021-03-26,Ypiranga-AP,0,4,Santa Cruz-PE,False,False,first
39,2021-03-27,Goianesia-GO,2,3,CRB-AL,False,False,first
40,2021-03-26,Corinthians-SP,1,1,Retrô-PE,False,False,second
41,2021-04-01,Luverdense-MT,1,2,Red Bull Bragantino-SP,False,False,second
42,2021-04-06,Coritiba-PR,3,2,Operário-PR,False,False,second
43,2021-04-06,Fortaleza-CE,1,0,Ypiranga-RS,False,False,second
44,2021-04-07,Picos-PI,0,1,Boavista-RJ,False,False,second
45,2021-04-07,Juazeirense-BA,3,3,Volta Redonda-RJ,False,False,second
46,2021-04-07,Vitória-BA,2,0,Rio Branco-ES,False,False,second
47,2021-04-07,Bahia-BA,4,1,Manaus-AM,False,False,second
48,2021-04-07,Tombense-MG,1,2,Vasco da Gama-RJ,False,False,second
49,2021-04-08,Criciúma-SC,1,1,Ponte Preta-SP,False,False,second
50,2021-04-08,Vila Nova-GO,1,1,Juventude-RS,False,False,second
