date,home_team,home_score,away_score,away_team,neutral,knockout,stage,tournament_name,tournament_year
1956-09-01,Hong Kong,2,3,Israel,False,False,,AFC Asian Cup,1956
1956-09-06,Hong Kong,2,2,South Korea,False,False,,AFC Asian Cup,1956
1956-09-08,Israel,1,2,South Korea,False,False,,AFC Asian Cup,1956
1956-09-09,Hong Kong,2,2,Vietnam Republic,False,False,,AFC Asian Cup,1956
1956-09-12,Israel,2,1,Vietnam Republic,False,False,,AFC Asian Cup,1956
1956-09-15,South Korea,5,3,Vietnam Republic,False,False,,AFC Asian Cup,1956
1960-10-14,South Korea,5,1,Vietnam Republic,False,False,,AFC Asian Cup,1960
1960-10-16,Taiwan,2,0,Vietnam Republic,False,False,,AFC Asian Cup,1960
1960-10-17,South Korea,3,0,Israel,False,False,,AFC Asian Cup,1960
1960-10-19,Israel,5,1,Vietnam Republic,False,False,,AFC Asian Cup,1960
1960-10-21,South Korea,1,0,Taiwan,False,False,,AFC Asian Cup,1960
1960-10-23,Israel,1,0,Taiwan,False,False,,AFC Asian Cup,1960
1964-05-26,Israel,1,0,Hong Kong,False,False,,AFC Asian Cup,1964
1964-05-27,India,2,0,South Korea,False,False,,AFC Asian Cup,1964
1964-05-29,Israel,2,0,India,False,False,,AFC Asian Cup,1964
1964-05-30,Hong Kong,0,1,South Korea,False,False,,AFC Asian Cup,1964
1964-06-02,Hong Kong,1,3,India,False,False,,AFC Asian Cup,1964
1964-06-03,Israel,2,1,South Korea,False,False,,AFC Asian Cup,1964
1968-05-10,Iran,2,0,Hong Kong,False,False,,AFC Asian Cup,1968
1968-05-11,Myanmar,1,1,Taiwan,False,False,,AFC Asian Cup,1968
1968-05-12,Hong Kong,1,6,Israel,False,False,,AFC Asian Cup,1968
1968-05-13,Iran,4,0,Taiwan,False,False,,AFC Asian Cup,1968
1968-05-14,Myanmar,1,0,Israel,False,False,,AFC Asian Cup,1968
1968-05-15,Hong Kong,1,1,Taiwan,False,False,,AFC Asian Cup,1968
1968-05-16,Iran,3,1,Myanmar,False,False,,AFC Asian Cup,1968
1968-05-17,Israel,4,1,Taiwan,False,False,,AFC Asian Cup,1968
1968-05-18,Myanmar,2,0,Hong Kong,False,False,,AFC Asian Cup,1968
1968-05-19,Iran,2,1,Israel,False,False,,AFC Asian Cup,1968
1972-05-07,Iran,2,0,Cambodia,False,False,,AFC Asian Cup,1972
1972-05-07,South Korea,0,0,Iraq,False,False,,AFC Asian Cup,1972
1972-05-08,Thailand,0,2,Kuwait,False,False,,AFC Asian Cup,1972
1972-05-09,Iran,3,0,Iraq,False,False,,AFC Asian Cup,1972
1972-05-10,Cambodia,1,4,South Korea,False,False,,AFC Asian Cup,1972
1972-05-11,Thailand,1,1,Iraq,False,False,,AFC Asian Cup,1972
1972-05-12,South Korea,1,2,Kuwait,False,False,,AFC Asian Cup,1972
1972-05-13,Thailand,2,3,Iran,False,False,,AFC Asian Cup,1972
1972-05-14,Cambodia,4,0,Kuwait,False,False,,AFC Asian Cup,1972
1972-05-16,Iran,2,1,Cambodia,False,False,,AFC Asian Cup,1972
1972-05-17,Thailand,1,1,South Korea,False,False,,AFC Asian Cup,1972
1972-05-19,Iran,2,1,South Korea,False,False,,AFC Asian Cup,1972
1972-05-19,Thailand,2,2,Cambodia,False,False,,AFC Asian Cup,1972
1976-06-03,Kuwait,2,0,Malaysia,False,False,,AFC Asian Cup,1976
1976-06-04,Iran,2,0,Iraq,False,False,,AFC Asian Cup,1976
1976-06-05,China PR,1,1,Malaysia,False,False,,AFC Asian Cup,1976
1976-06-06,Iraq,1,0,Yemen DPR,False,False,,AFC Asian Cup,1976
1976-06-07,China PR,0,1,Kuwait,False,False,,AFC Asian Cup,1976
1976-06-08,Iran,8,0,Yemen DPR,False,False,,AFC Asian Cup,1976
1976-06-11,Iran,2,0,China PR,False,False,,AFC Asian Cup,1976
1976-06-11,Iraq,2,3,Kuwait,False,False,,AFC Asian Cup,1976
1976-06-13,China PR,1,0,Iraq,False,False,,AFC Asian Cup,1976
1976-06-13,Iran,1,0,Kuwait,False,False,,AFC Asian Cup,1976
1980-09-15,Kuwait,1,1,United Arab Emirates,False,False,,AFC Asian Cup,1980
1980-09-16,North Korea,3,2,Bangladesh,False,False,,AFC Asian Cup,1980
1980-09-16,Malaysia,1,1,South Korea,False,False,,AFC Asian Cup,1980
1980-09-17,Iran,0,0,Syria,False,False,,AFC Asian Cup,1980
1980-09-17,Qatar,2,1,United Arab Emirates,False,False,,AFC Asian Cup,1980
1980-09-18,North Korea,2,1,China PR,False,False,,AFC Asian Cup,1980
1980-09-18,Kuwait,3,1,Malaysia,False,False,,AFC Asian Cup,1980
1980-09-19,Bangladesh,0,1,Syria,False,False,,AFC Asian Cup,1980
1980-09-19,Qatar,0,2,South Korea,False,False,,AFC Asian Cup,1980
1980-09-20,China PR,2,2,Iran,False,False,,AFC Asian Cup,1980
1980-09-20,United Arab Emirates,0,2,Malaysia,False,False,,AFC Asian Cup,1980
1980-09-21,Kuwait,0,3,South Korea,False,False,,AFC Asian Cup,1980
1980-09-22,Bangladesh,0,7,Iran,False,False,,AFC Asian Cup,1980
1980-09-23,Malaysia,1,1,Qatar,False,False,,AFC Asian Cup,1980
1980-09-23,Syria,1,0,China PR,False,False,,AFC Asian Cup,1980
1980-09-24,Iran,3,2,North Korea,False,False,,AFC Asian Cup,1980
1980-09-24,South Korea,4,1,United Arab Emirates,False,False,,AFC Asian Cup,1980
1980-09-25,China PR,6,0,Bangladesh,False,False,,AFC Asian Cup,1980
1980-09-25,Kuwait,4,0,Qatar,False,False,,AFC Asian Cup,1980
1980-09-26,Syria,1,2,North Korea,False,False,,AFC Asian Cup,1980
1980-09-28,South Korea,2,1,North Korea,False,False,,AFC Asian Cup,1980
1980-09-28,Kuwait,2,1,Iran,False,False,,AFC Asian Cup,1980
1980-09-29,Iran,3,0,North Korea,False,False,,AFC Asian Cup,1980
1980-09-30,Kuwait,3,0,South Korea,False,False,,AFC Asian Cup,1980
1984-12-01,Iran,3,0,United Arab Emirates,False,False,,AFC Asian Cup,1984
1984-12-01,Qatar,1,1,Syria,False,False,,AFC Asian Cup,1984
1984-12-02,Saudi Arabia,1,1,South Korea,False,False,,AFC Asian Cup,1984
1984-12-02,Singapore,2,0,India,False,False,,AFC Asian Cup,1984
1984-12-03,China PR,0,2,Iran,False,False,,AFC Asian Cup,1984
1984-12-03,Kuwait,1,0,Qatar,False,False,,AFC Asian Cup,1984
1984-12-04,Syria,0,1,Saudi Arabia,False,False,,AFC Asian Cup,1984
