date,home_team,home_score,away_score,away_team,neutral,knockout,stage,tournament_name,tournament_year
2014-06-01,Iraqi Kurdistan,1,2,Arameans Suryoye,True,,,CONIFA World Football Cup,2014
2014-06-01,Abkhazia,1,1,Occitania,True,,,CONIFA World Football Cup,2014
2014-06-01,Darfur,0,20,Padania,True,,,CONIFA World Football Cup,2014
2014-06-01,Ellan Vannin,3,2,Artsakh,True,,,CONIFA World Football Cup,2014
2014-06-02,Tamil Eelam,0,2,Arameans Suryoye,True,,,CONIFA World Football Cup,2014
2014-06-02,Sápmi,1,2,Abkhazia,False,,,CONIFA World Football Cup,2014
2014-06-02,Darfur,0,19,South Ossetia,True,,,CONIFA World Football Cup,2014
2014-06-02,Ellan Vannin,4,2,County of Nice,True,,,CONIFA World Football Cup,2014
2014-06-03,Tamil Eelam,0,9,Iraqi Kurdistan,True,,,CONIFA World Football Cup,2014
2014-06-03,Sápmi,0,1,Occitania,False,,,CONIFA World Football Cup,2014
2014-06-03,South Ossetia,1,3,Padania,True,,,CONIFA World Football Cup,2014
2014-06-03,Artsakh,0,1,County of Nice,True,,,CONIFA World Football Cup,2014
2014-06-04,Padania,1,2,County of Nice,True,,,CONIFA World Football Cup,2014
2014-06-04,Abkhazia,0,0,South Ossetia,True,,,CONIFA World Football Cup,2014
2014-06-04,Arameans Suryoye,0,0,Occitania,True,,,CONIFA World Football Cup,2014
2014-06-04,Ellan Vannin,1,1,Iraqi Kurdistan,True,,,CONIFA World Football Cup,2014
2014-06-05,Sápmi,4,2,Tamil Eelam,False,,,CONIFA World Football Cup,2014
2014-06-05,Darfur,0,12,Artsakh,True,,,CONIFA World Football Cup,2014
2014-06-05,Padania,3,3,Abkhazia,True,,,CONIFA World Football Cup,2014
2014-06-05,Occitania,2,2,Iraqi Kurdistan,True,,,CONIFA World Football Cup,2014
2014-06-06,County of Nice,3,0,South Ossetia,True,,,CONIFA World Football Cup,2014
2014-06-06,Arameans Suryoye,1,4,Ellan Vannin,True,,,CONIFA World Football Cup,2014
2014-06-07,Sápmi,1,5,Artsakh,False,,,CONIFA World Football Cup,2014
2014-06-07,Tamil Eelam,10,0,Darfur,True,,,CONIFA World Football Cup,2014
2014-06-07,Abkhazia,0,1,Occitania,True,,,CONIFA World Football Cup,2014
2014-06-07,Padania,1,1,Iraqi Kurdistan,True,,,CONIFA World Football Cup,2014
2014-06-08,South Ossetia,1,4,Arameans Suryoye,True,,,CONIFA World Football Cup,2014
2014-06-08,County of Nice,0,0,Ellan Vannin,True,,,CONIFA World Football Cup,2014
2016-05-29,Abkhazia,9,0,Chagos Islands,False,,,CONIFA World Football Cup,2016
2016-05-29,Iraqi Kurdistan,3,0,Székely Land,True,,,CONIFA World Football Cup,2016
2016-05-29,Padania,1,2,Northern Cyprus,True,,,CONIFA World Football Cup,2016
