date,home_team,home_score,away_score,away_team,neutral,knockout,stage,tournament_name,tournament_year
1905-04-17,Guernsey,6,0,Alderney,False,,,Muratti Vase,1905
1905-04-27,Jersey,0,1,Guernsey,False,,,Muratti Vase,1905
1906-03-29,Jersey,1,2,Guernsey,False,,,Muratti Vase,1906
1906-04-02,Guernsey,1,0,Alderney,False,,,Muratti Vase,1906
1907-03-21,Alderney,1,2,Jersey,True,,,Muratti Vase,1907
1907-04-04,Jersey,2,3,Guernsey,False,,,Muratti Vase,1907
1908-04-02,Guernsey,3,0,Alderney,True,,,Muratti Vase,1908
1908-04-09,Guernsey,0,4,Jersey,False,,,Muratti Vase,1908
1909-03-18,Guernsey,3,0,Jersey,False,,,Muratti Vase,1909
1909-03-25,Guernsey,2,0,Alderney,True,,,Muratti Vase,1909
1910-04-07,Jersey,7,1,Alderney,False,,,Muratti Vase,1910
1910-04-21,Guernsey,2,3,Jersey,False,,,Muratti Vase,1910
1911-04-20,Guernsey,2,1,Alderney,False,,,Muratti Vase,1911
1911-04-27,Jersey,4,1,Guernsey,False,,,Muratti Vase,1911
1912-04-18,Jersey,3,3,Guernsey,False,,,Muratti Vase,1912
1912-04-19,Jersey,2,5,Guernsey,False,,,Muratti Vase,1912
1912-04-25,Guernsey,4,0,Alderney,False,,,Muratti Vase,1912
1913-04-03,Jersey,5,2,Alderney,True,,,Muratti Vase,1913
1913-04-17,Jersey,2,4,Guernsey,False,,,Muratti Vase,1913
1914-04-02,Guernsey,4,0,Alderney,True,,,Muratti Vase,1914
1914-04-23,Guernsey,2,1,Jersey,False,,,Muratti Vase,1914
1919-04-21,Guernsey,2,0,Jersey,False,,,Muratti Vase,1919
1920-04-15,Guernsey,1,0,Jersey,False,,,Muratti Vase,1920
1920-04-29,Alderney,1,0,Guernsey,True,,,Muratti Vase,1920
1921-04-07,Jersey,2,0,Alderney,False,,,Muratti Vase,1921
1921-04-28,Guernsey,0,1,Jersey,False,,,Muratti Vase,1921
1922-04-06,Guernsey,8,0,Alderney,False,,,Muratti Vase,1922
1922-04-27,Jersey,1,2,Guernsey,False,,,Muratti Vase,1922
1923-04-12,Jersey,0,1,Guernsey,False,,,Muratti Vase,1923
1923-04-26,Guernsey,3,2,Alderney,False,,,Muratti Vase,1923
1924-04-10,Jersey,1,0,Alderney,True,,,Muratti Vase,1924
1924-05-01,Jersey,1,0,Guernsey,False,,,Muratti Vase,1924
1925-04-02,Guernsey,3,0,Alderney,True,,,Muratti Vase,1925
1925-04-30,Guernsey,2,1,Jersey,False,,,Muratti Vase,1925
1926-04-15,Guernsey,1,5,Jersey,False,,,Muratti Vase,1926
1926-04-29,Jersey,7,1,Alderney,False,,,Muratti Vase,1926
1927-04-07,Jersey,3,0,Alderney,False,,,Muratti Vase,1927
1927-04-28,Guernsey,1,0,Jersey,False,,,Muratti Vase,1927
1928-04-19,Guernsey,4,0,Alderney,False,,,Muratti Vase,1928
1928-05-03,Jersey,2,1,Guernsey,False,,,Muratti Vase,1928
1929-04-18,Jersey,1,7,Guernsey,False,,,Muratti Vase,1929
1929-05-02,Guernsey,5,0,Alderney,False,,,Muratti Vase,1929
1930-04-10,Jersey,3,2,Alderney,True,,,Muratti Vase,1930
1930-05-01,Jersey,2,3,Guernsey,False,,,Muratti Vase,1930
1931-04-16,Guernsey,1,0,Alderney,True,,,Muratti Vase,1931
1931-04-30,Guernsey,2,4,Jersey,False,,,Muratti Vase,1931
1932-04-14,Guernsey,2,0,Jersey,False,,,Muratti Vase,1932
1932-04-28,Guernsey,4,2,Alderney,True,,,Muratti Vase,1932
1933-04-06,Jersey,6,0,Alderney,False,,,Muratti Vase,1933
1933-05-04,Guernsey,4,1,Jersey,False,,,Muratti Vase,1933
1934-04-12,Guernsey,3,0,Alderney,False,,,Muratti Vase,1934
1934-04-26,Jersey,0,1,Guernsey,False,,,Muratti Vase,1934
1935-04-11,Jersey,0,1,Guernsey,False,,,Muratti Vase,1935
1935-05-09,Guernsey,5,0,Alderney,False,,,Muratti Vase,1935
1936-04-23,Jersey,9,0,Alderney,False,,,Muratti Vase,1936
1936-05-07,Guernsey,2,1,Jersey,False,,,Muratti Vase,1936
1937-04-15,Guernsey,4,1,Alderney,False,,,Muratti Vase,1937
1937-04-29,Jersey,2,2,Guernsey,False,,,Muratti Vase,1937
1937-05-17,Guernsey,3,3,Jersey,False,,,Muratti Vase,1937
1938-04-28,Guernsey,4,3,Jersey,False,,,Muratti Vase,1938
1938-05-05,Guernsey,3,1,Alderney,True,,,Muratti Vase,1938
1939-04-20,Jersey,2,1,Alderney,False,,,Muratti Vase,1939
1939-05-04,Guernsey,0,1,Jersey,False,,,Muratti Vase,1939
1946-04-11,Jersey,7,0,Guernsey,False,,,Muratti Vase,1946
1946-05-02,Guernsey,0,4,Jersey,False,,,Muratti Vase,1946
1947-05-01,Guernsey,1,3,Jersey,False,,,Muratti Vase,1947
1948-04-15,Guernsey,3,0,Alderney,False,,,Muratti Vase,1948
1948-05-06,Jersey,6,3,Guernsey,False,,,Muratti Vase,1948
1949-04-07,Jersey,9,0,Alderney,False,,,Muratti Vase,1949
1949-05-05,Guernsey,1,2,Jersey,False,,,Muratti Vase,1949
1950-03-30,Guernsey,3,1,Alderney,False,,,Muratti Vase,1950
1950-05-04,Jersey,0,2,Guernsey,False,,,Muratti Vase,1950
1951-04-12,Jersey,8,1,Alderney,False,,,Muratti Vase,1951
1951-05-03,Guernsey,3,1,Jersey,False,,,Muratti Vase,1951
1952-04-03,Guernsey,7,2,Alderney,False,,,Muratti Vase,1952
1952-05-01,Jersey,1,3,Guernsey,False,,,Muratti Vase,1952
1953-03-26,Jersey,4,0,Alderney,False,,,Muratti Vase,1953
1953-04-30,Guernsey,0,2,Jersey,False,,,Muratti Vase,1953
1954-04-01,Guernsey,2,1,Alderney,False,,,Muratti Vase,1954
1954-05-06,Jersey,3,5,Guernsey,False,,,Muratti Vase,1954
1955-03-31,Jersey,3,0,Alderney,False,,,Muratti Vase,1955
1955-05-05,Guernsey,0,0,Jersey,False,,,Muratti Vase,1955
1955-05-30,Jersey,1,0,Guernsey,False,,,Muratti Vase,1955
1956-03-22,Guernsey,4,0,Alderney,False,,,Muratti Vase,1956
1956-05-03,Jersey,2,1,Guernsey,False,,,Muratti Vase,1956
1957-03-28,Jersey,7,1,Alderney,False,,,Muratti Vase,1957
1957-05-02,Guernsey,6,4,Jersey,False,,,Muratti Vase,1957
1958-03-27,Guernsey,8,2,Alderney,False,,,Muratti Vase,1958
1958-05-01,Jersey,2,1,Guernsey,False,,,Muratti Vase,1958
1959-04-09,Jersey,6,0,Alderney,False,,,Muratti Vase,1959
1959-04-30,Guernsey,2,3,Jersey,False,,,Muratti Vase,1959
1960-03-31,Guernsey,5,1,Alderney,False,,,Muratti Vase,1960
1960-05-05,Jersey,5,1,Guernsey,False,,,Muratti Vase,1960
1961-04-13,Jersey,4,2,Alderney,False,,,Muratti Vase,1961
1961-05-04,Guernsey,1,2,Jersey,False,,,Muratti Vase,1961
1962-03-29,Guernsey,6,1,Alderney,False,,,Muratti Vase,1962
1962-05-03,Jersey,2,1,Guernsey,False,,,Muratti Vase,1962
1963-04-04,Jersey,6,0,Alderney,False,,,Muratti Vase,1963
1963-05-02,Guernsey,1,4,Jersey,False,,,Muratti Vase,1963
1964-04-11,Guernsey,3,0,Alderney,False,,,Muratti Vase,1964
1964-05-07,Jersey,1,0,Guernsey,False,,,Muratti Vase,1964
1965-04-08,Jersey,8,0,Alderney,False,,,Muratti Vase,1965
1965-05-06,Guernsey,2,4,Jersey,False,,,Muratti Vase,1965
1966-04-02,Guernsey,10,0,Alderney,False,,,Muratti Vase,1966
1966-05-05,Jersey,1,1,Guernsey,False,,,Muratti Vase,1966
1966-05-09,Guernsey,3,1,Jersey,False,,,Muratti Vase,1966
1967-04-06,Jersey,3,1,Alderney,False,,,Muratti Vase,1967
1967-05-09,Guernsey,1,3,Jersey,False,,,Muratti Vase,1967
1968-03-30,Guernsey,2,0,Alderney,False,,,Muratti Vase,1968
1968-05-09,Jersey,2,1,Guernsey,False,,,Muratti Vase,1968
1969-03-27,Jersey,5,0,Alderney,False,,,Muratti Vase,1969
1969-05-09,Guernsey,2,1,Jersey,False,,,Muratti Vase,1969
