date,home_team,home_score,away_score,away_team,neutral,knockout,stage,tournament_name,tournament_year
1986-02-02,Canada,1,3,Uruguay,True,False,,Miami Cup,1986
1986-02-05,Jamaica,1,4,Paraguay,True,False,,Miami Cup,1986
1990-02-02,Colombia,0,2,Uruguay,True,False,,Miami Cup,1990
1990-02-02,United States,0,2,Costa Rica,False,False,,Miami Cup,1990
1990-02-04,Costa Rica,0,2,Uruguay,True,False,,Miami Cup,1990
1990-02-04,United States,1,1,Colombia,False,False,,Miami Cup,1990
1991-02-01,United States,0,1,Switzerland,False,False,,Miami Cup,1991
1991-02-03,Colombia,2,3,Switzerland,True,False,,Miami Cup,1991
1994-05-03,Colombia,1,0,Peru,True,False,,Miami Cup,1994
1994-05-03,El Salvador,3,1,Honduras,True,False,,Miami Cup,1994
1994-05-05,Colombia,3,0,El Salvador,True,False,,Miami Cup,1994
1994-05-05,Honduras,2,1,Peru,True,False,,Miami Cup,1994
