date,home_team,home_score,away_score,away_team,neutral,knockout,stage,tournament_name,tournament_year
1961-01-15,Saint Lucia,4,1,Dominica,False,False,,Windward Islands Tournament,1961
1961-01-16,Grenada,3,6,Saint Vincent and the Grenadines,True,False,,Windward Islands Tournament,1961
1961-01-17,Saint Lucia,0,4,Grenada,False,False,,Windward Islands Tournament,1961
1961-01-18,Dominica,1,1,Saint Vincent and the Grenadines,True,False,,Windward Islands Tournament,1961
1961-01-19,Dominica,1,8,Grenada,True,False,,Windward Islands Tournament,1961
1961-01-20,Saint Lucia,2,2,Saint Vincent and the Grenadines,False,False,,Windward Islands Tournament,1961
1962-11-24,Grenada,2,1,Saint Vincent and the Grenadines,False,False,,Windward Islands Tournament,1962
1964-01-06,Saint Lucia,2,2,Saint Vincent and the Grenadines,False,False,,Windward Islands Tournament,1964
1964-01-07,Dominica,2,2,Saint Vincent and the Grenadines,True,False,,Windward Islands Tournament,1964
1964-01-08,Saint Lucia,4,2,Dominica,False,False,,Windward Islands Tournament,1964
1964-01-10,Saint Lucia,0,0,Saint Vincent and the Grenadines,False,False,,Windward Islands Tournament,1964
1964-01-11,Dominica,1,1,Saint Vincent and the Grenadines,True,False,,Windward Islands Tournament,1964
1964-01-12,Saint Lucia,5,0,Dominica,False,False,,Windward Islands Tournament,1964
1965-11-21,Dominica,2,0,Grenada,True,False,,Windward Islands Tournament,1965
1965-11-22,Saint Vincent and the Grenadines,1,2,Saint Lucia,False,False,,Windward Islands Tournament,1965
1965-11-23,Dominica,1,0,Saint Lucia,True,False,,Windward Islands Tournament,1965
1965-11-26,Saint Vincent and the Grenadines,3,1,Dominica,False,False,,Windward Islands Tournament,1965
1966-11-05,Dominica,0,1,Saint Vincent and the Grenadines,True,False,,Windward Islands Tournament,1966
1966-11-06,Grenada,7,1,Saint Lucia,False,False,,Windward Islands Tournament,1966
1966-11-08,Grenada,3,3,Dominica,False,False,,Windward Islands Tournament,1966
1966-11-09,Saint Lucia,1,2,Saint Vincent and the Grenadines,True,False,,Windward Islands Tournament,1966
1966-11-10,Dominica,5,3,Saint Lucia,True,False,,Windward Islands Tournament,1966
1966-11-12,Grenada,1,3,Saint Vincent and the Grenadines,False,False,,Windward Islands Tournament,1966
1967-11-26,Grenada,1,1,Saint Vincent and the Grenadines,True,False,,Windward Islands Tournament,1967
1967-11-27,Dominica,2,4,Saint Lucia,False,False,,Windward Islands Tournament,1967
1967-11-29,Saint Lucia,4,3,Saint Vincent and the Grenadines,True,False,,Windward Islands Tournament,1967
1967-11-30,Dominica,2,4,Grenada,False,False,,Windward Islands Tournament,1967
1967-12-02,Grenada,2,1,Saint Lucia,True,False,,Windward Islands Tournament,1967
1967-12-03,Dominica,1,2,Saint Vincent and the Grenadines,False,False,,Windward Islands Tournament,1967
1968-11-18,Saint Lucia,4,0,Dominica,False,False,,Windward Islands Tournament,1968
1968-11-20,Dominica,2,6,Grenada,True,False,,Windward Islands Tournament,1968
1968-11-23,Dominica,1,1,Saint Vincent and the Grenadines,True,False,,Windward Islands Tournament,1968
