date,home_team,home_score,away_score,away_team,neutral,knockout,stage,tournament_name,tournament_year
1927-09-18,Czechoslovakia,2,0,Austria,False,,,Central European International Cup,1927
1927-09-25,Hungary,5,3,Austria,False,,,Central European International Cup,1927
1927-10-23,Czechoslovakia,2,2,Italy,False,,,Central European International Cup,1927
1927-11-06,Italy,0,1,Austria,False,,,Central European International Cup,1927
1928-01-01,Italy,3,2,Switzerland,False,,,Central European International Cup,1928
1928-03-25,Italy,4,3,Hungary,False,,,Central European International Cup,1928
1928-04-01,Austria,0,1,Czechoslovakia,False,,,Central European International Cup,1928
1928-04-22,Hungary,2,0,Czechoslovakia,False,,,Central European International Cup,1928
1928-10-07,Austria,5,1,Hungary,False,,,Central European International Cup,1928
1928-10-14,Switzerland,2,3,Italy,False,,,Central European International Cup,1928
1928-10-28,Austria,2,0,Switzerland,False,,,Central European International Cup,1928
1928-11-01,Hungary,3,1,Switzerland,False,,,Central European International Cup,1928
1929-03-03,Italy,4,2,Czechoslovakia,False,,,Central European International Cup,1929
1929-04-07,Austria,3,0,Italy,False,,,Central European International Cup,1929
1929-04-14,Switzerland,4,5,Hungary,False,,,Central European International Cup,1929
1929-05-05,Switzerland,1,4,Czechoslovakia,False,,,Central European International Cup,1929
1929-09-08,Czechoslovakia,1,1,Hungary,False,,,Central European International Cup,1929
1929-10-06,Czechoslovakia,5,0,Switzerland,False,,,Central European International Cup,1929
1929-10-27,Switzerland,1,3,Austria,False,,,Central European International Cup,1929
1930-05-11,Hungary,0,5,Italy,False,,,Central European International Cup,1930
1931-02-22,Italy,2,1,Austria,False,,,Central European International Cup,1931
1931-03-22,Czechoslovakia,3,3,Hungary,False,,,Central European International Cup,1931
1931-03-29,Switzerland,1,1,Italy,False,,,Central European International Cup,1931
1931-04-12,Austria,2,1,Czechoslovakia,False,,,Central European International Cup,1931
1931-04-12,Hungary,6,2,Switzerland,False,,,Central European International Cup,1931
1931-05-03,Austria,0,0,Hungary,False,,,Central European International Cup,1931
1931-06-13,Czechoslovakia,7,3,Switzerland,False,,,Central European International Cup,1931
1931-10-04,Hungary,2,2,Austria,False,,,Central European International Cup,1931
1931-11-15,Italy,2,2,Czechoslovakia,False,,,Central European International Cup,1931
1931-11-29,Switzerland,1,8,Austria,False,,,Central European International Cup,1931
1931-12-13,Italy,3,2,Hungary,False,,,Central European International Cup,1931
1932-02-14,Italy,3,0,Switzerland,False,,,Central European International Cup,1932
1932-03-20,Austria,2,1,Italy,False,,,Central European International Cup,1932
1932-04-17,Switzerland,5,1,Czechoslovakia,False,,,Central European International Cup,1932
1932-05-08,Hungary,1,1,Italy,False,,,Central European International Cup,1932
1932-05-22,Czechoslovakia,1,1,Austria,False,,,Central European International Cup,1932
1932-06-19,Switzerland,3,1,Hungary,False,,,Central European International Cup,1932
1932-09-18,Hungary,2,1,Czechoslovakia,False,,,Central European International Cup,1932
1932-10-23,Austria,3,1,Switzerland,False,,,Central European International Cup,1932
1932-10-28,Czechoslovakia,2,1,Italy,False,,,Central European International Cup,1932
1933-04-02,Switzerland,0,3,Italy,False,,,Central European International Cup,1933
1933-05-07,Italy,2,0,Czechoslovakia,False,,,Central European International Cup,1933
1933-09-17,Hungary,3,0,Switzerland,False,,,Central European International Cup,1933
1933-10-22,Hungary,0,1,Italy,False,,,Central European International Cup,1933
1933-12-03,Italy,5,2,Switzerland,False,,,Central European International Cup,1933
1934-02-11,Italy,2,4,Austria,False,,,Central European International Cup,1934
1934-03-25,Switzerland,2,3,Austria,False,,,Central European International Cup,1934
1934-04-29,Czechoslovakia,2,2,Hungary,False,,,Central European International Cup,1934
1934-09-23,Austria,2,2,Czechoslovakia,False,,,Central European International Cup,1934
1934-10-07,Hungary,3,1,Austria,False,,,Central European International Cup,1934
1934-10-14,Switzerland,2,2,Czechoslovakia,False,,,Central European International Cup,1934
1934-11-11,Austria,3,0,Switzerland,False,,,Central European International Cup,1934
1935-03-17,Czechoslovakia,3,1,Switzerland,False,,,Central European International Cup,1935
1935-03-24,Austria,0,2,Italy,False,,,Central European International Cup,1935
1935-04-14,Czechoslovakia,0,0,Austria,False,,,Central European International Cup,1935
1935-04-14,Switzerland,6,2,Hungary,False,,,Central European International Cup,1935
1935-09-22,Hungary,1,0,Czechoslovakia,False,,,Central European International Cup,1935
1935-10-06,Austria,4,4,Hungary,False,,,Central European International Cup,1935
1935-10-27,Czechoslovakia,2,1,Italy,False,,,Central European International Cup,1935
1935-11-24,Italy,2,2,Hungary,False,,,Central European International Cup,1935
1936-03-22,Austria,1,1,Czechoslovakia,False,,,Central European International Cup,1936
1936-09-27,Hungary,5,3,Austria,False,,,Central European International Cup,1936
1936-10-18,Czechoslovakia,5,2,Hungary,False,,,Central European International Cup,1936
