date,home_team,home_score,away_score,away_team,neutral,knockout,stage,tournament_name,tournament_year
1986-02-14,South Korea,1,3,Paraguay,True,,,Lunar New Year Cup,1986
1989-02-12,Hong Kong,0,0,China PR,False,,,Lunar New Year Cup,1989
1994-02-13,Romania,2,1,United States,True,,,Lunar New Year Cup,1994
1995-01-31,South Korea,1,0,Colombia,True,,,Lunar New Year Cup,1995
1995-02-04,South Korea,0,1,Serbia,True,,,Lunar New Year Cup,1995
1996-02-19,Japan,5,0,Poland,True,,,Lunar New Year Cup,1996
1996-02-22,Japan,1,1,Sweden,True,,,Lunar New Year Cup,1996
1997-02-07,Russia,1,1,Serbia,True,,,Lunar New Year Cup,1997
1997-02-10,Russia,2,1,Switzerland,True,,,Lunar New Year Cup,1997
1998-01-28,Iran,0,1,Nigeria,True,,,Lunar New Year Cup,1998
1998-01-31,Iran,1,1,Chile,True,,,Lunar New Year Cup,1998
1999-02-16,Bulgaria,1,3,Egypt,True,,,Lunar New Year Cup,1999
1999-02-19,Egypt,0,3,Mexico,True,,,Lunar New Year Cup,1999
2000-02-05,Japan,0,1,Mexico,True,,,Lunar New Year Cup,2000
2000-02-08,Mexico,1,2,Czech Republic,True,,,Lunar New Year Cup,2000
2001-01-24,South Korea,2,3,Norway,True,,,Lunar New Year Cup,2001
2001-01-27,South Korea,1,1,Paraguay,True,,,Lunar New Year Cup,2001
2002-02-12,Slovenia,1,5,Honduras,True,,,Lunar New Year Cup,2002
2002-02-15,China PR,0,0,Slovenia,True,,,Lunar New Year Cup,2002
2003-02-04,Uruguay,1,1,Iran,True,,,Lunar New Year Cup,2003
2004-01-22,Sweden,0,3,Norway,True,,,Lunar New Year Cup,2004
2004-01-25,Norway,3,1,Honduras,True,,,Lunar New Year Cup,2004
2005-02-09,Hong Kong,1,7,Brazil,False,,,Lunar New Year Cup,2005
2006-01-29,South Korea,2,0,Croatia,True,,,Lunar New Year Cup,2006
2006-02-01,Hong Kong,0,4,Croatia,False,,,Lunar New Year Cup,2006
