date,home_team,home_score,away_score,away_team,neutral,knockout,stage,tournament_name,tournament_year
1872-11-30,Scotland,0,0,England,False,False,,Friendly,1872
1873-03-08,England,4,2,Scotland,False,False,,Friendly,1873
1874-03-07,Scotland,2,1,England,False,False,,Friendly,1874
1875-03-06,England,2,2,Scotland,False,False,,Friendly,1875
1876-03-04,Scotland,3,0,England,False,False,,Friendly,1876
1876-03-25,Scotland,4,0,Wales,False,False,,Friendly,1876
1877-03-03,England,1,3,Scotland,False,False,,Friendly,1877
1877-03-05,Wales,0,2,Scotland,False,False,,Friendly,1877
1878-03-02,Scotland,7,2,England,False,False,,Friendly,1878
1878-03-23,Scotland,9,0,Wales,False,False,,Friendly,1878
1879-01-18,England,2,1,Wales,False,False,,Friendly,1879
1879-04-05,England,5,4,Scotland,False,False,,Friendly,1879
1879-04-07,Wales,0,3,Scotland,False,False,,Friendly,1879
1880-03-13,Scotland,5,4,England,False,False,,Friendly,1880
1880-03-15,Wales,2,3,England,False,False,,Friendly,1880
1880-03-27,Scotland,5,1,Wales,False,False,,Friendly,1880
1881-02-26,England,0,1,Wales,False,False,,Friendly,1881
1881-03-12,England,1,6,Scotland,False,False,,Friendly,1881
1881-03-14,Wales,1,5,Scotland,False,False,,Friendly,1881
1882-02-18,Northern Ireland,0,13,England,False,False,,Friendly,1882
1882-02-25,Wales,7,1,Northern Ireland,False,False,,Friendly,1882
1882-03-11,Scotland,5,1,England,False,False,,Friendly,1882
1882-03-13,Wales,5,3,England,False,False,,Friendly,1882
1882-03-25,Scotland,5,0,Wales,False,False,,Friendly,1882
1883-02-03,England,5,0,Wales,False,False,,Friendly,1883
1883-02-24,England,7,0,Northern Ireland,False,False,,Friendly,1883
1883-03-10,England,2,3,Scotland,False,False,,Friendly,1883
1883-03-12,Wales,0,3,Scotland,False,False,,Friendly,1883
1883-03-17,Northern Ireland,1,1,Wales,False,False,,Friendly,1883
1885-11-28,United States,0,1,Canada,False,False,,Friendly,1885
1886-11-25,United States,3,2,Canada,False,False,,Friendly,1886
1888-09-19,Scotland,4,0,Canada,False,False,,Friendly,1888
1902-07-20,Uruguay,0,6,Argentina,False,False,,Friendly,1902
1902-10-12,Austria,5,0,Hungary,False,False,,Friendly,1902
1903-04-05,Hungary,2,1,Czechoslovakia,False,False,,Friendly,1903
1903-06-11,Hungary,3,2,Austria,False,False,,Friendly,1903
1903-09-13,Argentina,2,3,Uruguay,False,False,,Friendly,1903
1903-10-11,Austria,4,2,Hungary,False,False,,Friendly,1903
1904-06-02,Hungary,3,0,Austria,False,False,,Friendly,1904
1904-10-09,Austria,5,4,Hungary,False,False,,Friendly,1904
1905-02-12,France,1,0,Switzerland,False,False,,Friendly,1905
1905-04-09,Hungary,0,0,Austria,False,False,,Friendly,1905
1905-04-30,Belgium,1,4,Netherlands,False,False,,Friendly,1905
1905-05-07,Belgium,7,0,France,False,False,,Friendly,1905
1905-05-14,Netherlands,4,0,Belgium,False,False,,Friendly,1905
1906-04-01,Hungary,1,1,Czechoslovakia,False,False,,Friendly,1906
1906-04-22,France,0,5,Belgium,False,False,,Friendly,1906
1906-04-29,Belgium,5,0,Netherlands,False,False,,Friendly,1906
1906-05-13,Netherlands,2,3,Belgium,False,False,,Friendly,1906
1906-10-07,Czechoslovakia,4,4,Hungary,False,False,,Friendly,1906
1906-11-04,Hungary,3,1,Austria,False,False,,Friendly,1906
1907-04-07,Hungary,5,2,Czechoslovakia,False,False,,Friendly,1907
1907-04-14,Belgium,1,3,Netherlands,False,False,,Friendly,1907
1907-04-21,Belgium,1,2,France,False,False,,Friendly,1907
1907-05-05,Austria,3,1,Hungary,False,False,,Friendly,1907
1907-05-09,Netherlands,1,2,Belgium,False,False,,Friendly,1907
1907-10-06,Czechoslovakia,5,3,Hungary,False,False,,Friendly,1907
1907-11-03,Hungary,4,1,Austria,False,False,,Friendly,1907
1908-03-08,Switzerland,1,2,France,False,False,,Friendly,1908
1908-03-29,Belgium,1,4,Netherlands,False,False,,Friendly,1908
1908-04-05,Hungary,5,2,Czechoslovakia,False,False,,Friendly,1908
1908-04-05,Switzerland,5,3,Germany,False,False,,Friendly,1908
1908-04-12,France,1,2,Belgium,False,False,,Friendly,1908
1908-04-26,Netherlands,3,1,Belgium,False,False,,Friendly,1908
1908-05-03,Austria,4,0,Hungary,False,False,,Friendly,1908
1908-05-10,Netherlands,4,1,France,False,False,,Friendly,1908
1908-06-06,Austria,1,6,England,False,False,,Friendly,1908
1908-06-07,Austria,3,2,Germany,False,False,,Friendly,1908
1908-06-08,Austria,1,11,England,False,False,,Friendly,1908
1908-06-10,Hungary,0,7,England,False,False,,Friendly,1908
1908-06-13,Czechoslovakia,0,4,England,False,False,,Friendly,1908
1908-07-12,Sweden,11,3,Norway,False,False,,Friendly,1908
1908-10-25,Netherlands,5,3,Sweden,False,False,,Friendly,1908
1908-10-26,Belgium,2,1,Sweden,False,False,,Friendly,1908
