,date,home_team,home_score,away_score,away_team,neutral,knockout,stage
0,2021-05-29,Cuiabá,2,2,Juventude,False,False,first
1,2021-05-29,Bahia,3,0,Santos,False,False,first
2,2021-05-29,São Paulo,0,0,Fluminense,False,False,first
3,2021-05-30,Atlético-MG,1,2,Fortaleza,False,False,first
4,2021-05-30,Ceará,3,2,Grêmio,False,False,first
5,2021-05-30,Flamengo,1,0,Palmeiras,False,False,first
6,2021-05-30,Chapecoense,0,3,Bragantino,False,False,first
7,2021-05-30,Corinthians,0,1,Atlético-GO,False,False,first
8,2021-05-30,Athletico-PR,1,0,América-MG,False,False,first
9,2021-05-30,Internacional,2,2,Sport,False,False,first
10,2021-06-05,Atlético-GO,2,0,São Paulo,False,False,first
11,2021-06-05,Santos,3,1,Ceará,False,False,first
12,2021-06-05,Bragantino,3,3,Bahia,False,False,first
13,2021-06-06,Fluminense,1,0,Cuiabá,False,False,first
14,2021-06-06,América-MG,0,1,Corinthians,False,False,first
15,2021-06-06,Fortaleza,5,1,Internacional,False,False,first
16,2021-06-06,Palmeiras,3,1,Chapecoense,False,False,first
17,2021-06-06,Juventude,0,3,Athletico-PR,False,False,first
18,2021-06-06,Sport,0,1,Atlético-MG,False,False,first
19,2021-06-12,Santos,0,0,Juventude,False,False,first
20,2021-06-12,Palmeiras,1,1,Corinthians,False,False,first
21,2021-06-13,Atlético-MG,1,0,São Paulo,False,False,first
22,2021-06-13,Grêmio,0,1,Athletico-PR,False,False,first
23,2021-06-13,Flamengo,2,0,América-MG,False,False,first
24,2021-06-13,Fortaleza,1,0,Sport,False,False,first
25,2021-06-13,Chapecoense,0,0,Ceará,False,False,first
26,2021-06-13,Bahia,0,1,Internacional,False,False,first
27,2021-06-13,Bragantino,2,2,Fluminense,False,False,first
28,2021-06-16,Internacional,0,1,Atlético-MG,False,False,first
29,2021-06-16,São Paulo,1,1,Chapecoense,False,False,first
30,2021-06-16,Corinthians,1,2,Bragantino,False,False,first
31,2021-06-16,Juventude,0,3,Palmeiras,False,False,first
32,2021-06-17,Ceará,1,2,Bahia,False,False,first
33,2021-06-17,América-MG,0,0,Cuiabá,False,False,first
34,2021-06-17,Atlético-GO,0,0,Fortaleza,False,False,first
35,2021-06-17,Fluminense,1,0,Santos,False,False,first
36,2021-06-17,Sport,1,0,Grêmio,False,False,first
37,2021-06-19,Flamengo,2,3,Bragantino,False,False,first
38,2021-06-20,Palmeiras,2,1,América-MG,False,False,first
39,2021-06-20,Bahia,0,0,Corinthians,False,False,first
40,2021-06-20,Internacional,1,1,Ceará,False,False,first
41,2021-06-20,Athletico-PR,2,1,Atlético-GO,False,False,first
42,2021-06-20,Fortaleza,1,1,Fluminense,False,False,first
43,2021-06-20,Santos,2,0,São Paulo,False,False,first
44,2021-06-20,Juventude,1,0,Sport,False,False,first
45,2021-06-21,Atlético-MG,1,1,Chapecoense,False,False,first
46,2021-06-23,São Paulo,2,2,Cuiabá,False,False,first
47,2021-06-23,Flamengo,2,1,Fortaleza,False,False,first
48,2021-06-23,Bragantino,3,1,Palmeiras,False,False,first
49,2021-06-23,Atlético-GO,1,0,Fluminense,False,False,first
50,2021-06-24,América-MG,1,1,Juventude,False,False,first
51,2021-06-24,Corinthians,2,1,Sport,False,False,first
52,2021-06-24,Chapecoense,1,2,Internacional,False,False,first
53,2021-06-24,Ceará,2,1,Atlético-MG,False,False,first
54,2021-06-24,Grêmio,2,2,Santos,False,False,first
55,2021-06-24,Bahia,2,1,Athletico-PR,False,False,first
56,2021-06-27,Juventude,1,0,Flamengo,False,False,first
57,2021-06-27,Fluminense,1,1,Corinthians,False,False,first
58,2021-06-27,Athletico-PR,2,2,Chapecoense,False,False,first
59,2021-06-27,Grêmio,0,0,Fortaleza,False,False,first
60,2021-06-27,Palmeiras,3,2,Bahia,False,False,first
61,2021-06-27,Santos,2,0,Atlético-MG,False,False,first
62,2021-06-27,América-MG,1,1,Internacional,False,False,first
63,2021-06-27,Ceará,1,1,São Paulo,False,False,first
64,2021-06-27,Sport,0,0,Cuiabá,False,False,first
65,2021-06-28,Atlético-GO,0,1,Bragantino,False,False,first
66,2021-06-30,Fluminense,1,4,Athletico-PR,False,False,first
67,2021-06-30,Fortaleza,3,2,Chapecoense,False,False,first
68,2021-06-30,Internacional,1,2,Palmeiras,False,False,first
69,2021-06-30,Bahia,3,4,América-MG,False,False,first
70,2021-06-30,Santos,0,0,Sport,False,False,first
71,2021-06-30,Corinthians,0,0,São Paulo,False,False,first
72,2021-06-30,Juventude,2,0,Grêmio,False,False,first
73,2021-07-01,Bragantino,0,0,Ceará,False,False,first
74,2021-07-01,Atlético-MG,4,1,Atlético-GO,False,False,first
75,2021-07-01,Cuiabá,0,2,Flamengo,False,False,first
76,2021-07-03,América-MG,2,0,Santos,False,False,first
77,2021-07-03,Athletico-PR,2,1,Fortaleza,False,False,first
78,2021-07-03,Corinthians,1,1,Internacional,False,False,first
79,2021-07-04,Chapecoense,0,2,Bahia,False,False,first
80,2021-07-04,Flamengo,0,1,Fluminense,False,False,first
81,2021-07-04,Sport,0,1,Palmeiras,False,False,first
82,2021-07-04,São Paulo,1,2,Bragantino,False,False,first
83,2021-07-04,Ceará,2,0,Juventude,False,False,first
84,2021-07-04,Cuiabá,0,1,Atlético-MG,False,False,first
85,2021-07-04,Grêmio,0,1,Atlético-GO,False,False,first
86,2021-07-06,Santos,2,1,Athletico-PR,False,False,first
87,2021-07-07,Bahia,1,0,Juventude,False,False,first
88,2021-07-07,Bragantino,1,1,Cuiabá,False,False,first
89,2021-07-07,Fortaleza,4,0,América-MG,False,False,first
90,2021-07-07,Palmeiras,2,0,Grêmio,False,False,first
91,2021-07-07,Atlético-MG,2,1,Flamengo,False,False,first
92,2021-07-07,Atlético-GO,1,1,Sport,False,False,first
93,2021-07-07,Internacional,0,2,São Paulo,False,False,first
94,2021-07-07,Fluminense,0,0,Ceará,False,False,first
95,2021-07-08,Chapecoense,0,1,Corinthians,False,False,first
96,2021-07-10,Palmeiras,3,2,Santos,False,False,first
97,2021-07-10,Grêmio,0,0,Internacional,False,False,first
98,2021-07-10,Athletico-PR,2,2,Bragantino,False,False,first
99,2021-07-10,São Paulo,1,0,Bahia,False,False,first
100,2021-07-10,Sport,1,2,Fluminense,False,False,first
101,2021-07-10,América-MG,0,1,Atlético-MG,False,False,first
102,2021-07-11,Juventude,1,1,Atlético-GO,False,False,first
103,2021-07-11,Cuiabá,2,2,Ceará,False,False,first
104,2021-07-11,Flamengo,2,1,Chapecoense,False,False,first
105,2021-07-11,Fortaleza,1,0,Corinthians,False,False,first
106,2021-07-17,Ceará,1,0,Athletico-PR,False,False,first
107,2021-07-17,São Paulo,0,1,Fortaleza,False,False,first
108,2021-07-17,Corinthians,1,2,Atlético-MG,False,False,first
109,2021-07-17,Fluminense,0,1,Grêmio,False,False,first
110,2021-07-18,Chapecoense,2,3,Cuiabá,False,False,first
111,2021-07-18,Atlético-GO,0,3,Palmeiras,False,False,first
112,2021-07-18,Bahia,0,5,Flamengo,False,False,first
113,2021-07-18,Bragantino,2,2,Santos,False,False,first
114,2021-07-18,Internacional,1,0,Juventude,False,False,first
115,2021-07-19,América-MG,0,1,Sport,False,False,first
116,2021-07-21,Cuiabá,2,1,Atlético-GO,False,False,first
117,2021-07-24,Grêmio,1,1,América-MG,False,False,first
118,2021-07-24,Palmeiras,1,0,Fluminense,False,False,first
119,2021-07-25,Atlético-MG,3,0,Bahia,False,False,first
120,2021-07-25,Flamengo,5,1,São Paulo,False,False,first
121,2021-07-25,Fortaleza,1,0,Bragantino,False,False,first
122,2021-07-25,Santos,0,1,Atlético-GO,False,False,first
123,2021-07-25,Athletico-PR,2,1,Internacional,False,False,first
124,2021-07-25,Sport,0,0,Ceará,False,False,first
125,2021-07-26,Juventude,1,0,Chapecoense,False,False,first
126,2021-07-26,Cuiabá,1,2,Corinthians,False,False,first
127,2021-07-31,São Paulo,0,0,Palmeiras,False,False,first
128,2021-07-31,Internacional,0,0,Cuiabá,False,False,first
129,2021-07-31,Bragantino,1,0,Grêmio,False,False,first
130,2021-08-01,Corinthians,1,3,Flamengo,False,False,first
131,2021-08-01,Atlético-MG,2,0,Athletico-PR,False,False,first
132,2021-08-01,Chapecoense,0,1,Santos,False,False,first
133,2021-08-01,Bahia,0,1,Sport,False,False,first
134,2021-08-01,Atlético-GO,1,1,América-MG,False,False,first
135,2021-08-01,Ceará,3,1,Fortaleza,False,False,first
136,2021-08-06,Sport,0,0,Bragantino,False,False,first
137,2021-08-07,Athletico-PR,1,2,São Paulo,False,False,first
138,2021-08-07,Palmeiras,2,3,Fortaleza,False,False,first
139,2021-08-07,Cuiabá,1,1,Bahia,False,False,first
140,2021-08-08,Santos,0,0,Corinthians,False,False,first
141,2021-08-08,Juventude,1,2,Atlético-MG,False,False,first
142,2021-08-08,América-MG,1,0,Fluminense,False,False,first
143,2021-08-08,Ceará,0,0,Atlético-GO,False,False,first
144,2021-08-08,Flamengo,0,4,Internacional,False,False,first
145,2021-08-09,Grêmio,2,1,Chapecoense,False,False,first
146,2021-08-14,Bragantino,1,2,Juventude,False,False,first
147,2021-08-14,Atlético-MG,2,0,Palmeiras,False,False,first
148,2021-08-14,São Paulo,2,1,Grêmio,False,False,first
149,2021-08-15,Flamengo,2,0,Sport,False,False,first
150,2021-08-15,Corinthians,3,1,Ceará,False,False,first
151,2021-08-15,Cuiabá,1,0,Athletico-PR,False,False,first
152,2021-08-15,Bahia,1,2,Atlético-GO,False,False,first
153,2021-08-15,Fortaleza,1,1,Santos,False,False,first
154,2021-08-15,Internacional,4,2,Fluminense,False,False,first
155,2021-08-16,Chapecoense,1,1,América-MG,False,False,first
156,2021-08-18,Cuiabá,0,1,Grêmio,False,False,first
157,2021-08-21,Atlético-GO,1,1,Chapecoense,False,False,first
158,2021-08-21,Grêmio,2,0,Bahia,False,False,first
159,2021-08-21,Juventude,1,1,Fortaleza,False,False,first
160,2021-08-22,Palmeiras,0,2,Cuiabá,False,False,first
161,2021-08-22,Athletico-PR,0,1,Corinthians,False,False,first
162,2021-08-22,Ceará,1,1,Flamengo,False,False,first
163,2021-08-22,Santos,2,2,Internacional,False,False,first
164,2021-08-22,Sport,0,1,São Paulo,False,False,first
