,date,home_team,home_score,away_score,away_team,neutral,knockout,stage
0,1975-08-20,Fluminense,0,1,Coritiba,False,False,first
1,1975-08-20,Atlético-PR,2,1,Botafogo,False,False,first
2,1975-08-20,Corinthians,1,0,América-RJ,False,False,first
3,1975-08-20,Moto Clube,4,3,Paysandu,False,False,first
4,1975-08-20,Fortaleza,2,0,América-MG,False,False,first
5,1975-08-20,Rio Negro,1,1,Tiradentes,False,False,first
6,1975-08-21,Palmeiras,1,1,Guarani,False,False,first
7,1975-08-23,Botafogo,2,1,Paysandu,False,False,first
8,1975-08-24,Palmeiras,3,1,Fluminense,False,False,first
9,1975-08-24,Fortaleza,2,1,Atlético-PR,False,False,first
10,1975-08-24,Rio Negro,0,0,Nacional-AM,False,False,first
11,1975-08-24,Moto Clube,0,3,Ceará,False,False,first
12,1975-08-24,Atlético-MG,0,0,Corinthians,False,False,first
13,1975-08-24,Remo,1,0,Tiradentes,False,False,first
14,1975-08-24,Comercial-MT,0,0,Cruzeiro,False,False,first
15,1975-08-26,Comercial-MT,2,1,Paysandu,False,False,first
16,1975-08-27,Ceará,0,2,América-RJ,False,False,first
17,1975-08-27,Cruzeiro,1,0,Coritiba,False,False,first
18,1975-08-27,Rio Negro,2,0,Atlético-PR,False,False,first
19,1975-08-28,Atlético-MG,2,0,Guarani,False,False,first
20,1975-08-30,Fluminense,5,2,Atlético-MG,False,False,first
21,1975-08-31,Corinthians,1,0,Fortaleza,False,False,first
22,1975-08-31,Coritiba,4,0,Ceará,False,False,first
23,1975-08-31,Botafogo,0,2,Cruzeiro,False,False,first
24,1975-08-31,América-MG,0,0,Moto Clube,False,False,first
25,1975-08-31,Tiradentes,2,1,América-RJ,False,False,first
26,1975-08-31,Comercial-MT,2,0,Nacional-AM,False,False,first
27,1975-08-31,Remo,2,2,Atlético-PR,False,False,first
28,1975-09-03,Guarani,0,0,Remo,False,False,first
29,1975-09-03,Tiradentes,0,0,Fortaleza,False,False,first
30,1975-09-03,Comercial-MT,1,0,Ceará,False,False,first
31,1975-09-03,Atlético-PR,5,1,Moto Clube,False,False,first
32,1975-09-03,Cruzeiro,4,0,Rio Negro,False,False,first
33,1975-09-03,Paysandu,3,3,América-RJ,False,False,first
34,1975-09-04,Atlético-MG,1,1,América-MG,False,False,first
35,1975-09-06,Palmeiras,2,0,Ceará,False,False,first
36,1975-09-06,América-MG,2,0,Rio Negro,False,False,first
37,1975-09-07,Coritiba,1,0,Guarani,False,False,first
38,1975-09-07,Corinthians,1,1,Botafogo,False,False,first
39,1975-09-07,Tiradentes,4,1,Moto Clube,False,False,first
40,1975-09-07,Atlético-MG,2,2,Cruzeiro,False,False,first
41,1975-09-07,Nacional-AM,1,1,América-RJ,False,False,first
42,1975-09-07,Comercial-MT,1,1,Fluminense,False,False,first
43,1975-09-07,Remo,2,0,Paysandu,False,False,first
44,1975-09-10,Guarani,2,0,Rio Negro,False,False,first
45,1975-09-10,Coritiba,2,0,Tiradentes,False,False,first
46,1975-09-10,América-RJ,0,0,Cruzeiro,False,False,first
