,date,home_team,home_score,away_score,away_team,neutral,knockout,stage
0,2008-05-10,Vitória,0,2,Cruzeiro,False,False,first
1,2008-05-10,Náutico,2,1,Goiás,False,False,first
2,2008-05-10,São Paulo,0,1,Grêmio,False,False,first
3,2008-05-11,Botafogo,2,0,Sport,False,False,first
4,2008-05-11,Internacional,1,0,Vasco da Gama,False,False,first
5,2008-05-11,Coritiba,2,0,Palmeiras,False,False,first
6,2008-05-11,Ipatinga,0,1,Atlético-PR,False,False,first
7,2008-05-11,Portuguesa-SP,5,5,Figueirense,False,False,first
8,2008-05-11,Flamengo,3,1,Santos,False,False,first
9,2008-05-11,Atlético-MG,0,0,Fluminense,False,False,first
10,2008-05-17,Sport,0,0,Vitória,False,False,first
11,2008-05-17,Vasco da Gama,3,1,Portuguesa-SP,False,False,first
12,2008-05-17,Cruzeiro,1,0,Botafogo,False,False,first
13,2008-05-18,Fluminense,0,2,Náutico,False,False,first
14,2008-05-18,Grêmio,0,0,Flamengo,False,False,first
15,2008-05-18,Goiás,1,1,Atlético-MG,False,False,first
16,2008-05-18,Atlético-PR,1,1,São Paulo,False,False,first
17,2008-05-18,Santos,4,0,Ipatinga,False,False,first
18,2008-05-18,Figueirense,2,1,Coritiba,False,False,first
19,2008-05-18,Palmeiras,2,1,Internacional,False,False,first
20,2008-05-24,Grêmio,2,0,Náutico,False,False,first
21,2008-05-24,Vitória,4,0,Figueirense,False,False,first
22,2008-05-24,Flamengo,2,1,Internacional,False,False,first
23,2008-05-25,Sport,2,1,Fluminense,False,False,first
24,2008-05-25,Goiás,1,1,Ipatinga,False,False,first
25,2008-05-25,Cruzeiro,4,0,Santos,False,False,first
26,2008-05-25,São Paulo,1,1,Coritiba,False,False,first
27,2008-05-25,Botafogo,1,1,Vasco da Gama,False,False,first
28,2008-05-25,Portuguesa-SP,1,1,Palmeiras,False,False,first
29,2008-05-25,Atlético-PR,1,1,Atlético-MG,False,False,first
30,2008-05-31,Internacional,1,1,Sport,False,False,first
31,2008-05-31,Figueirense,0,0,Goiás,False,False,first
32,2008-05-31,Vasco da Gama,2,1,Grêmio,False,False,first
33,2008-06-01,Santos,0,0,São Paulo,False,False,first
34,2008-06-01,Coritiba,1,1,Cruzeiro,False,False,first
35,2008-06-01,Náutico,3,0,Botafogo,False,False,first
36,2008-06-01,Ipatinga,2,0,Vitória,False,False,first
37,2008-06-01,Fluminense,0,1,Flamengo,False,False,first
38,2008-06-01,Atlético-MG,2,0,Portuguesa-SP,False,False,first
39,2008-06-01,Palmeiras,1,0,Atlético-PR,False,False,first
40,2008-06-07,Flamengo,5,0,Figueirense,False,False,first
41,2008-06-07,Ipatinga,0,0,Náutico,False,False,first
42,2008-06-07,São Paulo,5,1,Atlético-MG,False,False,first
43,2008-06-08,Grêmio,2,1,Fluminense,False,False,first
44,2008-06-08,Portuguesa-SP,3,1,Internacional,False,False,first
45,2008-06-08,Atlético-PR,5,0,Goiás,False,False,first
46,2008-06-08,Sport,2,0,Palmeiras,False,False,first
47,2008-06-08,Botafogo,2,1,Coritiba,False,False,first
48,2008-06-08,Vitória,1,0,Santos,False,False,first
49,2008-06-08,Cruzeiro,1,0,Vasco da Gama,False,False,first
50,2008-06-12,Fluminense,1,1,Santos,False,False,first
51,2008-06-12,Palmeiras,5,2,Cruzeiro,False,False,first
52,2008-06-12,Atlético-MG,4,2,Ipatinga,False,False,first
53,2008-06-14,Flamengo,2,4,São Paulo,False,False,first
54,2008-06-14,Internacional,2,1,Botafogo,False,False,first
55,2008-06-14,Figueirense,3,1,Sport,False,False,first
56,2008-06-14,Portuguesa-SP,1,0,Atlético-PR,False,False,first
57,2008-06-14,Náutico,1,1,Vasco da Gama,False,False,first
58,2008-06-14,Goiás,0,3,Grêmio,False,False,first
59,2008-06-14,Coritiba,0,0,Vitória,False,False,first
60,2008-06-21,Botafogo,0,1,Portuguesa-SP,False,False,first
61,2008-06-21,São Paulo,1,0,Sport,False,False,first
62,2008-06-21,Cruzeiro,3,0,Figueirense,False,False,first
63,2008-06-21,Coritiba,2,1,Fluminense,False,False,first
