,date,home_team,home_score,away_score,away_team,neutral,knockout,category
0,1994-08-13,Criciúma,1,1,Corinthians,False,False,first
1,1994-08-13,Sport,1,1,Flamengo,False,False,first
2,1994-08-14,Bragantino,0,0,Grêmio,False,False,first
3,1994-08-17,Flamengo,2,1,Bragantino,False,False,first
4,1994-08-17,Grêmio,2,1,Criciúma,False,False,first
5,1994-08-17,Corinthians,1,1,Sport,False,False,first
6,1994-08-21,Corinthians,2,2,Grêmio,False,False,first
7,1994-08-21,Criciúma,1,1,Flamengo,False,False,first
8,1994-08-21,Bragantino,0,1,Sport,False,False,first
9,1994-08-24,Grêmio,2,0,Flamengo,False,False,first
10,1994-08-24,Bragantino,0,1,Corinthians,False,False,first
11,1994-08-24,Sport,1,1,Criciúma,False,False,first
12,1994-08-28,Criciúma,1,1,Bragantino,False,False,first
13,1994-08-28,Sport,0,1,Grêmio,False,False,first
14,1994-08-28,Flamengo,5,2,Corinthians,False,False,first
15,1994-08-31,Corinthians,6,1,Bragantino,False,False,first
16,1994-08-31,Flamengo,2,2,Grêmio,False,False,first
17,1994-09-01,Criciúma,5,0,Sport,False,False,first
18,1994-09-03,Corinthians,1,0,Flamengo,False,False,first
19,1994-09-04,Grêmio,1,1,Sport,False,False,first
20,1994-09-07,Bragantino,1,0,Criciúma,False,False,first
21,1994-09-10,Grêmio,0,1,Corinthians,False,False,first
22,1994-09-11,Flamengo,1,1,Criciúma,False,False,first
23,1994-09-11,Sport,4,3,Bragantino,False,False,first
24,1994-09-18,Sport,2,0,Corinthians,False,False,first
25,1994-09-18,Bragantino,0,1,Flamengo,False,False,first
26,1994-09-18,Criciúma,1,0,Grêmio,False,False,first
27,1994-09-25,Corinthians,3,2,Criciúma,False,False,first
28,1994-09-25,Flamengo,3,0,Sport,False,False,first
29,1994-09-25,Grêmio,2,1,Bragantino,False,False,first
30,1994-08-14,Paysandu,0,0,São Paulo,False,False,first
31,1994-08-14,Botafogo,1,1,Vitória,False,False,first
32,1994-08-14,Atlético-MG,0,0,Portuguesa-SP,False,False,first
33,1994-08-17,Portuguesa-SP,0,0,Botafogo,False,False,first
34,1994-08-18,São Paulo,1,0,Atlético-MG,False,False,first
35,1994-08-18,Vitória,0,1,Paysandu,False,False,first
36,1994-08-20,Botafogo,4,0,São Paulo,False,False,first
37,1994-08-21,Atlético-MG,1,3,Paysandu,False,False,first
38,1994-08-21,Portuguesa-SP,1,0,Vitória,False,False,first
39,1994-08-24,Paysandu,0,0,Portuguesa-SP,False,False,first
40,1994-08-24,Botafogo,2,1,Atlético-MG,False,False,first
41,1994-09-07,Vitória,1,1,São Paulo,False,False,first
42,1994-08-28,Paysandu,2,0,Botafogo,False,False,first
43,1994-08-28,São Paulo,2,0,Portuguesa-SP,False,False,first
44,1994-08-28,Atlético-MG,3,1,Vitória,False,False,first
45,1994-08-31,Atlético-MG,0,2,Botafogo,False,False,first
46,1994-09-01,São Paulo,2,2,Vitória,False,False,first
47,1994-09-01,Portuguesa-SP,3,1,Paysandu,False,False,first
48,1994-09-04,Botafogo,5,2,Paysandu,False,False,first
49,1994-09-04,Vitória,1,1,Atlético-MG,False,False,first
50,1994-09-04,Portuguesa-SP,0,0,São Paulo,False,False,first
51,1994-09-07,Paysandu,0,2,Atlético-MG,False,False,first
52,1994-09-10,São Paulo,4,1,Botafogo,False,False,first
53,1994-09-11,Vitória,0,0,Portuguesa-SP,False,False,first
54,1994-09-17,Atlético-MG,0,0,São Paulo,False,False,first
