,date,home_team,home_score,away_score,away_team,neutral,knockout,stage
0,1983-01-23,Flamengo,2,0,Santos,False,False,first
1,1983-01-23,Moto Clube,1,1,Paysandu,False,False,first
2,1983-01-26,Santos,3,1,Moto Clube,False,False,first
3,1983-01-26,Rio Negro,1,0,Paysandu,False,False,first
4,1983-01-29,Flamengo,1,1,Moto Clube,False,False,first
5,1983-01-29,Rio Negro,0,1,Santos,False,False,first
6,1983-02-02,Rio Negro,1,1,Flamengo,False,False,first
7,1983-02-03,Paysandu,1,2,Santos,False,False,first
8,1983-02-05,Moto Clube,0,0,Rio Negro,False,False,first
9,1983-02-05,Paysandu,2,3,Flamengo,False,False,first
10,1983-02-09,Moto Clube,1,5,Flamengo,False,False,first
11,1983-02-09,Santos,3,0,Rio Negro,False,False,first
12,1983-02-19,Santos,4,1,Paysandu,False,False,first
13,1983-02-19,Flamengo,7,1,Rio Negro,False,False,first
14,1983-02-23,Flamengo,3,2,Paysandu,False,False,first
15,1983-02-23,Rio Negro,1,0,Moto Clube,False,False,first
16,1983-02-27,Santos,3,2,Flamengo,False,False,first
17,1983-02-27,Paysandu,2,1,Moto Clube,False,False,first
18,1983-03-06,Moto Clube,1,1,Santos,False,False,first
19,1983-03-06,Paysandu,3,0,Rio Negro,False,False,first
20,1983-01-23,Atlético-PR,0,1,Grêmio,False,False,first
21,1983-01-23,Campo Grande,0,1,Ponte Preta,False,False,first
22,1983-01-26,Joinville,1,0,Grêmio,False,False,first
23,1983-01-27,Ponte Preta,2,4,Atlético-PR,False,False,first
24,1983-01-29,Grêmio,2,0,Ponte Preta,False,False,first
25,1983-01-29,Joinville,1,3,Campo Grande,False,False,first
26,1983-02-02,Campo Grande,0,0,Atlético-PR,False,False,first
27,1983-02-02,Joinville,0,0,Ponte Preta,False,False,first
28,1983-02-05,Atlético-PR,4,1,Joinville,False,False,first
29,1983-02-05,Grêmio,4,0,Campo Grande,False,False,first
30,1983-02-09,Grêmio,1,1,Joinville,False,False,first
31,1983-02-10,Atlético-PR,1,3,Ponte Preta,False,False,first
32,1983-02-19,Campo Grande,1,0,Joinville,False,False,first
33,1983-02-19,Ponte Preta,1,1,Grêmio,False,False,first
34,1983-02-23,Joinville,2,0,Atlético-PR,False,False,first
35,1983-02-23,Campo Grande,0,0,Grêmio,False,False,first
36,1983-02-27,Ponte Preta,2,0,Campo Grande,False,False,first
37,1983-02-27,Grêmio,1,2,Atlético-PR,False,False,first
38,1983-03-06,Atlético-PR,1,1,Campo Grande,False,False,first
39,1983-03-07,Ponte Preta,3,1,Joinville,False,False,first
40,1983-01-22,Galícia,1,1,Sergipe,False,False,first
41,1983-01-23,Sport,0,0,São Paulo,False,False,first
42,1983-01-26,Galícia,0,0,São Paulo,False,False,first
43,1983-01-26,Sergipe,1,0,América-RN,False,False,first
44,1983-01-29,São Paulo,4,0,América-RN,False,False,first
45,1983-01-29,Sport,2,0,Galícia,False,False,first
46,1983-02-02,América-RN,1,0,Galícia,False,False,first
47,1983-02-02,Sergipe,3,1,Sport,False,False,first
48,1983-02-05,Sport,1,1,América-RN,False,False,first
49,1983-02-05,Sergipe,0,0,São Paulo,False,False,first
50,1983-02-09,América-RN,3,1,Sergipe,False,False,first
51,1983-02-10,São Paulo,1,0,Galícia,False,False,first
52,1983-02-19,América-RN,0,2,São Paulo,False,False,first
53,1983-02-19,Galícia,1,1,Sport,False,False,first
54,1983-02-23,Sport,4,1,Sergipe,False,False,first
55,1983-02-23,Galícia,0,1,América-RN,False,False,first
56,1983-02-26,São Paulo,3,0,Sergipe,False,False,first
57,1983-02-27,América-RN,1,0,Sport,False,False,first
58,1983-03-06,São Paulo,3,1,Sport,False,False,first
59,1983-03-06,Sergipe,2,0,Galícia,False,False,first
60,1983-01-23,Corinthians,2,1,Fluminense,False,False,first
61,1983-01-23,CSA,4,0,Tiradentes,False,False,first
62,1983-01-26,Fluminense,1,2,CSA,False,False,first
63,1983-01-27,Fortaleza,1,3,Corinthians,False,False,first
64,1983-01-29,Tiradentes,2,1,Corinthians,False,False,first
65,1983-01-29,Fortaleza,0,0,Fluminense,False,False,first
66,1983-02-02,Tiradentes,1,0,Fluminense,False,False,first
67,1983-02-02,CSA,0,0,Fortaleza,False,False,first
68,1983-02-05,Corinthians,4,2,CSA,False,False,first
69,1983-02-05,Fortaleza,1,1,Tiradentes,False,False,first
70,1983-02-09,Corinthians,10,1,Tiradentes,False,False,first
71,1983-02-09,Fluminense,5,1,Fortaleza,False,False,first
72,1983-02-19,Fluminense,3,0,Tiradentes,False,False,first
73,1983-02-19,Fortaleza,1,1,CSA,False,False,first
74,1983-02-23,Corinthians,3,1,Fortaleza,False,False,first
75,1983-02-23,CSA,1,2,Fluminense,False,False,first
76,1983-02-27,CSA,1,2,Corinthians,False,False,first
77,1983-02-27,Tiradentes,4,1,Fortaleza,False,False,first
78,1983-03-06,Fluminense,1,0,Corinthians,False,False,first
79,1983-03-06,Tiradentes,2,1,CSA,False,False,first
80,1983-01-23,Bahia,0,0,Palmeiras,False,False,first
81,1983-01-23,Mixto,1,2,Goiás,False,False,first
82,1983-01-27,Comercial,1,1,Palmeiras,False,False,first
83,1983-02-13,Goiás,1,1,Bahia,False,False,first
84,1983-01-29,Comercial,2,1,Goiás,False,False,first
85,1983-01-29,Mixto,2,0,Bahia,False,False,first
86,1983-02-02,Palmeiras,1,0,Goiás,False,False,first
87,1983-02-02,Comercial,2,1,Mixto,False,False,first
88,1983-02-05,Palmeiras,4,0,Mixto,False,False,first
89,1983-02-05,Bahia,1,0,Comercial,False,False,first
90,1983-02-09,Bahia,2,1,Mixto,False,False,first
91,1983-02-09,Goiás,0,1,Comercial,False,False,first
92,1983-02-19,Mixto,1,1,Comercial,False,False,first
93,1983-02-19,Goiás,0,2,Palmeiras,False,False,first
94,1983-02-23,Comercial,1,0,Bahia,False,False,first
95,1983-02-23,Mixto,0,3,Palmeiras,False,False,first
96,1983-02-26,Palmeiras,4,0,Bahia,False,False,first
97,1983-02-27,Goiás,3,1,Mixto,False,False,first
98,1983-03-05,Palmeiras,2,1,Comercial,False,False,first
99,1983-03-06,Bahia,3,0,Goiás,False,False,first
100,1983-01-23,Juventus,0,0,Vila Nova,False,False,first
101,1983-01-23,Atlético-MG,1,2,América-RJ,False,False,first
102,1983-01-26,Rio Branco,0,2,América-RJ,False,False,first
103,1983-01-26,Juventus,0,0,Atlético-MG,False,False,first
