,date,home_team,home_score,away_score,away_team,neutral,knockout,category
0,1995-08-19,Vitória,2,2,Botafogo,False,False,first
1,1995-08-19,Palmeiras,3,0,Guarani,False,False,first
2,1995-08-20,Cruzeiro,0,0,Juventude,False,False,first
3,1995-08-20,Paraná,2,0,Grêmio,False,False,first
4,1995-08-23,Botafogo,3,1,Paysandu,False,False,first
5,1995-08-23,Bragantino,0,2,Palmeiras,False,False,first
6,1995-08-23,Juventude,1,2,Paraná,False,False,first
7,1995-08-24,Guarani,2,1,Corinthians,False,False,first
8,1995-08-26,Paraná,1,0,Palmeiras,False,False,first
9,1995-08-27,Botafogo,3,1,Guarani,False,False,first
10,1995-08-27,Flamengo,2,1,Bragantino,False,False,first
11,1995-08-27,Cruzeiro,2,0,Corinthians,False,False,first
12,1995-08-27,Paysandu,1,1,Vitória,False,False,first
13,1995-08-30,Bragantino,1,0,Botafogo,False,False,first
14,1995-08-30,Corinthians,1,1,Paraná,False,False,first
15,1995-08-30,Paysandu,2,0,Juventude,False,False,first
16,1995-08-31,Guarani,0,0,Flamengo,False,False,first
17,1995-08-31,Palmeiras,2,3,Cruzeiro,False,False,first
18,1995-09-02,Botafogo,2,1,Corinthians,False,False,first
19,1995-09-03,Flamengo,1,2,Palmeiras,False,False,first
20,1995-09-03,Guarani,1,0,Paraná,False,False,first
21,1995-09-03,Grêmio,1,1,Paysandu,False,False,first
22,1995-09-03,Bragantino,2,1,Cruzeiro,False,False,first
23,1995-09-05,Juventude,1,1,Grêmio,False,False,first
24,1995-09-06,Corinthians,1,2,Bragantino,False,False,first
25,1995-09-06,Paysandu,2,0,Flamengo,False,False,first
26,1995-09-07,Vitória,2,0,Grêmio,False,False,first
27,1995-09-07,Palmeiras,2,1,Botafogo,False,False,first
28,1995-09-09,Corinthians,2,1,Flamengo,False,False,first
29,1995-09-10,Juventude,1,1,Bragantino,False,False,first
30,1995-09-10,Grêmio,2,1,Guarani,False,False,first
31,1995-09-10,Cruzeiro,3,0,Vitória,False,False,first
32,1995-09-13,Corinthians,0,2,Palmeiras,False,False,first
33,1995-09-13,Guarani,3,3,Bragantino,False,False,first
34,1995-09-13,Paysandu,1,3,Cruzeiro,False,False,first
35,1995-09-13,Vitória,3,3,Paraná,False,False,first
36,1995-09-13,Juventude,0,2,Flamengo,False,False,first
37,1995-09-16,Grêmio,2,3,Botafogo,False,False,first
