,date,home_team,home_score,away_score,away_team,neutral,knockout,stage
0,2005-04-23,Paraná,0,2,Goiás,False,False,first
1,2005-04-23,São Caetano,2,2,Palmeiras,False,False,first
2,2005-04-23,Flamengo,1,1,Cruzeiro,False,False,first
3,2005-04-23,Atlético-MG,4,1,Figueirense,False,False,first
4,2005-04-24,Santos,4,1,Paysandu,False,False,first
5,2005-04-24,Internacional,0,2,Botafogo,False,False,first
6,2005-04-24,Fortaleza,0,1,Coritiba,False,False,first
7,2005-04-24,Atlético-PR,0,1,Ponte Preta-SP,False,False,first
8,2005-04-24,Fluminense,2,1,São Paulo,False,False,first
9,2005-04-24,Corinthians,2,2,Juventude,False,False,first
10,2005-04-30,São Paulo,1,1,Paraná,False,False,first
11,2005-04-30,Ponte Preta-SP,3,3,Atlético-MG,False,False,first
12,2005-04-30,Palmeiras,2,1,Brasiliense,False,False,first
13,2005-04-30,Vasco da Gama,0,0,Fortaleza,False,False,first
14,2005-04-30,Goiás,0,0,São Caetano,False,False,first
15,2005-05-01,Juventude,1,0,Atlético-PR,False,False,first
16,2005-05-01,Figueirense,0,1,Flamengo,False,False,first
17,2005-05-01,Paysandu,1,2,Fluminense,False,False,first
18,2005-05-01,Coritiba,2,3,Santos,False,False,first
19,2005-05-01,Botafogo,3,1,Corinthians,False,False,first
20,2005-05-01,Cruzeiro,3,2,Internacional,False,False,first
21,2005-05-07,Santos,2,1,Atlético-PR,False,False,first
22,2005-05-07,Goiás,0,0,Figueirense,False,False,first
23,2005-05-07,Paraná,2,2,Juventude,False,False,first
24,2005-05-07,Ponte Preta-SP,2,0,Paysandu,False,False,first
25,2005-05-08,Internacional,1,0,Flamengo,False,False,first
26,2005-05-08,São Caetano,2,1,Fortaleza,False,False,first
27,2005-05-08,Vasco da Gama,0,1,Botafogo,False,False,first
28,2005-05-08,Coritiba,1,0,Palmeiras,False,False,first
29,2005-05-08,Fluminense,2,1,Cruzeiro,False,False,first
30,2005-05-08,Atlético-MG,0,1,Brasiliense,False,False,first
31,2005-05-08,Corinthians,1,5,São Paulo,False,False,first
