,date,home_team,home_score,away_score,away_team,neutral,knockout,stage
0,2000-07-29,Vitória,4,1,Palmeiras,False,False,first
1,2000-07-29,Vasco da Gama,0,2,Sport,False,False,first
2,2000-07-29,Fluminense,2,0,Bahia,False,False,first
3,2000-07-30,Goiás,3,0,Corinthians,False,False,first
4,2000-07-30,Juventude,1,1,Flamengo,False,False,first
5,2000-07-30,Guarani,0,0,Santa Cruz,False,False,first
6,2000-07-30,Botafogo-RJ,0,0,Atlético-MG,False,False,first
7,2000-07-30,América-MG,0,1,Gama,False,False,first
8,2000-07-30,Cruzeiro,0,2,Atlético-PR,False,False,first
9,2000-08-02,Flamengo,3,0,Grêmio,False,False,first
10,2000-08-02,Gama,2,1,Fluminense,False,False,first
11,2000-08-02,Santos,2,0,Vitória,False,False,first
12,2000-08-02,Ponte Preta,3,1,América-MG,False,False,first
13,2000-08-02,Internacional,0,1,Goiás,False,False,first
14,2000-08-02,Bahia,2,1,Atlético-PR,False,False,first
15,2000-08-02,Coritiba,0,0,Sport,False,False,first
16,2000-08-03,Palmeiras,0,0,Botafogo-RJ,False,False,first
17,2000-08-05,Fluminense,2,1,Santos,False,False,first
18,2000-08-05,Atlético-PR,1,1,Flamengo,False,False,first
19,2000-08-05,Corinthians,4,2,Gama,False,False,first
20,2000-08-06,Grêmio,0,1,Palmeiras,False,False,first
21,2000-08-06,Coritiba,0,2,Botafogo-RJ,False,False,first
22,2000-08-06,São Paulo,2,1,Santa Cruz,False,False,first
23,2000-08-06,Portuguesa,0,2,Goiás,False,False,first
24,2000-08-06,Atlético-MG,0,0,Bahia,False,False,first
25,2000-08-06,Juventude,1,1,Ponte Preta,False,False,first
26,2000-08-06,Vasco da Gama,3,3,Cruzeiro,False,False,first
27,2000-08-08,Gama,0,1,Atlético-PR,False,False,first
28,2000-08-09,Internacional,1,1,Fluminense,False,False,first
29,2000-08-09,Santos,1,1,São Paulo,False,False,first
30,2000-08-09,Flamengo,1,1,Guarani,False,False,first
31,2000-08-09,Botafogo-RJ,4,1,Portuguesa,False,False,first
32,2000-08-09,Santa Cruz,2,1,Vitória,False,False,first
33,2000-08-09,Bahia,1,1,Grêmio,False,False,first
34,2000-08-09,Goiás,1,0,Coritiba,False,False,first
35,2000-08-11,Palmeiras,1,1,Goiás,False,False,first
36,2000-08-11,Vasco da Gama,1,0,Corinthians,False,False,first
37,2000-08-11,Atlético-PR,2,1,Atlético-MG,False,False,first
38,2000-08-12,Grêmio,0,2,Santos,False,False,first
39,2000-08-12,Coritiba,0,1,Gama,False,False,first
40,2000-08-12,São Paulo,3,2,Flamengo,False,False,first
41,2000-08-13,Atlético-PR,0,0,Palmeiras,False,False,first
42,2000-08-13,Guarani,0,1,Vasco da Gama,False,False,first
43,2000-08-13,Corinthians,2,0,Santa Cruz,False,False,first
44,2000-08-13,Portuguesa,2,0,Juventude,False,False,first
45,2000-08-13,Botafogo-RJ,0,1,Internacional,False,False,first
46,2000-08-13,Sport,1,1,Cruzeiro,False,False,first
47,2000-08-13,Goiás,4,5,Vitória,False,False,first
