date,home_team,home_score,away_score,away_team,neutral,knockout,stage
1989-09-06,Botafogo,2,1,Internacional-RS,False,False,first
1989-09-07,Atlético-PR,0,0,São Paulo,False,False,first
1989-09-07,Corinthians,0,2,Internacional-SP,False,False,first
1989-09-07,Flamengo,0,0,Atlético-MG,False,False,first
1989-09-07,Vitória,0,1,Guarani,False,False,first
1989-09-09,Guarani,1,3,Corinthians,False,False,first
1989-09-10,Atlético-PR,1,1,Flamengo,False,False,first
1989-09-10,Internacional-SP,3,2,Náutico,False,False,first
1989-09-10,Internacional-RS,1,0,Atlético-MG,False,False,first
1989-09-10,São Paulo,0,0,Vitória,False,False,first
1989-09-16,Náutico,3,3,São Paulo,False,False,first
1989-09-16,Botafogo,3,0,Atlético-PR,False,False,first
1989-09-16,Vitória,0,2,Internacional-RS,False,False,first
1989-09-17,Guarani,0,0,Internacional-SP,False,False,first
1989-09-17,Flamengo,0,1,Corinthians,False,False,first
1989-09-20,Vitória,2,1,Internacional-SP,False,False,first
1989-09-20,Flamengo,1,0,Botafogo,False,False,first
1989-09-20,Atlético-MG,4,1,São Paulo,False,False,first
1989-09-20,Guarani,0,1,Atlético-PR,False,False,first
1989-09-20,Náutico,1,0,Corinthians,False,False,first
1989-09-23,Atlético-MG,2,0,Botafogo,False,False,first
1989-09-24,Corinthians,2,1,São Paulo,False,False,first
1989-09-24,Vitória,0,0,Flamengo,False,False,first
1989-09-24,Náutico,1,2,Guarani,False,False,first
1989-09-24,Internacional-RS,0,0,Atlético-PR,False,False,first
1989-09-30,São Paulo,2,1,Internacional-RS,False,False,first
1989-10-01,Corinthians,2,0,Vitória,False,False,first
1989-10-01,Guarani,2,0,Botafogo,False,False,first
1989-10-01,Internacional-SP,0,2,Atlético-MG,False,False,first
1989-10-01,Atlético-PR,3,0,Náutico,False,False,first
1989-09-28,Flamengo,2,1,Guarani,False,False,first
1989-10-04,Atlético-MG,1,1,Corinthians,False,False,first
1989-10-04,Vitória,2,1,Atlético-PR,False,False,first
1989-10-04,Botafogo,1,1,Náutico,False,False,first
1989-10-04,Internacional-RS,0,0,Internacional-SP,False,False,first
1989-10-07,São Paulo,1,1,Botafogo,False,False,first
1989-10-08,Internacional-SP,1,1,Atlético-PR,False,False,first
1989-10-08,Náutico,4,0,Vitória,False,False,first
1989-10-08,Internacional-RS,0,0,Flamengo,False,False,first
1989-10-08,Atlético-MG,0,0,Guarani,False,False,first
1989-10-14,Flamengo,2,0,Náutico,False,False,first
1989-10-15,Internacional-SP,0,0,São Paulo,False,False,first
1989-10-15,Botafogo,2,0,Vitória,False,False,first
1989-10-15,Corinthians,1,0,Internacional-RS,False,False,first
1989-10-15,Atlético-PR,2,2,Atlético-MG,False,False,first
1989-10-18,Atlético-PR,0,1,Corinthians,False,False,first
1989-10-18,Náutico,3,2,Atlético-MG,False,False,first
1989-10-18,Guarani,0,1,Internacional-RS,False,False,first
1989-10-18,São Paulo,3,0,Flamengo,False,False,first
1989-10-18,Botafogo,1,0,Internacional-SP,False,False,first
1989-10-21,São Paulo,0,0,Guarani,False,False,first
1989-10-21,Internacional-SP,1,0,Flamengo,False,False,first
1989-10-22,Corinthians,0,0,Botafogo,False,False,first
1989-10-22,Atlético-MG,0,0,Vitória,False,False,first
1989-10-22,Internacional-RS,0,1,Náutico,False,False,first
1989-09-06,Bahia,1,2,Fluminense,False,False,first
1989-09-07,Coritiba,2,1,Grêmio,False,False,first
1989-09-07,Cruzeiro,0,1,Vasco da Gama,False,False,first
1989-09-07,Palmeiras,0,0,Santos,False,False,first
1989-09-07,Sport,0,1,Goiás,False,False,first
1989-09-09,Santos,0,1,Fluminense,False,False,first
1989-09-10,Bahia,3,2,Grêmio,False,False,first
1989-09-10,Goiás,2,1,Portuguesa-SP,False,False,first
1989-09-10,Sport,1,1,Palmeiras,False,False,first
1989-09-10,Vasco da Gama,1,1,Coritiba,False,False,first
1989-09-16,Portuguesa-SP,4,1,Fluminense,False,False,first
1989-09-17,Cruzeiro,2,0,Bahia,False,False,first
1989-09-17,Palmeiras,2,0,Goiás,False,False,first
1989-09-17,Santos,1,2,Vasco da Gama,False,False,first
1989-09-17,Grêmio,2,0,Sport,False,False,first
1989-09-20,Grêmio,2,0,Cruzeiro,False,False,first
1989-09-20,Fluminense,2,0,Coritiba,False,False,first
1989-09-20,Santos,0,0,Goiás,False,False,first
1989-09-20,Portuguesa-SP,1,1,Sport,False,False,first
