,date,home_team,home_score,away_score,away_team,neutral,knockout,category
0,1999-07-24,Palmeiras,3,1,Juventude,False,False,first
1,1999-07-25,Botafogo-SP,4,2,Portuguesa,False,False,first
2,1999-07-25,Paraná,0,2,Santos,False,False,first
3,1999-07-25,Guarani,2,1,Internacional,False,False,first
4,1999-07-25,Grêmio,2,1,Atlético-PR,False,False,first
5,1999-07-25,Coritiba,2,0,Vitória,False,False,first
6,1999-07-25,Sport,0,0,Vasco da Gama,False,False,first
7,1999-07-25,Flamengo,1,0,Ponte Preta,False,False,first
8,1999-07-25,São Paulo,5,1,Atlético-MG,False,False,first
9,1999-07-25,Gama,2,4,Corinthians,False,False,first
10,1999-07-28,Cruzeiro,4,1,Botafogo,False,False,first
11,1999-07-28,Santos,3,2,São Paulo,False,False,first
12,1999-07-31,Vitória,2,1,Palmeiras,False,False,first
13,1999-07-31,Atlético-PR,3,2,Flamengo,False,False,first
14,1999-07-31,Juventude,0,0,Cruzeiro,False,False,first
15,1999-07-31,Ponte Preta,2,0,Grêmio,False,False,first
16,1999-07-31,Atlético-MG,2,0,Gama,False,False,first
17,1999-08-01,Botafogo,0,0,Sport,False,False,first
18,1999-08-01,Corinthians,4,1,Botafogo-SP,False,False,first
19,1999-08-01,Portuguesa,1,0,Guarani,False,False,first
20,1999-08-01,Internacional,0,2,Coritiba,False,False,first
21,1999-08-04,São Paulo,6,1,Botafogo,False,False,first
22,1999-08-04,Guarani,0,2,Corinthians,False,False,first
23,1999-08-07,Ponte Preta,1,1,Botafogo,False,False,first
24,1999-08-07,Santos,0,0,Vitória,False,False,first
25,1999-08-07,Coritiba,1,1,Botafogo-SP,False,False,first
26,1999-08-08,Flamengo,0,1,Paraná,False,False,first
27,1999-08-08,Gama,0,1,Guarani,False,False,first
28,1999-08-08,Sport,1,1,Atlético-MG,False,False,first
29,1999-08-08,Palmeiras,2,2,Atlético-PR,False,False,first
30,1999-08-08,Cruzeiro,3,1,Internacional,False,False,first
31,1999-09-05,Grêmio,0,4,São Paulo,False,False,first
32,1999-08-11,Atlético-MG,2,0,Palmeiras,False,False,first
33,1999-08-11,Internacional,1,2,Flamengo,False,False,first
34,1999-08-14,Atlético-PR,3,0,Santos,False,False,first
35,1999-08-14,Vitória,0,2,Grêmio,False,False,first
36,1999-08-15,Vasco da Gama,2,1,Botafogo,False,False,first
37,1999-08-15,Botafogo-SP,1,3,Gama,False,False,first
38,1999-08-15,Paraná,1,0,Sport,False,False,first
39,1999-08-15,Portuguesa,2,1,São Paulo,False,False,first
40,1999-08-15,Guarani,1,0,Juventude,False,False,first
41,1999-08-15,Coritiba,2,2,Cruzeiro,False,False,first
42,1999-08-18,Cruzeiro,2,1,São Paulo,False,False,first
43,1999-08-18,Grêmio,0,0,Vasco da Gama,False,False,first
44,1999-08-18,Flamengo,2,1,Coritiba,False,False,first
45,1999-08-18,Botafogo,1,5,Atlético-MG,False,False,first
46,1999-08-18,Gama,0,0,Santos,False,False,first
47,1999-08-18,Corinthians,5,1,Vitória,False,False,first
48,1999-08-18,Sport,1,0,Portuguesa,False,False,first
49,1999-08-18,Botafogo-SP,1,1,Palmeiras,False,False,first
50,1999-08-18,Ponte Preta,0,0,Guarani,False,False,first
51,1999-08-18,Paraná,2,2,Juventude,False,False,first
52,1999-08-21,Botafogo,2,4,Corinthians,False,False,first
53,1999-08-21,Sport,0,1,Flamengo,False,False,first
54,1999-08-21,Juventude,1,1,Grêmio,False,False,first
55,1999-08-22,Vasco da Gama,3,1,Vitória,False,False,first
56,1999-08-22,Palmeiras,0,2,Gama,False,False,first
57,1999-08-22,São Paulo,1,0,Botafogo-SP,False,False,first
58,1999-08-22,Coritiba,0,0,Portuguesa,False,False,first
59,1999-08-22,Santos,1,2,Guarani,False,False,first
60,1999-08-22,Ponte Preta,1,0,Paraná,False,False,first
61,1999-08-22,Cruzeiro,3,1,Atlético-PR,False,False,first
62,1999-08-22,Internacional,1,0,Atlético-MG,False,False,first
63,1999-08-25,Juventude,1,3,Corinthians,False,False,first
64,1999-08-25,Vitória,2,0,Botafogo,False,False,first
65,1999-08-25,Botafogo-SP,0,1,Ponte Preta,False,False,first
66,1999-08-25,Atlético-PR,1,2,Internacional,False,False,first
67,1999-08-28,Ponte Preta,1,2,Palmeiras,False,False,first
68,1999-08-28,Santos,1,1,Vasco da Gama,False,False,first
69,1999-08-28,Atlético-MG,4,1,Coritiba,False,False,first
70,1999-08-28,Gama,2,3,Cruzeiro,False,False,first
71,1999-08-29,Flamengo,3,4,Grêmio,False,False,first
72,1999-08-29,Botafogo-SP,1,1,Sport,False,False,first
73,1999-08-29,Corinthians,1,0,São Paulo,False,False,first
74,1999-08-29,Portuguesa,2,0,Atlético-PR,False,False,first
75,1999-08-29,Paraná,2,1,Guarani,False,False,first
76,1999-08-29,Internacional,0,0,Juventude,False,False,first
77,1999-09-01,Grêmio,3,4,Botafogo-SP,False,False,first
78,1999-09-01,Guarani,2,3,São Paulo,False,False,first
79,1999-09-01,Corinthians,1,2,Flamengo,False,False,first
80,1999-09-02,Atlético-PR,1,0,Gama,False,False,first
81,1999-09-04,Sport,1,0,Santos,False,False,first
82,1999-09-04,Botafogo-SP,1,4,Flamengo,False,False,first
83,1999-09-04,Botafogo,2,3,Internacional,False,False,first
84,1999-09-05,Vasco da Gama,1,0,Atlético-MG,False,False,first
85,1999-09-05,Portuguesa,1,3,Vitória,False,False,first
86,1999-09-05,Palmeiras,2,2,Cruzeiro,False,False,first
87,1999-09-05,Juventude,1,2,Ponte Preta,False,False,first
88,1999-09-05,Paraná,1,1,Coritiba,False,False,first
89,1999-09-08,Cruzeiro,1,3,Corinthians,False,False,first
90,1999-09-08,Botafogo-SP,1,4,Atlético-MG,False,False,first
91,1999-09-08,Vitória,1,0,Gama,False,False,first
92,1999-09-08,Internacional,1,0,Portuguesa,False,False,first
93,1999-09-11,Santos,2,0,Botafogo-SP,False,False,first
94,1999-09-11,Gama,1,1,Flamengo,False,False,first
95,1999-09-11,São Paulo,2,1,Coritiba,False,False,first
96,1999-09-11,Vasco da Gama,3,1,Ponte Preta,False,False,first
97,1999-09-12,Botafogo,0,1,Atlético-PR,False,False,first
98,1999-09-12,Juventude,2,1,Vitória,False,False,first
99,1999-09-12,Sport,3,2,Guarani,False,False,first
100,1999-09-12,Corinthians,1,4,Palmeiras,False,False,first
101,1999-09-12,Grêmio,1,0,Internacional,False,False,first
102,1999-09-15,Flamengo,1,0,São Paulo,False,False,first
