,date,home_team,home_score,away_score,away_team,neutral,knockout,stage
0,1982-01-17,Santos,1,0,Vasco da Gama,False,False,first
1,1982-01-17,Moto Clube,0,0,Paysandu,False,False,first
2,1982-01-20,Santos,4,1,Moto Clube,False,False,first
3,1982-01-20,Paysandu,1,1,Nacional,False,False,first
4,1982-01-24,Vasco da Gama,7,0,Moto Clube,False,False,first
5,1982-01-24,Nacional,2,2,Santos,False,False,first
6,1982-01-28,Nacional,0,1,Vasco da Gama,False,False,first
7,1982-01-28,Paysandu,0,0,Santos,False,False,first
8,1982-01-31,Moto Clube,0,0,Nacional,False,False,first
9,1982-01-31,Paysandu,1,3,Vasco da Gama,False,False,first
10,1982-02-03,Santos,3,1,Nacional,False,False,first
11,1982-02-03,Moto Clube,1,2,Vasco da Gama,False,False,first
12,1982-02-07,Santos,4,1,Paysandu,False,False,first
13,1982-02-07,Vasco da Gama,4,0,Nacional,False,False,first
14,1982-02-10,Vasco da Gama,2,0,Paysandu,False,False,first
15,1982-02-10,Nacional,0,1,Moto Clube,False,False,first
16,1982-02-14,Paysandu,0,0,Moto Clube,False,False,first
17,1982-02-14,Vasco da Gama,3,0,Santos,False,False,first
18,1982-02-17,Moto Clube,2,1,Santos,False,False,first
19,1982-02-17,Nacional,1,1,Paysandu,False,False,first
20,1982-01-17,Botafogo,1,2,Guarani,False,False,first
21,1982-01-17,América-RN,1,2,Ceará,False,False,first
22,1982-01-20,Guarani,4,2,América-RN,False,False,first
23,1982-01-20,Ceará,3,1,River,False,False,first
24,1982-01-24,River,1,3,Guarani,False,False,first
25,1982-01-24,Botafogo,2,0,América-RN,False,False,first
26,1982-01-28,Ceará,1,1,Guarani,False,False,first
27,1982-01-28,River,1,3,Botafogo,False,False,first
28,1982-01-31,América-RN,1,0,River,False,False,first
29,1982-01-31,Ceará,0,0,Botafogo,False,False,first
30,1982-02-03,América-RN,0,3,Botafogo,False,False,first
31,1982-02-04,Guarani,8,0,River,False,False,first
32,1982-02-07,Guarani,8,1,Ceará,False,False,first
33,1982-02-07,Botafogo,5,2,River,False,False,first
34,1982-02-10,Botafogo,1,0,Ceará,False,False,first
35,1982-02-10,River,0,1,América-RN,False,False,first
36,1982-02-14,Guarani,4,1,Botafogo,False,False,first
37,1982-02-14,Ceará,3,2,América-RN,False,False,first
38,1982-02-17,River,1,2,Ceará,False,False,first
39,1982-02-17,América-RN,1,2,Guarani,False,False,first
40,1982-01-16,São Paulo,5,0,Treze,False,False,first
41,1982-01-17,Ferroviário,1,2,Náutico,False,False,first
42,1982-01-20,Flamengo,3,2,São Paulo,False,False,first
43,1982-01-20,Treze,1,1,Náutico,False,False,first
44,1982-01-24,Náutico,3,4,Flamengo,False,False,first
45,1982-01-24,Ferroviário,0,2,Treze,False,False,first
46,1982-01-28,Flamengo,5,0,Treze,False,False,first
47,1982-01-28,São Paulo,4,0,Ferroviário,False,False,first
48,1982-01-31,Náutico,1,4,São Paulo,False,False,first
49,1982-01-31,Flamengo,3,0,Ferroviário,False,False,first
50,1982-02-03,Treze,0,3,São Paulo,False,False,first
51,1982-02-04,Náutico,2,3,Ferroviário,False,False,first
52,1982-02-07,Treze,1,3,Flamengo,False,False,first
53,1982-02-07,Ferroviário,1,2,São Paulo,False,False,first
54,1982-02-10,São Paulo,1,1,Náutico,False,False,first
55,1982-02-10,Ferroviário,1,2,Flamengo,False,False,first
56,1982-02-13,Flamengo,1,1,Náutico,False,False,first
57,1982-02-14,Treze,2,0,Ferroviário,False,False,first
58,1982-02-16,São Paulo,3,4,Flamengo,False,False,first
59,1982-02-17,Náutico,0,0,Treze,False,False,first
60,1982-01-17,Itabaiana,0,1,Internacional-SP,False,False,first
61,1982-01-17,CSA,1,2,Sport,False,False,first
62,1982-01-20,Sport,4,0,Itabaiana,False,False,first
63,1982-01-20,Internacional-SP,2,2,Fluminense,False,False,first
64,1982-01-24,Fluminense,1,2,Sport,False,False,first
65,1982-01-24,CSA,2,0,Itabaiana,False,False,first
66,1982-01-28,Fluminense,2,0,CSA,False,False,first
67,1982-01-28,Internacional-SP,2,3,Sport,False,False,first
68,1982-01-31,Internacional-SP,2,2,CSA,False,False,first
69,1982-01-31,Itabaiana,0,4,Fluminense,False,False,first
70,1982-02-03,Sport,0,0,Fluminense,False,False,first
71,1982-02-04,Itabaiana,0,0,CSA,False,False,first
72,1982-02-07,CSA,3,3,Fluminense,False,False,first
73,1982-02-07,Sport,1,0,Internacional-SP,False,False,first
74,1982-02-10,Fluminense,2,0,Itabaiana,False,False,first
75,1982-02-10,CSA,1,1,Internacional-SP,False,False,first
76,1982-02-14,Sport,3,0,CSA,False,False,first
77,1982-02-14,Internacional-SP,5,1,Itabaiana,False,False,first
78,1982-02-17,Itabaiana,1,0,Sport,False,False,first
79,1982-02-17,Fluminense,0,0,Internacional-SP,False,False,first
80,1982-01-17,Bahia,3,2,Mixto,False,False,first
81,1982-01-17,Bangu,3,0,Cruzeiro,False,False,first
82,1982-01-20,Bangu,0,0,Bahia,False,False,first
83,1982-01-20,Mixto,1,2,Operário-MS,False,False,first
84,1982-01-24,Cruzeiro,2,0,Bahia,False,False,first
85,1982-01-24,Operário-MS,2,3,Bangu,False,False,first
86,1982-01-28,Mixto,2,1,Bangu,False,False,first
87,1982-01-28,Operário-MS,1,0,Cruzeiro,False,False,first
88,1982-01-31,Mixto,4,2,Cruzeiro,False,False,first
89,1982-01-31,Bahia,1,1,Operário-MS,False,False,first
90,1982-02-03,Bangu,3,0,Operário-MS,False,False,first
91,1982-02-03,Bahia,3,0,Cruzeiro,False,False,first
92,1982-02-07,Cruzeiro,1,3,Operário-MS,False,False,first
93,1982-02-07,Bangu,3,1,Mixto,False,False,first
94,1982-02-10,Cruzeiro,3,0,Mixto,False,False,first
95,1982-02-10,Operário-MS,0,0,Bahia,False,False,first
96,1982-02-13,Cruzeiro,2,1,Bangu,False,False,first
97,1982-02-14,Mixto,0,1,Bahia,False,False,first
98,1982-02-17,Operário-MS,2,0,Mixto,False,False,first
99,1982-02-17,Bahia,1,1,Bangu,False,False,first
100,1982-01-17,Desportiva,0,2,Atlético-MG,False,False,first
101,1982-01-17,São José,1,0,Grêmio,False,False,first
102,1982-01-20,Grêmio,2,0,Desportiva,False,False,first
103,1982-01-20,Atlético-MG,1,0,Vitória,False,False,first
104,1982-01-24,Vitória,0,2,Grêmio,False,False,first
105,1982-01-24,São José,2,1,Desportiva,False,False,first
106,1982-01-28,Atlético-MG,1,1,Grêmio,False,False,first
107,1982-01-28,Vitória,1,0,São José,False,False,first
108,1982-01-31,Desportiva,3,1,Vitória,False,False,first
109,1982-01-31,Atlético-MG,0,0,São José,False,False,first
110,1982-02-03,Grêmio,0,1,Vitória,False,False,first
111,1982-02-03,Desportiva,0,1,São José,False,False,first
112,1982-02-07,São José,2,1,Vitória,False,False,first
