,date,home_team,home_score,away_score,away_team,neutral,knockout,stage
0,1972-09-09,Botafogo,1,1,Santos,False,False,first
1,1972-09-09,Vitória,0,0,Remo,False,False,first
2,1972-09-09,Cruzeiro,0,0,América-MG,False,False,first
3,1972-09-10,Sergipe,1,3,Ceará,False,False,first
4,1972-09-10,ABC,0,0,CRB,False,False,first
5,1972-09-10,Coritiba,1,0,Palmeiras,False,False,first
6,1972-09-10,Náutico,0,0,Santa Cruz,False,False,first
7,1972-09-10,Atlético-MG,0,1,Vasco da Gama,False,False,first
8,1972-09-10,Grêmio,2,0,São Paulo,False,False,first
9,1972-09-10,Corinthians,1,1,Fluminense,False,False,first
10,1972-09-10,Bahia,1,0,Nacional-AM,False,False,first
11,1972-09-10,Flamengo,1,1,América-GB,False,False,first
12,1972-11-21,Internacional,5,1,Portuguesa-SP,False,False,first
13,1972-09-13,ABC,0,3,São Paulo,False,False,first
14,1972-09-13,Náutico,1,2,Cruzeiro,False,False,first
15,1972-09-13,Coritiba,0,0,Botafogo,False,False,first
16,1972-09-13,Grêmio,1,0,Atlético-MG,False,False,first
17,1972-09-13,CRB,0,2,Fluminense,False,False,first
18,1972-09-13,Ceará,3,1,Internacional,False,False,first
19,1972-09-13,Sergipe,0,1,Santos,False,False,first
20,1972-09-13,América-MG,0,0,Corinthians,False,False,first
21,1972-09-13,Nacional-AM,0,0,Flamengo,False,False,first
22,1972-09-13,Bahia,0,0,América-GB,False,False,first
23,1972-09-13,Remo,0,0,Vasco da Gama,False,False,first
24,1972-09-13,Portuguesa-SP,0,1,Santa Cruz,False,False,first
25,1972-09-14,Vitória,0,3,Palmeiras,False,False,first
26,1972-09-16,Náutico,0,1,Fluminense,False,False,first
27,1972-09-17,Corinthians,1,1,Atlético-MG,False,False,first
28,1972-09-17,Sergipe,1,1,Palmeiras,False,False,first
29,1972-09-17,Vitória,1,0,Santos,False,False,first
30,1972-09-17,América-MG,2,2,Portuguesa-SP,False,False,first
31,1972-09-17,CRB,1,4,Cruzeiro,False,False,first
32,1972-09-17,Santa Cruz,1,1,América-GB,False,False,first
33,1972-09-17,Botafogo,1,2,Grêmio,False,False,first
34,1972-09-17,Coritiba,1,0,Bahia,False,False,first
35,1972-09-17,Ceará,1,1,São Paulo,False,False,first
36,1972-09-17,ABC,1,2,Internacional,False,False,first
37,1972-09-17,Remo,1,0,Flamengo,False,False,first
38,1972-09-17,Nacional-AM,1,3,Vasco da Gama,False,False,first
39,1972-09-20,Vasco da Gama,3,0,América-GB,False,False,first
40,1972-09-20,Ceará,0,0,Vitória,False,False,first
41,1972-09-20,Internacional,1,0,Grêmio,False,False,first
42,1972-09-20,Coritiba,0,0,Santos,False,False,first
43,1972-09-20,Palmeiras,2,2,Botafogo,False,False,first
44,1972-09-20,CRB,0,0,Náutico,False,False,first
45,1972-09-20,Santa Cruz,0,0,Sergipe,False,False,first
46,1972-09-20,ABC,3,3,Nacional-AM,False,False,first
47,1972-09-20,Cruzeiro,0,1,Corinthians,False,False,first
48,1972-09-20,Bahia,1,1,Remo,False,False,first
49,1972-09-21,São Paulo,1,1,Portuguesa-SP,False,False,first
50,1972-09-21,América-MG,0,0,Fluminense,False,False,first
51,1972-09-21,Flamengo,1,0,Atlético-MG,False,False,first
52,1972-09-23,Vasco da Gama,1,2,Internacional,False,False,first
53,1972-09-23,Palmeiras,3,0,Santa Cruz,False,False,first
54,1972-09-24,São Paulo,0,0,Flamengo,False,False,first
55,1972-09-24,Cruzeiro,1,0,Bahia,False,False,first
56,1972-09-24,Nacional-AM,2,0,Corinthians,False,False,first
57,1972-09-24,Vitória,0,0,América-MG,False,False,first
58,1972-09-24,Coritiba,2,0,Sergipe,False,False,first
59,1972-09-24,CRB,0,0,Portuguesa-SP,False,False,first
60,1972-09-24,Ceará,0,0,Grêmio,False,False,first
61,1972-09-24,Fluminense,2,1,Santos,False,False,first
62,1972-09-24,ABC,1,2,Atlético-MG,False,False,first
63,1972-09-24,Náutico,1,1,América-GB,False,False,first
64,1972-09-24,Remo,1,1,Botafogo,False,False,first
65,1972-09-27,Palmeiras,1,1,Internacional,False,False,first
66,1972-09-27,Bahia,0,1,Flamengo,False,False,first
67,1972-09-27,Remo,2,2,Corinthians,False,False,first
68,1972-09-27,Ceará,1,3,Atlético-MG,False,False,first
69,1972-09-27,Fluminense,1,2,Cruzeiro,False,False,first
70,1972-09-27,Nacional-AM,1,2,Botafogo,False,False,first
71,1972-09-27,Coritiba,3,0,Vitória,False,False,first
72,1972-09-27,ABC,1,1,Grêmio,False,False,first
73,1972-09-27,Náutico,2,1,Portuguesa-SP,False,False,first
74,1972-09-27,CRB,0,1,América-GB,False,False,first
75,1972-09-27,Sergipe,0,2,América-MG,False,False,first
76,1972-09-28,Santos,1,0,São Paulo,False,False,first
77,1972-09-28,Santa Cruz,2,0,Vasco da Gama,False,False,first
78,1972-09-30,Bahia,0,0,Grêmio,False,False,first
79,1972-09-30,Náutico,1,2,Palmeiras,False,False,first
80,1972-10-01,Atlético-MG,2,0,Coritiba,False,False,first
81,1972-10-01,Nacional-AM,2,2,Internacional,False,False,first
82,1972-10-01,Botafogo,0,2,América-GB,False,False,first
83,1972-10-01,Corinthians,3,2,Portuguesa-SP,False,False,first
84,1972-10-01,Santa Cruz,4,1,América-MG,False,False,first
85,1972-10-01,CRB,1,3,Santos,False,False,first
86,1972-10-01,ABC,1,2,Vasco da Gama,False,False,first
87,1972-10-01,Sergipe,0,1,Cruzeiro,False,False,first
88,1972-10-01,Vitória,0,0,Fluminense,False,False,first
89,1972-10-01,Ceará,1,3,Flamengo,False,False,first
90,1972-10-01,Remo,0,1,São Paulo,False,False,first
91,1972-10-04,Cruzeiro,4,0,Vitória,False,False,first
92,1972-10-04,CRB,1,3,Palmeiras,False,False,first
93,1972-10-04,América-GB,2,0,Atlético-MG,False,False,first
94,1972-10-04,Coritiba,2,0,América-MG,False,False,first
95,1972-10-04,Grêmio,1,1,Portuguesa-SP,False,False,first
96,1972-10-04,Nacional-AM,1,1,São Paulo,False,False,first
97,1972-10-04,Bahia,1,1,Botafogo,False,False,first
98,1972-10-04,Sergipe,1,1,Fluminense,False,False,first
99,1972-10-04,Náutico,1,1,Santos,False,False,first
100,1972-10-04,Remo,0,0,Internacional,False,False,first
101,1972-10-04,Ceará,0,0,Vasco da Gama,False,False,first
102,1972-10-04,ABC,0,0,Flamengo,False,False,first
103,1972-10-05,Santa Cruz,3,3,Corinthians,False,False,first
104,1972-10-07,Remo,0,1,América-GB,False,False,first
105,1972-10-07,Náutico,0,1,Corinthians,False,False,first
106,1972-10-08,Internacional,0,0,Santos,False,False,first
107,1972-10-08,Palmeiras,2,2,Cruzeiro,False,False,first
108,1972-10-08,Sergipe,0,2,Grêmio,False,False,first
109,1972-10-08,ABC,0,0,Coritiba,False,False,first
110,1972-10-08,Ceará,2,0,América-MG,False,False,first
111,1972-10-08,Bahia,1,0,São Paulo,False,False,first
112,1972-10-08,Nacional-AM,2,0,Portuguesa-SP,False,False,first
113,1972-10-08,Atlético-MG,5,0,Vitória,False,False,first
114,1972-10-08,Vasco da Gama,1,2,Flamengo,False,False,first
115,1972-10-08,Santa Cruz,1,2,Fluminense,False,False,first
116,1972-10-08,CRB,3,2,Botafogo,False,False,first
117,1972-10-11,Cruzeiro,2,0,Santos,False,False,first
118,1972-10-11,São Paulo,0,1,Vasco da Gama,False,False,first
119,1972-10-11,Náutico,1,2,Botafogo,False,False,first
120,1972-10-11,CRB,0,0,Corinthians,False,False,first
121,1972-10-11,Remo,2,0,Portuguesa-SP,False,False,first
122,1972-10-11,Flamengo,1,0,Santa Cruz,False,False,first
123,1972-10-11,Sergipe,0,1,Atlético-MG,False,False,first
124,1972-10-11,ABC,1,0,América-MG,False,False,first
125,1972-10-11,Grêmio,0,0,Vitória,False,False,first
126,1972-10-11,Nacional-AM,0,0,América-GB,False,False,first
127,1972-10-11,Ceará,0,0,Coritiba,False,False,first
128,1972-10-12,Fluminense,0,1,Palmeiras,False,False,first
129,1972-10-12,Bahia,0,0,Internacional,False,False,first
130,1972-10-14,Cruzeiro,2,0,América-GB,False,False,first
131,1972-10-14,Flamengo,0,0,Corinthians,False,False,first
132,1972-10-14,Santos,3,2,Grêmio,False,False,first
133,1972-10-14,Vitória,1,0,CRB,False,False,first
134,1972-10-15,Atlético-MG,2,0,Fluminense,False,False,first
135,1972-10-15,Palmeiras,1,0,Portuguesa-SP,False,False,first
136,1972-10-15,Bahia,1,1,Santa Cruz,False,False,first
137,1972-10-15,Ceará,1,0,Nacional-AM,False,False,first
138,1972-10-15,Náutico,3,0,Sergipe,False,False,first
139,1972-10-15,Internacional,0,0,América-MG,False,False,first
140,1972-10-15,Vasco da Gama,0,0,Botafogo,False,False,first
141,1972-10-15,ABC,0,1,Remo,False,False,first
142,1972-10-15,Coritiba,4,0,São Paulo,False,False,first
143,1972-10-18,Grêmio,1,1,Cruzeiro,False,False,first
144,1972-10-18,CRB,0,0,Bahia,False,False,first
145,1972-10-18,Vitória,0,1,Náutico,False,False,first
146,1972-10-18,Coritiba,2,1,Flamengo,False,False,first
147,1972-10-18,Sergipe,0,1,ABC,False,False,first
148,1972-10-18,Remo,1,1,Ceará,False,False,first
149,1972-10-18,Atlético-MG,0,3,Palmeiras,False,False,first
150,1972-10-18,Santa Cruz,2,1,Nacional-AM,False,False,first
151,1972-10-18,Fluminense,2,2,Portuguesa-SP,False,False,first
152,1972-10-18,São Paulo,3,1,Corinthians,False,False,first
153,1972-10-19,América-MG,0,0,Vasco da Gama,False,False,first
154,1972-10-19,Internacional,0,0,Botafogo,False,False,first
155,1972-10-19,América-GB,0,2,Santos,False,False,first
156,1972-10-21,Atlético-MG,1,0,Portuguesa-SP,False,False,first
157,1972-10-21,São Paulo,0,3,Fluminense,False,False,first
158,1972-10-21,Palmeiras,1,0,Flamengo,False,False,first
159,1972-10-21,Coritiba,3,3,América-GB,False,False,first
160,1972-10-21,Cruzeiro,1,1,Internacional,False,False,first
161,1972-10-21,Sergipe,0,2,Vitória,False,False,first
162,1972-10-21,CRB,1,2,Nacional-AM,False,False,first
163,1972-10-21,Ceará,1,0,ABC,False,False,first
164,1972-10-22,Corinthians,0,0,Botafogo,False,False,first
165,1972-10-22,Grêmio,1,0,América-MG,False,False,first
166,1972-10-22,Remo,4,0,Santa Cruz,False,False,first
167,1972-10-22,Vasco da Gama,1,1,Santos,False,False,first
168,1972-10-22,Náutico,0,0,Bahia,False,False,first
169,1972-10-25,Internacional,0,0,Flamengo,False,False,first
170,1972-10-25,Remo,0,0,Coritiba,False,False,first
171,1972-10-25,Nacional-AM,1,1,América-MG,False,False,first
172,1972-10-25,Santa Cruz,2,2,São Paulo,False,False,first
173,1972-10-25,Palmeiras,0,1,Santos,False,False,first
174,1972-10-25,Vasco da Gama,1,0,Cruzeiro,False,False,first
175,1972-10-25,Vitória,1,0,Botafogo,False,False,first
176,1972-10-25,ABC,0,1,América-GB,False,False,first
177,1972-10-25,CRB,0,2,Grêmio,False,False,first
178,1972-10-25,Sergipe,1,3,Corinthians,False,False,first
179,1972-10-25,Ceará,1,4,Portuguesa-SP,False,False,first
180,1972-10-26,Bahia,1,0,Fluminense,False,False,first
181,1972-10-26,Náutico,3,0,Atlético-MG,False,False,first
182,1972-10-28,Náutico,1,1,Grêmio,False,False,first
183,1972-10-28,Vasco da Gama,0,0,Palmeiras,False,False,first
184,1972-10-28,Vitória,1,2,Corinthians,False,False,first
185,1972-10-29,Nacional-AM,1,2,Coritiba,False,False,first
186,1972-10-29,Sergipe,0,1,Botafogo,False,False,first
187,1972-10-29,Santa Cruz,2,3,Internacional,False,False,first
188,1972-10-29,Flamengo,0,1,Fluminense,False,False,first
189,1972-10-29,ABC,2,1,Portuguesa-SP,False,False,first
190,1972-10-29,São Paulo,2,1,Cruzeiro,False,False,first
191,1972-10-29,Ceará,1,1,América-GB,False,False,first
192,1972-10-29,Bahia,0,2,Santos,False,False,first
193,1972-10-29,Remo,0,0,América-MG,False,False,first
194,1972-10-29,CRB,1,1,Atlético-MG,False,False,first
195,1972-11-01,Corinthians,1,0,Palmeiras,False,False,first
196,1972-11-01,Coritiba,2,0,Fluminense,False,False,first
197,1972-11-01,Botafogo,1,1,Cruzeiro,False,False,first
198,1972-11-01,Internacional,0,1,América-GB,False,False,first
199,1972-11-01,América-MG,1,1,Santos,False,False,first
200,1972-11-01,Santa Cruz,1,1,CRB,False,False,first
201,1972-11-01,ABC,0,1,Bahia,False,False,first
202,1972-11-01,Vitória,0,0,Nacional-AM,False,False,first
203,1972-11-01,Sergipe,3,0,Remo,False,False,first
204,1972-11-01,Ceará,2,1,Náutico,False,False,first
205,1972-11-02,Grêmio,0,1,Vasco da Gama,False,False,first
206,1972-11-02,Portuguesa-SP,0,1,Flamengo,False,False,first
207,1972-11-02,São Paulo,2,1,Atlético-MG,False,False,first
208,1972-11-05,Flamengo,1,0,Vitória,False,False,first
209,1972-11-05,Coritiba,0,1,Corinthians,False,False,first
210,1972-11-05,Ceará,1,1,Cruzeiro,False,False,first
211,1972-11-05,Atlético-MG,2,0,Botafogo,False,False,first
212,1972-11-05,ABC,0,1,Fluminense,False,False,first
213,1972-11-05,Náutico,0,6,São Paulo,False,False,first
214,1972-11-05,Grêmio,0,1,Santa Cruz,False,False,first
215,1972-11-05,Portuguesa-SP,1,0,América-GB,False,False,first
216,1972-11-05,Sergipe,0,2,Vasco da Gama,False,False,first
217,1972-11-05,Nacional-AM,0,0,Palmeiras,False,False,first
218,1972-11-05,Remo,1,1,Santos,False,False,first
219,1972-11-05,CRB,2,3,Internacional,False,False,first
220,1972-11-05,Bahia,2,1,América-MG,False,False,first
221,1972-11-08,Corinthians,1,0,Grêmio,False,False,first
222,1972-11-08,Coritiba,1,1,Portuguesa-SP,False,False,first
223,1972-11-08,Bahia,1,3,Atlético-MG,False,False,first
224,1972-11-08,Nacional-AM,0,0,Santos,False,False,first
225,1972-11-08,ABC,0,2,Cruzeiro,False,False,first
226,1972-11-08,Santa Cruz,3,2,Botafogo,False,False,first
227,1972-11-08,América-GB,3,0,América-MG,False,False,first
228,1972-11-08,CRB,2,6,São Paulo,False,False,first
229,1972-11-08,Sergipe,0,2,Flamengo,False,False,first
230,1972-11-08,Remo,0,2,Palmeiras,False,False,first
231,1972-11-08,Ceará,3,0,Fluminense,False,False,first
232,1972-11-09,Náutico,0,1,Internacional,False,False,first
233,1972-11-09,Vitória,2,0,Vasco da Gama,False,False,first
234,1972-11-11,América-MG,2,0,Flamengo,False,False,first
235,1972-11-11,Botafogo,3,2,São Paulo,False,False,first
236,1972-11-12,Corinthians,1,1,Vasco da Gama,False,False,first
237,1972-11-12,Portuguesa-SP,2,0,Santos,False,False,first
238,1972-11-12,ABC,2,0,Santa Cruz,False,False,first
239,1972-11-12,Coritiba,1,1,Internacional,False,False,first
240,1972-11-12,Grêmio,0,1,Palmeiras,False,False,first
241,1972-11-12,Cruzeiro,0,0,Atlético-MG,False,False,first
242,1972-11-12,Bahia,0,0,Vitória,False,False,first
243,1972-11-12,Fluminense,0,0,América-GB,False,False,first
244,1972-11-12,Sergipe,0,0,Nacional-AM,False,False,first
245,1972-11-12,Náutico,2,2,Remo,False,False,first
246,1972-11-12,Ceará,2,2,CRB,False,False,first
247,1972-11-15,Flamengo,0,6,Botafogo,False,False,first
248,1972-11-16,Internacional,2,0,Corinthians,False,False,first
249,1972-11-16,Cruzeiro,2,0,Portuguesa-SP,False,False,first
250,1972-11-16,Atlético-MG,0,1,Santos,False,False,first
251,1972-11-16,Coritiba,1,0,Vasco da Gama,False,False,first
252,1972-11-16,Fluminense,2,0,Grêmio,False,False,first
253,1972-11-16,ABC,3,4,Náutico,False,False,first
254,1972-11-16,Santa Cruz,1,1,Vitória,False,False,first
255,1972-11-16,CRB,0,3,Sergipe,False,False,first
256,1972-11-16,Remo,1,0,Nacional-AM,False,False,first
257,1972-11-16,Ceará,0,0,Bahia,False,False,first
258,1972-11-16,São Paulo,2,1,América-MG,False,False,first
259,1972-11-16,Palmeiras,2,0,América-GB,False,False,first
260,1972-11-18,Vasco da Gama,3,1,Portuguesa-SP,False,False,first
261,1972-11-18,Internacional,1,1,Atlético-MG,False,False,first
262,1972-11-19,Grêmio,1,0,Flamengo,False,False,first
263,1972-11-19,CRB,1,1,Remo,False,False,first
264,1972-11-19,São Paulo,2,0,América-GB,False,False,first
265,1972-11-19,América-MG,1,2,Palmeiras,False,False,first
266,1972-11-19,Coritiba,2,3,Cruzeiro,False,False,first
267,1972-11-19,Sergipe,1,2,Bahia,False,False,first
268,1972-11-19,ABC,0,0,Vitória,False,False,first
269,1972-11-19,Botafogo,2,1,Fluminense,False,False,first
270,1972-11-19,Ceará,0,1,Corinthians,False,False,first
271,1972-11-19,Santa Cruz,2,4,Santos,False,False,first
272,1972-11-19,Nacional-AM,2,3,Náutico,False,False,first
