,date,home_team,home_score,away_score,away_team,neutral,knockout,stage
0,2016-05-14,Flamengo,1,0,Sport,False,False,first
1,2016-05-14,Palmeiras,4,0,Atlético-PR,False,False,first
2,2016-05-14,Atlético-MG,1,0,Santos,False,False,first
3,2016-05-14,Coritiba,1,0,Cruzeiro,False,False,first
4,2016-05-15,Santa Cruz,4,1,Vitória,False,False,first
5,2016-05-15,Botafogo,0,1,São Paulo,False,False,first
6,2016-05-15,América-MG,0,1,Fluminense,False,False,first
7,2016-05-15,Corinthians,0,0,Grêmio,False,False,first
8,2016-05-15,Figueirense,0,0,Ponte Preta-SP,False,False,first
9,2016-05-15,Internacional,0,0,Chapecoense,False,False,first
10,2016-05-21,Ponte Preta-SP,2,1,Palmeiras,False,False,first
11,2016-05-21,Fluminense,2,2,Santa Cruz,False,False,first
12,2016-05-21,Cruzeiro,2,2,Figueirense,False,False,first
13,2016-05-22,Atlético-PR,1,1,Atlético-MG,False,False,first
14,2016-05-22,Santos,2,1,Coritiba,False,False,first
15,2016-05-22,Chapecoense,3,1,América-MG,False,False,first
16,2016-05-22,São Paulo,1,2,Internacional,False,False,first
17,2016-05-22,Vitória,3,2,Corinthians,False,False,first
18,2016-05-22,Grêmio,1,0,Flamengo,False,False,first
19,2016-05-22,Sport,1,1,Botafogo,False,False,first
20,2016-05-25,Botafogo,2,1,Atlético-PR,False,False,first
21,2016-05-25,Figueirense,2,2,Santos,False,False,first
22,2016-05-25,América-MG,1,1,Vitória,False,False,first
23,2016-05-25,Flamengo,2,2,Chapecoense,False,False,first
24,2016-05-25,Palmeiras,2,0,Fluminense,False,False,first
25,2016-05-25,Santa Cruz,4,1,Cruzeiro,False,False,first
26,2016-05-25,Coritiba,1,1,São Paulo,False,False,first
27,2016-05-26,Corinthians,3,0,Ponte Preta-SP,False,False,first
28,2016-05-26,Internacional,1,0,Sport,False,False,first
29,2016-05-26,Atlético-MG,0,3,Grêmio,False,False,first
30,2016-05-28,Cruzeiro,1,1,América-MG,False,False,first
31,2016-05-28,Atlético-PR,2,1,Figueirense,False,False,first
32,2016-05-28,Chapecoense,1,1,Santa Cruz,False,False,first
33,2016-05-29,Sport,0,2,Corinthians,False,False,first
34,2016-05-29,Ponte Preta-SP,1,2,Flamengo,False,False,first
35,2016-05-29,Fluminense,1,0,Botafogo,False,False,first
36,2016-05-29,Vitória,1,1,Atlético-MG,False,False,first
37,2016-05-29,São Paulo,1,0,Palmeiras,False,False,first
38,2016-05-29,Grêmio,2,0,Coritiba,False,False,first
39,2016-05-29,Santos,0,1,Internacional,False,False,first
40,2016-06-01,Internacional,1,0,Atlético-PR,False,False,first
41,2016-06-01,Coritiba,3,4,Chapecoense,False,False,first
42,2016-06-01,Santa Cruz,0,1,Sport,False,False,first
43,2016-06-01,Corinthians,1,0,Santos,False,False,first
44,2016-06-01,Figueirense,1,0,São Paulo,False,False,first
45,2016-06-01,Atlético-MG,1,1,Fluminense,False,False,first
46,2016-06-01,Botafogo,0,1,Cruzeiro,False,False,first
47,2016-06-02,América-MG,1,2,Ponte Preta-SP,False,False,first
48,2016-06-02,Palmeiras,4,3,Grêmio,False,False,first
49,2016-06-02,Flamengo,1,0,Vitória,False,False,first
50,2016-06-04,Atlético-PR,1,0,Santa Cruz,False,False,first
51,2016-06-04,Chapecoense,0,0,Fluminense,False,False,first
52,2016-06-04,Corinthians,2,1,Coritiba,False,False,first
53,2016-06-05,Santos,3,0,Botafogo,False,False,first
54,2016-06-05,América-MG,1,0,Figueirense,False,False,first
55,2016-06-05,Vitória,1,0,Internacional,False,False,first
56,2016-06-05,Sport,4,4,Atlético-MG,False,False,first
57,2016-06-05,Flamengo,1,2,Palmeiras,False,False,first
58,2016-06-05,Grêmio,1,0,Ponte Preta-SP,False,False,first
59,2016-06-05,Cruzeiro,0,1,São Paulo,False,False,first
60,2016-06-11,Ponte Preta-SP,2,1,Chapecoense,False,False,first
61,2016-06-11,Internacional,3,1,América-MG,False,False,first
62,2016-06-11,Fluminense,1,1,Grêmio,False,False,first
63,2016-06-11,São Paulo,1,2,Atlético-PR,False,False,first
64,2016-06-12,Coritiba,3,2,Sport,False,False,first
65,2016-06-12,Botafogo,1,1,Vitória,False,False,first
66,2016-06-12,Figueirense,1,0,Flamengo,False,False,first
67,2016-06-12,Palmeiras,1,0,Corinthians,False,False,first
68,2016-06-12,Atlético-MG,2,3,Cruzeiro,False,False,first
69,2016-06-12,Santa Cruz,0,2,Santos,False,False,first
70,2016-06-15,Chapecoense,3,3,Grêmio,False,False,first
71,2016-06-15,São Paulo,2,0,Vitória,False,False,first
