,date,home_team,home_score,away_score,away_team,neutral,knockout,stage
0,1971-08-07,Santa Cruz,1,4,Corinthians,False,False,first
1,1971-08-07,Internacional,0,0,Fluminense,False,False,first
2,1971-08-07,Palmeiras,1,0,Portuguesa,False,False,first
3,1971-08-07,Ceará,0,0,Vasco da Gama,False,False,first
4,1971-08-07,Coritiba,0,2,Cruzeiro,False,False,first
5,1971-08-07,São Paulo,0,3,Grêmio,False,False,first
6,1971-08-07,Sport,1,0,Flamengo,False,False,first
7,1971-08-07,Bahia,0,0,Santos,False,False,first
8,1971-08-07,Atlético-MG,1,1,América-MG,False,False,first
9,1971-08-07,Botafogo,0,0,América-GB,False,False,first
10,1971-08-11,Ceará,0,1,Corinthians,False,False,first
11,1971-08-11,Cruzeiro,2,1,Portuguesa,False,False,first
12,1971-08-11,Bahia,1,1,Flamengo,False,False,first
13,1971-08-11,América-GB,0,2,Grêmio,False,False,first
14,1971-08-11,Sport,0,2,Santos,False,False,first
15,1971-08-12,Santa Cruz,1,0,Vasco da Gama,False,False,first
16,1971-08-14,Santos,3,1,São Paulo,False,False,first
17,1971-08-14,Botafogo,1,1,Flamengo,False,False,first
18,1971-08-14,América-MG,1,1,América-GB,False,False,first
19,1971-08-14,Grêmio,1,1,Atlético-MG,False,False,first
20,1971-08-15,Coritiba,2,1,Portuguesa,False,False,first
21,1971-08-15,Corinthians,0,0,Palmeiras,False,False,first
22,1971-08-15,Fluminense,0,1,Vasco da Gama,False,False,first
23,1971-08-15,Ceará,0,0,Santa Cruz,False,False,first
24,1971-08-15,Cruzeiro,2,0,Internacional,False,False,first
25,1971-08-15,Bahia,3,0,Sport,False,False,first
26,1971-08-18,Fluminense,2,1,Coritiba,False,False,first
27,1971-08-18,Bahia,0,1,São Paulo,False,False,first
28,1971-08-18,Santos,0,0,Botafogo,False,False,first
29,1971-08-18,América-MG,0,0,Grêmio,False,False,first
30,1971-08-21,Internacional,2,1,Palmeiras,False,False,first
31,1971-08-21,Corinthians,0,0,Cruzeiro,False,False,first
32,1971-08-21,Coritiba,1,0,Santa Cruz,False,False,first
33,1971-08-21,Ceará,1,0,Fluminense,False,False,first
34,1971-08-21,Flamengo,0,1,Atlético-MG,False,False,first
35,1971-08-22,Vasco da Gama,0,3,Portuguesa,False,False,first
36,1971-08-22,Sport,0,0,São Paulo,False,False,first
37,1971-08-22,Santos,0,0,América-GB,False,False,first
38,1971-08-22,Grêmio,1,1,Botafogo,False,False,first
39,1971-08-25,Botafogo,2,1,América-MG,False,False,first
40,1971-08-25,Atlético-MG,4,0,Bahia,False,False,first
41,1971-08-25,Grêmio,2,0,Sport,False,False,first
42,1971-08-25,Santa Cruz,2,2,Fluminense,False,False,first
43,1971-08-25,Coritiba,0,1,Internacional,False,False,first
44,1971-08-25,Palmeiras,1,1,Cruzeiro,False,False,first
45,1971-08-26,Corinthians,4,1,Portuguesa,False,False,first
46,1971-08-26,Flamengo,1,1,América-GB,False,False,first
47,1971-08-28,Sport,1,1,Atlético-MG,False,False,first
48,1971-08-29,Santa Cruz,2,2,Palmeiras,False,False,first
49,1971-08-29,Internacional,0,1,Portuguesa,False,False,first
50,1971-08-29,Fluminense,0,1,Corinthians,False,False,first
51,1971-08-29,Cruzeiro,6,0,Ceará,False,False,first
52,1971-08-29,Coritiba,0,2,Vasco da Gama,False,False,first
53,1971-08-29,Bahia,0,0,América-MG,False,False,first
54,1971-08-29,São Paulo,0,0,Flamengo,False,False,first
55,1971-09-01,Portuguesa,1,0,Fluminense,False,False,first
56,1971-09-01,Santa Cruz,1,0,Cruzeiro,False,False,first
57,1971-09-01,Ceará,0,3,Palmeiras,False,False,first
58,1971-09-01,Vasco da Gama,1,1,Internacional,False,False,first
59,1971-09-01,Bahia,1,3,América-GB,False,False,first
60,1971-09-01,Atlético-MG,2,0,São Paulo,False,False,first
61,1971-09-01,Grêmio,1,0,Santos,False,False,first
62,1971-09-02,América-MG,1,1,Flamengo,False,False,first
63,1971-09-02,Sport,0,1,Botafogo,False,False,first
64,1971-09-04,Palmeiras,1,0,Fluminense,False,False,first
65,1971-09-04,Cruzeiro,0,0,Vasco da Gama,False,False,first
66,1971-09-05,Internacional,2,2,Corinthians,False,False,first
67,1971-09-05,Coritiba,2,1,Ceará,False,False,first
68,1971-09-05,São Paulo,1,1,América-MG,False,False,first
69,1971-09-05,Flamengo,1,1,Grêmio,False,False,first
70,1971-09-05,Atlético-MG,2,1,Santos,False,False,first
71,1971-09-05,Bahia,0,1,Botafogo,False,False,first
72,1971-09-05,Sport,0,3,América-GB,False,False,first
73,1971-09-07,Vasco da Gama,1,0,Palmeiras,False,False,first
74,1971-09-08,Santa Cruz,3,2,Portuguesa,False,False,first
75,1971-09-08,Corinthians,2,3,Coritiba,False,False,first
76,1971-09-08,Ceará,0,0,Internacional,False,False,first
