,date,home_team,home_score,away_score,away_team,neutral,knockout,category
0,2002-08-10,Vasco da Gama,2,0,Figueirense,False,False,first
1,2002-08-10,São Paulo,4,2,Paysandu,False,False,first
2,2002-08-10,Paraná,2,1,São Caetano,False,False,first
3,2002-08-10,Santos,2,1,Botafogo,False,False,first
4,2002-08-10,Goiás,3,1,Portuguesa-SP,False,False,first
5,2002-08-11,Fluminense,5,1,Cruzeiro,False,False,first
6,2002-08-11,Palmeiras,1,1,Grêmio,False,False,first
7,2002-08-11,Atlético-MG,1,2,Corinthians,False,False,first
8,2002-08-11,Internacional,1,3,Flamengo,False,False,first
9,2002-08-11,Guarani,2,1,Atlético-PR,False,False,first
10,2002-08-11,Coritiba,1,0,Vitória,False,False,first
11,2002-08-11,Bahia,1,0,Gama,False,False,first
12,2002-08-11,Juventude,1,0,Ponte Preta-SP,False,False,first
13,2002-08-14,São Caetano,2,0,Fluminense,False,False,first
14,2002-08-14,Botafogo,1,1,Atlético-MG,False,False,first
15,2002-08-14,Cruzeiro,1,1,Palmeiras,False,False,first
16,2002-08-14,Grêmio,3,2,Vasco da Gama,False,False,first
17,2002-08-14,Atlético-PR,4,0,Bahia,False,False,first
18,2002-08-14,Figueirense,0,0,Guarani,False,False,first
19,2002-08-14,Ponte Preta-SP,2,0,Coritiba,False,False,first
20,2002-08-14,Vitória,4,1,Goiás,False,False,first
21,2002-08-14,Corinthians,3,2,Internacional,False,False,first
22,2002-08-14,Flamengo,0,0,Juventude,False,False,first
23,2002-08-14,Portuguesa-SP,1,0,Paraná,False,False,first
24,2002-08-14,Gama,0,1,São Paulo,False,False,first
25,2002-08-17,Fluminense,3,1,Grêmio,False,False,first
26,2002-08-17,Internacional,1,0,Ponte Preta-SP,False,False,first
27,2002-08-17,Atlético-PR,2,1,Vasco da Gama,False,False,first
28,2002-08-18,Juventude,2,1,Santos,False,False,first
29,2002-08-18,Guarani,1,4,Atlético-MG,False,False,first
30,2002-08-18,Flamengo,1,1,Goiás,False,False,first
31,2002-08-18,Paraná,2,3,São Paulo,False,False,first
32,2002-08-18,Cruzeiro,0,0,Botafogo,False,False,first
33,2002-08-18,Portuguesa-SP,0,0,Figueirense,False,False,first
34,2002-08-18,Bahia,1,2,Coritiba,False,False,first
35,2002-08-18,Gama,2,1,Vitória,False,False,first
36,2002-08-18,São Caetano,3,0,Corinthians,False,False,first
37,2002-08-21,Botafogo,2,2,Internacional,False,False,first
38,2002-08-21,São Paulo,0,1,Juventude,False,False,first
39,2002-08-21,Atlético-MG,1,1,Fluminense,False,False,first
40,2002-08-21,Paysandu,1,2,Portuguesa-SP,False,False,first
41,2002-08-21,Coritiba,2,1,Flamengo,False,False,first
42,2002-08-21,Vitória,1,1,Atlético-PR,False,False,first
43,2002-08-21,Goiás,1,1,Bahia,False,False,first
44,2002-08-21,Santos,3,0,Figueirense,False,False,first
45,2002-08-22,Vasco da Gama,0,1,Gama,False,False,first
46,2002-08-22,Palmeiras,3,2,São Caetano,False,False,first
47,2002-08-22,Grêmio,0,2,Guarani,False,False,first
48,2002-08-22,Ponte Preta-SP,2,0,Cruzeiro,False,False,first
49,2002-08-24,Flamengo,1,2,Paysandu,False,False,first
50,2002-08-24,Internacional,2,2,São Paulo,False,False,first
51,2002-08-24,Figueirense,0,3,Botafogo,False,False,first
52,2002-08-25,Palmeiras,0,4,Atlético-MG,False,False,first
53,2002-08-25,Fluminense,1,1,Santos,False,False,first
54,2002-08-25,Coritiba,1,2,Corinthians,False,False,first
55,2002-08-25,Portuguesa-SP,1,0,Gama,False,False,first
56,2002-08-25,Cruzeiro,2,1,Bahia,False,False,first
57,2002-08-25,Vitória,2,1,Juventude,False,False,first
58,2002-08-25,Ponte Preta-SP,1,1,Grêmio,False,False,first
59,2002-08-25,Goiás,2,4,Vasco da Gama,False,False,first
60,2002-08-28,Guarani,1,1,Internacional,False,False,first
61,2002-08-28,Juventude,2,0,Fluminense,False,False,first
62,2002-08-28,Santos,2,1,Paraná,False,False,first
63,2002-08-28,Gama,2,1,Flamengo,False,False,first
64,2002-08-28,Atlético-PR,1,0,Palmeiras,False,False,first
65,2002-08-28,Corinthians,1,1,Cruzeiro,False,False,first
66,2002-08-28,Bahia,1,2,Figueirense,False,False,first
67,2002-08-29,São Paulo,2,0,Goiás,False,False,first
68,2002-08-29,Grêmio,0,0,Portuguesa-SP,False,False,first
69,2002-08-29,Atlético-MG,2,1,Vitória,False,False,first
70,2002-08-31,Coritiba,2,0,Fluminense,False,False,first
71,2002-08-31,Botafogo,1,0,Gama,False,False,first
72,2002-08-31,Corinthians,0,3,Atlético-PR,False,False,first
73,2002-08-31,Internacional,3,0,Santos,False,False,first
74,2002-09-01,Flamengo,1,1,Cruzeiro,False,False,first
75,2002-09-01,São Paulo,2,0,Grêmio,False,False,first
76,2002-09-01,Atlético-MG,0,0,Portuguesa-SP,False,False,first
77,2002-09-01,Paraná,5,1,Palmeiras,False,False,first
78,2002-09-01,Vitória,5,1,Paysandu,False,False,first
79,2002-09-01,Ponte Preta-SP,0,1,São Caetano,False,False,first
80,2002-09-01,Juventude,1,0,Vasco da Gama,False,False,first
81,2002-09-01,Goiás,1,2,Guarani,False,False,first
82,2002-09-04,Vasco da Gama,1,2,Atlético-MG,False,False,first
83,2002-09-04,Flamengo,5,2,Fluminense,False,False,first
84,2002-09-04,Palmeiras,2,2,Coritiba,False,False,first
85,2002-09-04,Cruzeiro,3,1,São Paulo,False,False,first
86,2002-09-04,Atlético-PR,2,0,Botafogo,False,False,first
87,2002-09-04,Paysandu,0,1,Corinthians,False,False,first
88,2002-09-04,Bahia,3,2,Paraná,False,False,first
89,2002-09-04,Gama,0,0,Ponte Preta-SP,False,False,first
90,2002-09-04,São Caetano,2,1,Guarani,False,False,first
91,2002-09-05,Portuguesa-SP,0,2,Internacional,False,False,first
92,2002-09-05,Santos,3,0,Vitória,False,False,first
93,2002-09-07,Vasco da Gama,1,0,Coritiba,False,False,first
94,2002-09-07,Palmeiras,2,2,Gama,False,False,first
95,2002-09-07,São Caetano,3,0,São Paulo,False,False,first
96,2002-09-07,Atlético-MG,2,0,Ponte Preta-SP,False,False,first
97,2002-09-07,Goiás,2,2,Botafogo,False,False,first
98,2002-09-08,Fluminense,4,3,Figueirense,False,False,first
99,2002-09-08,Santos,2,2,Atlético-PR,False,False,first
100,2002-09-08,Grêmio,4,0,Corinthians,False,False,first
101,2002-09-08,Paraná,3,0,Flamengo,False,False,first
102,2002-09-08,Vitória,0,0,Internacional,False,False,first
103,2002-09-08,Juventude,2,1,Bahia,False,False,first
104,2002-09-08,Guarani,2,0,Paysandu,False,False,first
105,2002-09-11,Flamengo,3,2,Atlético-PR,False,False,first
106,2002-09-11,Portuguesa-SP,3,2,São Caetano,False,False,first
107,2002-09-11,Internacional,3,2,Palmeiras,False,False,first
108,2002-09-11,Coritiba,4,2,Santos,False,False,first
109,2002-09-11,Bahia,1,1,Grêmio,False,False,first
110,2002-09-11,Ponte Preta-SP,1,0,Paraná,False,False,first
111,2002-09-11,Figueirense,0,2,Vitória,False,False,first
112,2002-09-11,Paysandu,2,0,Vasco da Gama,False,False,first
113,2002-09-12,Botafogo,0,4,Juventude,False,False,first
114,2002-09-12,Corinthians,3,0,Goiás,False,False,first
115,2002-09-12,Cruzeiro,0,2,Guarani,False,False,first
