,date,home_team,home_score,away_score,away_team,neutral,knockout,stage
0,1984-01-29,Vasco da Gama,2,3,São Paulo,False,False,first
1,1984-01-29,Fortaleza,0,0,Tuna Luso,False,False,first
2,1984-02-01,Nacional-AM,1,1,Tuna Luso,False,False,first
3,1984-02-02,Vasco da Gama,1,0,Fortaleza,False,False,first
4,1984-02-05,São Paulo,5,0,Fortaleza,False,False,first
5,1984-02-05,Nacional-AM,0,3,Vasco da Gama,False,False,first
6,1984-02-08,Nacional-AM,1,1,São Paulo,False,False,first
7,1984-02-08,Tuna Luso,1,1,Vasco da Gama,False,False,first
8,1984-02-11,Fortaleza,3,2,Nacional-AM,False,False,first
9,1984-02-12,Tuna Luso,0,0,São Paulo,False,False,first
10,1984-02-15,Vasco da Gama,1,0,Nacional-AM,False,False,first
11,1984-02-15,Fortaleza,1,0,São Paulo,False,False,first
12,1984-02-18,São Paulo,1,1,Nacional-AM,False,False,first
13,1984-02-19,Vasco da Gama,9,0,Tuna Luso,False,False,first
14,1984-02-22,São Paulo,3,1,Tuna Luso,False,False,first
15,1984-02-22,Nacional-AM,0,0,Fortaleza,False,False,first
16,1984-02-25,São Paulo,3,2,Vasco da Gama,False,False,first
17,1984-02-26,Tuna Luso,2,1,Fortaleza,False,False,first
18,1984-02-28,Tuna Luso,1,0,Nacional-AM,False,False,first
19,1984-02-28,Fortaleza,2,1,Vasco da Gama,False,False,first
20,1984-01-29,Bahia,2,0,Atlético-MG,False,False,first
21,1984-01-29,Bangu,1,0,Treze,False,False,first
22,1984-02-01,CRB,0,0,Bangu,False,False,first
23,1984-02-02,Treze,1,1,Bahia,False,False,first
24,1984-02-05,Atlético-MG,4,1,Treze,False,False,first
25,1984-02-05,CRB,1,0,Bahia,False,False,first
26,1984-02-08,Bahia,2,0,Bangu,False,False,first
27,1984-02-09,Atlético-MG,4,0,CRB,False,False,first
28,1984-02-12,Bangu,0,1,Atlético-MG,False,False,first
29,1984-02-12,Treze,1,2,CRB,False,False,first
30,1984-02-15,Atlético-MG,6,0,Bahia,False,False,first
31,1984-02-15,Bangu,0,0,CRB,False,False,first
32,1984-02-19,Atlético-MG,1,1,Bangu,False,False,first
33,1984-02-19,Bahia,2,1,Treze,False,False,first
34,1984-02-22,CRB,1,2,Atlético-MG,False,False,first
35,1984-02-22,Treze,1,0,Bangu,False,False,first
36,1984-02-26,Bangu,2,2,Bahia,False,False,first
37,1984-02-26,CRB,1,2,Treze,False,False,first
38,1984-02-28,Bahia,0,0,CRB,False,False,first
39,1984-02-28,Treze,0,0,Atlético-MG,False,False,first
40,1984-01-29,ABC,3,1,Confiança,False,False,first
41,1984-01-29,Santos,1,1,Fluminense,False,False,first
42,1984-02-01,Ferroviário,0,0,Fluminense,False,False,first
43,1984-02-02,Confiança,0,2,Santos,False,False,first
44,1984-02-05,Ferroviário,1,0,Confiança,False,False,first
45,1984-02-05,ABC,0,2,Santos,False,False,first
46,1984-02-08,Fluminense,1,0,ABC,False,False,first
47,1984-02-09,Santos,2,0,Ferroviário,False,False,first
48,1984-02-11,Fluminense,1,0,Confiança,False,False,first
49,1984-02-12,Ferroviário,0,3,ABC,False,False,first
50,1984-02-15,Santos,4,1,ABC,False,False,first
51,1984-02-15,Confiança,4,1,Ferroviário,False,False,first
52,1984-02-19,Confiança,0,2,Fluminense,False,False,first
53,1984-02-19,ABC,0,0,Ferroviário,False,False,first
54,1984-02-22,ABC,1,2,Fluminense,False,False,first
55,1984-02-23,Ferroviário,0,5,Santos,False,False,first
56,1984-02-26,Confiança,0,1,ABC,False,False,first
57,1984-02-26,Fluminense,0,1,Santos,False,False,first
58,1984-02-28,Santos,3,0,Confiança,False,False,first
59,1984-02-28,Fluminense,2,0,Ferroviário,False,False,first
60,1984-01-29,Catuense,0,1,Santo André,False,False,first
61,1984-01-29,Grêmio,2,0,Náutico,False,False,first
62,1984-02-01,Santo André,1,0,Grêmio,False,False,first
63,1984-02-01,Coritiba,4,1,Catuense,False,False,first
64,1984-02-05,Náutico,3,2,Coritiba,False,False,first
65,1984-02-05,Grêmio,3,0,Catuense,False,False,first
66,1984-02-08,Santo André,1,0,Coritiba,False,False,first
67,1984-02-09,Catuense,1,1,Náutico,False,False,first
68,1984-02-12,Náutico,2,1,Santo André,False,False,first
69,1984-02-12,Coritiba,1,3,Grêmio,False,False,first
70,1984-02-15,Náutico,2,0,Catuense,False,False,first
71,1984-02-15,Grêmio,4,4,Santo André,False,False,first
72,1984-02-18,Coritiba,1,2,Náutico,False,False,first
73,1984-02-19,Santo André,1,1,Catuense,False,False,first
74,1984-02-22,Catuense,0,2,Coritiba,False,False,first
