,date,home_team,home_score,away_score,away_team,neutral,knockout,stage
0,2007-05-12,Fluminense,2,2,Cruzeiro,False,False,first
1,2007-05-12,Figueirense,3,6,Atlético-PR,False,False,first
2,2007-05-12,São Paulo,2,0,Goiás,False,False,first
3,2007-05-13,Corinthians,1,0,Juventude,False,False,first
4,2007-05-13,Paraná,3,0,Grêmio,False,False,first
5,2007-05-13,América-RN,0,1,Vasco da Gama,False,False,first
6,2007-05-13,Sport,4,1,Santos,False,False,first
7,2007-05-13,Atlético-MG,2,1,Náutico,False,False,first
8,2007-05-13,Internacional,2,3,Botafogo,False,False,first
9,2007-05-13,Flamengo,2,4,Palmeiras,False,False,first
10,2007-05-19,Atlético-PR,2,1,Internacional,False,False,first
11,2007-05-19,Santos,2,3,América-RN,False,False,first
12,2007-05-19,Juventude,1,2,Paraná,False,False,first
13,2007-05-20,Palmeiras,2,1,Figueirense,False,False,first
14,2007-05-20,Goiás,1,3,Flamengo,False,False,first
15,2007-05-20,Botafogo,2,1,Atlético-MG,False,False,first
16,2007-05-20,Náutico,1,0,São Paulo,False,False,first
17,2007-05-20,Cruzeiro,0,3,Corinthians,False,False,first
18,2007-05-20,Grêmio,2,0,Fluminense,False,False,first
19,2007-05-20,Vasco da Gama,3,1,Sport,False,False,first
20,2007-05-26,Corinthians,0,0,Atlético-MG,False,False,first
21,2007-05-26,Fluminense,3,0,Internacional,False,False,first
22,2007-05-26,América-RN,0,1,Figueirense,False,False,first
23,2007-05-27,Atlético-PR,0,1,Santos,False,False,first
24,2007-05-27,Náutico,2,2,Vasco da Gama,False,False,first
25,2007-05-27,Cruzeiro,3,4,Paraná,False,False,first
26,2007-05-27,São Paulo,0,0,Palmeiras,False,False,first
27,2007-05-27,Goiás,3,1,Juventude,False,False,first
28,2007-05-27,Grêmio,1,0,Sport,False,False,first
29,2007-05-27,Flamengo,2,2,Botafogo,False,False,first
30,2007-06-02,Figueirense,2,1,Goiás,False,False,first
31,2007-06-02,Botafogo,3,0,Grêmio,False,False,first
32,2007-06-02,Atlético-MG,1,1,Atlético-PR,False,False,first
33,2007-06-03,Palmeiras,1,3,Cruzeiro,False,False,first
34,2007-06-03,Paraná,0,1,São Paulo,False,False,first
35,2007-06-03,Sport,2,2,Flamengo,False,False,first
36,2007-06-03,Santos,1,1,Corinthians,False,False,first
37,2007-06-03,Juventude,3,0,América-RN,False,False,first
38,2007-06-03,Vasco da Gama,1,1,Fluminense,False,False,first
39,2007-06-04,Internacional,2,0,Náutico,False,False,first
40,2007-06-09,Palmeiras,1,1,Botafogo,False,False,first
41,2007-06-09,Vasco da Gama,4,0,Grêmio,False,False,first
42,2007-06-09,Náutico,4,4,Paraná,False,False,first
43,2007-06-10,Atlético-PR,0,3,Goiás,False,False,first
44,2007-06-10,América-RN,1,2,Corinthians,False,False,first
45,2007-06-10,Fluminense,3,0,Sport,False,False,first
46,2007-06-10,Cruzeiro,2,3,Juventude,False,False,first
47,2007-06-10,São Paulo,0,1,Atlético-MG,False,False,first
48,2007-06-10,Figueirense,4,0,Flamengo,False,False,first
49,2007-06-10,Internacional,1,0,Santos,False,False,first
50,2007-06-16,Corinthians,0,0,Paraná,False,False,first
51,2007-06-16,Grêmio,0,2,Cruzeiro,False,False,first
52,2007-06-16,Flamengo,2,2,Internacional,False,False,first
53,2007-06-17,Atlético-PR,1,1,Fluminense,False,False,first
54,2007-06-17,Goiás,3,1,Palmeiras,False,False,first
55,2007-06-17,Botafogo,3,1,Náutico,False,False,first
56,2007-06-17,Sport,2,2,América-RN,False,False,first
57,2007-06-17,Atlético-MG,4,1,Figueirense,False,False,first
58,2007-06-17,São Paulo,2,0,Vasco da Gama,False,False,first
59,2007-06-17,Juventude,0,2,Santos,False,False,first
