,date,home_team,home_score,away_score,away_team,neutral,knockout,category
47,1998-08-12,Ponte Preta,0,1,Flamengo,False,False,first
48,1998-08-12,Coritiba,0,0,Corinthians,False,False,first
49,1998-08-12,Botafogo,3,0,São Paulo,False,False,first
50,1998-08-12,Grêmio,0,0,Juventude,False,False,first
51,1998-08-12,America/MG,2,0,Paraná,False,False,first
52,1998-08-12,Vitoria,3,3,Guarani,False,False,first
53,1998-08-12,Palmeiras,1,2,Sport,False,False,first
54,1998-08-12,Goias,0,0,Cruzeiro,False,False,first
55,1998-08-12,America/RN,0,0,Internacional,False,False,first
56,1998-08-23,Atlético-MG,0,2,Bragantino,False,False,first
57,1998-09-02,Vasco,1,2,Portuguesa,False,False,first
58,1998-08-15,Corinthians,1,0,Botafogo,False,False,first
59,1998-08-15,Santos,1,0,Palmeiras,False,False,first
60,1998-08-16,Grêmio,2,2,Flamengo,False,False,first
61,1998-08-16,Vasco,2,1,Guarani,False,False,first
62,1998-08-16,Sport,1,0,São Paulo,False,False,first
63,1998-08-16,Portuguesa,0,1,Vitoria,False,False,first
64,1998-08-16,Bragantino,1,2,Coritiba,False,False,first
65,1998-08-16,Paraná,1,0,Goias,False,False,first
66,1998-08-16,Cruzeiro,0,2,America/RN,False,False,first
67,1998-08-16,Juventude,0,0,Atlético-MG,False,False,first
68,1998-08-16,America/MG,0,1,Internacional,False,False,first
69,1998-08-19,Ponte Preta,2,0,Atlético-PR,False,False,first
70,1998-08-19,Santos,4,4,Atlético-MG,False,False,first
71,1998-08-19,Guarani,2,1,America/RN,False,False,first
72,1998-08-19,Paraná,2,2,Bragantino,False,False,first
73,1998-08-22,Internacional,1,1,Corinthians,False,False,first
74,1998-08-22,Atlético-PR,2,2,Portuguesa,False,False,first
75,1998-08-22,Vitoria,2,1,America/MG,False,False,first
76,1998-08-23,Coritiba,0,0,Sport,False,False,first
77,1998-08-23,Botafogo,1,1,Cruzeiro,False,False,first
78,1998-08-23,São Paulo,1,3,Santos,False,False,first
79,1998-08-23,Goias,0,0,Grêmio,False,False,first
80,1998-08-23,Flamengo,1,3,Juventude,False,False,first
81,1998-08-23,America/RN,1,2,Palmeiras,False,False,first
82,1998-08-25,Corinthians,3,1,America/MG,False,False,first
83,1998-08-26,Bragantino,2,2,Botafogo,False,False,first
84,1998-08-26,Cruzeiro,2,2,Portuguesa,False,False,first
85,1998-08-26,Palmeiras,2,1,Atlético-MG,False,False,first
86,1998-08-26,Internacional,6,1,Goias,False,False,first
87,1998-08-26,Flamengo,0,0,Atlético-PR,False,False,first
88,1998-08-26,São Paulo,6,1,America/RN,False,False,first
89,1998-08-26,Paraná,1,0,Ponte Preta,False,False,first
90,1998-08-26,Juventude,2,0,Vitoria,False,False,first
91,1998-11-04,Vasco,2,1,Grêmio,False,False,first
92,1998-08-29,America/MG,0,0,Botafogo,False,False,first
93,1998-08-29,Grêmio,1,1,Palmeiras,False,False,first
94,1998-08-29,Coritiba,2,0,Goias,False,False,first
95,1998-08-29,Corinthians,3,2,Guarani,False,False,first
96,1998-08-30,Vasco,1,1,Flamengo,False,False,first
97,1998-08-30,Santos,2,0,Internacional,False,False,first
98,1998-08-30,Portuguesa,1,0,Atlético-MG,False,False,first
99,1998-08-30,Bragantino,1,1,America/RN,False,False,first
100,1998-08-30,Atlético-PR,0,0,Juventude,False,False,first
101,1998-08-30,Ponte Preta,1,1,São Paulo,False,False,first
102,1998-08-30,Sport,4,1,Paraná,False,False,first
103,1998-08-30,Cruzeiro,0,2,Vitoria,False,False,first
104,1998-09-02,America/MG,2,1,Ponte Preta,False,False,first
105,1998-09-02,Guarani,1,1,Santos,False,False,first
106,1998-09-02,Internacional,2,1,Bragantino,False,False,first
107,1998-09-02,Vitoria,1,0,Paraná,False,False,first
108,1998-09-05,Palmeiras,2,1,Flamengo,False,False,first
109,1998-09-05,Bragantino,1,0,Corinthians,False,False,first
110,1998-09-05,Grêmio,2,1,Vitoria,False,False,first
111,1998-09-06,Santos,0,0,Sport,False,False,first
112,1998-09-06,Portuguesa,5,2,Botafogo,False,False,first
113,1998-09-06,Internacional,1,3,Guarani,False,False,first
114,1998-09-06,Ponte Preta,1,0,Juventude,False,False,first
115,1998-09-06,Paraná,1,0,Atlético-PR,False,False,first
116,1998-09-06,Atlético-MG,1,0,São Paulo,False,False,first
117,1998-09-06,Vasco,2,0,Cruzeiro,False,False,first
118,1998-09-06,America-MG,1,0,Goias,False,False,first
119,1998-09-06,America-RN,0,1,Coritiba,False,False,first
120,1998-09-09,Cruzeiro,1,1,Flamengo,False,False,first
121,1998-09-09,Guarani,3,2,Palmeiras,False,False,first
122,1998-09-09,Vasco,0,0,Sport,False,False,first
123,1998-09-09,Corinthians,3,0,Portuguesa,False,False,first
124,1998-09-09,Bragantino,1,2,São Paulo,False,False,first
125,1998-09-09,Paraná,1,2,Grêmio,False,False,first
126,1998-09-09,Vitoria,0,3,Coritiba,False,False,first
127,1998-09-09,America-RN,2,2,Juventude,False,False,first
128,1998-09-09,Goias,2,3,Atlético-PR,False,False,first
129,1998-10-15,Santos,3,3,America-MG,False,False,first
130,1998-09-12,São Paulo,1,1,Vasco,False,False,first
131,1998-09-12,Sport,0,2,Corinthians,False,False,first
132,1998-09-12,Botafogo,3,3,Paraná,False,False,first
133,1998-09-13,Grêmio,3,2,Santos,False,False,first
134,1998-09-13,Flamengo,2,3,Portuguesa,False,False,first
135,1998-09-13,Palmeiras,3,0,Ponte Preta,False,False,first
136,1998-09-13,Guarani,2,2,Cruzeiro,False,False,first
137,1998-09-13,Atlético-MG,3,2,Atlético-PR,False,False,first
138,1998-09-13,Coritiba,0,0,America-MG,False,False,first
139,1998-09-13,Goias,3,0,Bragantino,False,False,first
140,1998-09-16,Vitoria,3,0,America-RN,False,False,first
141,1998-09-20,Juventude,1,2,Internacional,False,False,first
142,1998-09-15,Flamengo,2,1,Goias,False,False,first
143,1998-09-15,Atlético-MG,1,1,Vasco,False,False,first
144,1998-09-16,Juventude,1,2,Santos,False,False,first
145,1998-09-16,Sport,1,0,Bragantino,False,False,first
146,1998-09-19,Cruzeiro,4,0,Coritiba,False,False,first
147,1998-09-19,Ponte Preta,4,5,Corinthians,False,False,first
148,1998-09-19,Paraná,2,1,Vasco,False,False,first
149,1998-09-19,Botafogo,2,0,America-RN,False,False,first
150,1998-09-20,Palmeiras,3,2,Vitoria,False,False,first
151,1998-09-20,Guarani,2,2,Goias,False,False,first
152,1998-09-20,Santos,4,1,Flamengo,False,False,first
153,1998-09-20,Sport,5,0,Grêmio,False,False,first
154,1998-09-20,America-MG,0,2,Atlético-MG,False,False,first
155,1998-09-20,São Paulo,2,7,Portuguesa,False,False,first
156,1998-10-28,Bragantino,1,0,Juventude,False,False,first
157,1998-09-24,Palmeiras,4,0,Bragantino,False,False,first
158,1998-09-24,Goias,2,0,Botafogo,False,False,first
159,1998-09-24,America-MG,1,3,São Paulo,False,False,first
160,1998-09-24,Flamengo,1,3,Internacional,False,False,first
161,1998-09-24,Corinthians,1,2,Cruzeiro,False,False,first
162,1998-09-24,Vasco,1,1,Juventude,False,False,first
163,1998-09-24,Portuguesa,2,0,Sport,False,False,first
164,1998-09-24,Grêmio,1,0,Ponte Preta,False,False,first
165,1998-09-24,Atlético-PR,4,0,Guarani,False,False,first
166,1998-09-30,Vitoria,1,1,Atlético-MG,False,False,first
167,1998-10-03,Coritiba,1,1,Santos,False,False,first
168,1998-09-26,Juventude,3,6,Palmeiras,False,False,first
169,1998-09-26,São Paulo,0,0,Flamengo,False,False,first
170,1998-09-27,Portuguesa,1,0,Ponte Preta,False,False,first
171,1998-09-27,Atlético-PR,3,2,Bragantino,False,False,first
172,1998-09-27,Guarani,0,1,Coritiba,False,False,first
173,1998-09-27,Atlético-MG,3,0,Paraná,False,False,first
174,1998-09-27,Sport,1,1,Cruzeiro,False,False,first
175,1998-09-27,Grêmio,2,1,America-MG,False,False,first
176,1998-09-27,Vitoria,2,0,Internacional,False,False,first
177,1998-09-27,America-RN,2,1,Goias,False,False,first
178,1998-09-27,Corinthians,0,2,Santos,False,False,first
179,1998-09-27,Botafogo,0,2,Vasco,False,False,first
180,1998-09-30,Santos,4,0,Ponte Preta,False,False,first
181,1998-09-30,Atlético-PR,3,1,Botafogo,False,False,first
182,1998-09-30,Juventude,1,0,America-MG,False,False,first
183,1998-09-30,Coritiba,3,2,Paraná,False,False,first
184,1998-10-03,America-RN,1,3,Vasco,False,False,first
185,1998-10-03,Vitoria,1,0,São Paulo,False,False,first
186,1998-10-03,Juventude,0,0,Guarani,False,False,first
187,1998-10-03,Internacional,0,1,Atlético-PR,False,False,first
188,1998-10-03,Ponte Preta,2,1,Sport,False,False,first
189,1998-10-03,Flamengo,3,2,Atlético-MG,False,False,first
190,1998-10-03,Palmeiras,3,1,Corinthians,False,False,first
191,1998-10-03,Botafogo,2,1,Grêmio,False,False,first
192,1998-10-03,Cruzeiro,4,1,America-MG,False,False,first
193,1998-10-03,Goias,3,1,Portuguesa,False,False,first
194,1998-10-07,Ponte Preta,2,1,Vasco,False,False,first
195,1998-10-07,Flamengo,3,2,Sport,False,False,first
196,1998-10-07,Botafogo,2,3,Coritiba,False,False,first
197,1998-10-07,Corinthians,2,2,Goias,False,False,first
198,1998-10-07,Bragantino,1,0,Grêmio,False,False,first
199,1998-10-07,Atlético-PR,4,1,Vitoria,False,False,first
200,1998-10-07,Internacional,3,1,Cruzeiro,False,False,first
201,1998-10-07,Portuguesa,2,3,Palmeiras,False,False,first
202,1998-10-08,São Paulo,3,0,Paraná,False,False,first
203,1998-10-28,America-RN,2,2,Santos,False,False,first
204,1998-10-10,Flamengo,4,1,Corinthians,False,False,first
205,1998-10-10,Atlético-MG,5,5,Botafogo,False,False,first
206,1998-10-10,Palmeiras,1,0,Internacional,False,False,first
207,1998-10-11,Grêmio,1,1,Coritiba,False,False,first
208,1998-10-11,Portuguesa,2,1,Juventude,False,False,first
209,1998-10-11,Atlético-PR,2,0,America-RN,False,False,first
210,1998-10-11,Ponte Preta,4,2,Vitoria,False,False,first
211,1998-10-11,Paraná,1,2,Cruzeiro,False,False,first
212,1998-10-11,Vasco,3,1,Santos,False,False,first
213,1998-10-11,São Paulo,3,1,Goias,False,False,first
214,1998-10-11,Sport,3,2,America-MG,False,False,first
215,1998-10-14,Bragantino,1,2,Guarani,False,False,first
216,1998-10-14,Atlético-MG,2,0,Internacional,False,False,first
217,1998-10-15,Juventude,1,2,Coritiba,False,False,first
218,1998-10-17,Botafogo,3,1,Palmeiras,False,False,first
219,1998-10-18,Vitoria,1,4,Flamengo,False,False,first
220,1998-10-18,Coritiba,2,1,São Paulo,False,False,first
221,1998-10-18,Corinthians,4,2,Atlético-PR,False,False,first
222,1998-10-18,Santos,1,1,Portuguesa,False,False,first
223,1998-10-18,America-MG,2,0,Bragantino,False,False,first
224,1998-10-18,Guarani,2,0,Paraná,False,False,first
225,1998-10-18,Goias,0,1,Ponte Preta,False,False,first
226,1998-10-18,Cruzeiro,0,2,Grêmio,False,False,first
227,1998-10-18,America-RN,1,3,Atlético-MG,False,False,first
228,1998-10-18,Juventude,1,0,Sport,False,False,first
229,1998-10-18,Internacional,1,0,Vasco,False,False,first
230,1998-10-21,America-RN,2,1,Flamengo,False,False,first
231,1998-10-21,Paraná,0,0,Corinthians,False,False,first
232,1998-10-21,Atlético-PR,1,2,Vasco,False,False,first
233,1998-10-21,Botafogo,1,0,Ponte Preta,False,False,first
234,1998-10-21,Palmeiras,1,2,Coritiba,False,False,first
235,1998-10-21,São Paulo,1,2,Grêmio,False,False,first
236,1998-10-21,Guarani,1,1,Portuguesa,False,False,first
237,1998-10-21,Bragantino,0,4,Cruzeiro,False,False,first
238,1998-10-21,Atlético-MG,2,1,Goias,False,False,first
239,1998-10-21,Internacional,1,2,Sport,False,False,first
240,1998-10-24,Sport,2,1,Botafogo,False,False,first
241,1998-10-24,Cruzeiro,3,1,Palmeiras,False,False,first
242,1998-10-24,Vasco,0,1,Vitoria,False,False,first
243,1998-10-24,Flamengo,2,1,Guarani,False,False,first
244,1998-10-24,São Paulo,1,2,Corinthians,False,False,first
245,1998-10-24,Portuguesa,1,1,Internacional,False,False,first
246,1998-10-24,Santos,1,2,Paraná,False,False,first
247,1998-10-24,Ponte Preta,2,2,Bragantino,False,False,first
248,1998-10-24,America-MG,2,1,Atlético-PR,False,False,first
249,1998-10-24,Coritiba,1,1,Atlético-MG,False,False,first
250,1998-10-24,Grêmio,2,1,America-RN,False,False,first
251,1998-10-24,Goias,2,2,Juventude,False,False,first
252,1998-10-29,Vasco,3,1,Coritiba,False,False,first
253,1998-10-31,Internacional,0,0,Botafogo,False,False,first
254,1998-10-31,Vitoria,2,3,Corinthians,False,False,first
255,1998-11-01,Portuguesa,3,1,Bragantino,False,False,first
256,1998-11-01,Santos,3,1,Goias,False,False,first
257,1998-11-01,Flamengo,2,0,America-MG,False,False,first
258,1998-11-01,Guarani,1,3,Grêmio,False,False,first
259,1998-11-01,America-RN,0,1,Ponte Preta,False,False,first
260,1998-11-01,Atlético-PR,1,2,Cruzeiro,False,False,first
261,1998-11-01,Atlético-MG,1,0,Sport,False,False,first
262,1998-11-01,Palmeiras,3,2,Paraná,False,False,first
263,1998-11-04,Juventude,2,1,São Paulo,False,False,first
264,1998-11-12,Goias,2,2,Vasco,False,False,first
265,1998-11-12,Paraná,2,1,Flamengo,False,False,first
266,1998-11-12,Botafogo,2,1,Santos,False,False,first
267,1998-11-12,America-MG,1,1,Palmeiras,False,False,first
268,1998-11-12,Corinthians,2,1,America-RN,False,False,first
269,1998-11-12,São Paulo,2,0,Atlético-PR,False,False,first
270,1998-11-12,Grêmio,4,2,Portuguesa,False,False,first
271,1998-11-12,Bragantino,0,0,Vitoria,False,False,first
272,1998-11-12,Sport,2,1,Guarani,False,False,first
273,1998-11-12,Ponte Preta,0,0,Atlético-MG,False,False,first
274,1998-11-12,Coritiba,1,0,Internacional,False,False,first
275,1998-11-12,Cruzeiro,5,0,Juventude,False,False,first
276,1998-11-14,Cruzeiro,2,1,Palmeiras,False,False,quarter
277,1998-11-15,Grêmio,0,1,Corinthians,False,False,quarter
278,1998-11-15,Portuguesa,3,1,Coritiba,False,False,quarter
279,1998-11-15,Sport,3,1,Santos,False,False,quarter
280,1998-11-21,Corinthians,0,2,Grêmio,False,False,quarter
281,1998-11-21,Santos,2,1,Sport,False,False,quarter
282,1998-11-22,Palmeiras,2,1,Cruzeiro,False,False,quarter
283,1998-11-22,Coritiba,0,0,Portuguesa,False,False,quarter
284,1998-11-25,Corinthians,1,0,Grêmio,False,False,quarter
285,1998-11-25,Coritiba,2,2,Portuguesa,False,False,quarter
286,1998-11-25,Santos,3,0,Sport,False,False,quarter
287,1998-11-26,Palmeiras,2,3,Cruzeiro,False,False,quarter
288,1998-11-29,Cruzeiro,3,1,Portuguesa,False,False,semi
289,1998-11-29,Santos,2,1,Corinthians,False,False,semi
290,1998-12-06,Portuguesa,2,1,Cruzeiro,False,False,semi
291,1998-12-06,Corinthians,2,0,Santos,False,False,semi
292,1998-12-09,Portuguesa,0,1,Cruzeiro,False,False,semi
293,1998-12-09,Corinthians,1,1,Santos,False,False,semi
294,1998-12-13,Cruzeiro,2,2,Corinthians,False,False,final
295,1998-12-20,Corinthians,1,1,Cruzeiro,False,False,final
296,1998-12-23,Corinthians,2,0,Cruzeiro,False,False,final
