date,home_team,home_score,away_score,away_team,neutral,knockout,stage
1991-02-02,Santos,0,0,Vasco da Gama,False,False,first
1991-02-02,Atlético-MG,0,3,São Paulo,False,False,first
1991-02-03,Corinthians,1,1,Vitória,False,False,first
1991-02-03,Portuguesa-SP,1,0,Sport,False,False,first
1991-02-03,Fluminense,4,2,Palmeiras,False,False,first
1991-02-03,Botafogo,2,0,Náutico,False,False,first
1991-02-03,RB Bragantino,1,1,Bahia,False,False,first
1991-02-03,Atlético-PR,3,0,Flamengo,False,False,first
1991-02-03,Cruzeiro,0,0,Internacional,False,False,first
1991-02-03,Grêmio,3,2,Goiás,False,False,first
1991-02-06,Flamengo,1,0,São Paulo,False,False,first
1991-02-06,RB Bragantino,2,0,Corinthians,False,False,first
1991-02-06,Botafogo,2,0,Portuguesa-SP,False,False,first
1991-02-06,Cruzeiro,3,0,Vasco da Gama,False,False,first
1991-02-06,Bahia,2,2,Atlético-MG,False,False,first
1991-02-06,Náutico,2,0,Santos,False,False,first
1991-02-06,Sport,1,2,Palmeiras,False,False,first
1991-02-06,Internacional,2,1,Vitória,False,False,first
1991-02-07,Fluminense,3,2,Goiás,False,False,first
1991-02-07,Atlético-PR,4,2,Grêmio,False,False,first
1991-02-16,Corinthians,2,1,Botafogo,False,False,first
1991-02-16,Vasco da Gama,2,2,RB Bragantino,False,False,first
1991-02-17,São Paulo,1,2,Santos,False,False,first
1991-02-17,Palmeiras,0,2,Portuguesa-SP,False,False,first
1991-02-17,Fluminense,0,2,Atlético-PR,False,False,first
1991-02-17,Goiás,5,1,Flamengo,False,False,first
1991-02-17,Cruzeiro,2,2,Atlético-MG,False,False,first
1991-02-17,Bahia,0,1,Vitória,False,False,first
1991-02-17,Náutico,2,0,Sport,False,False,first
1991-02-17,Grêmio,0,0,Internacional,False,False,first
1991-02-23,São Paulo,1,0,Fluminense,False,False,first
1991-02-23,Portuguesa-SP,0,0,RB Bragantino,False,False,first
1991-02-23,Bahia,2,1,Flamengo,False,False,first
1991-02-24,Corinthians,1,1,Cruzeiro,False,False,first
1991-02-24,Palmeiras,2,0,Náutico,False,False,first
1991-02-24,Botafogo,2,0,Vitória,False,False,first
1991-02-24,Atlético-MG,1,0,Grêmio,False,False,first
1991-02-24,Internacional,2,0,Atlético-PR,False,False,first
1991-02-24,Goiás,2,2,Vasco da Gama,False,False,first
1991-02-25,Santos,3,1,Sport,False,False,first
1991-03-02,Vasco da Gama,0,1,Corinthians,False,False,first
1991-03-02,Palmeiras,2,1,Goiás,False,False,first
1991-03-23,São Paulo,2,1,Atlético-PR,False,False,first
1991-03-23,RB Bragantino,1,1,Internacional,False,False,first
1991-03-23,Bahia,0,0,Botafogo,False,False,first
1991-03-23,Fluminense,2,0,Grêmio,False,False,first
1991-03-23,Vitória,0,0,Cruzeiro,False,False,first
1991-03-23,Sport,0,0,Atlético-MG,False,False,first
1991-03-23,Flamengo,1,0,Náutico,False,False,first
1991-03-14,Santos,1,1,Portuguesa-SP,False,False,first
1991-03-06,Botafogo,0,0,Goiás,False,False,first
1991-03-06,Fluminense,2,0,Bahia,False,False,first
1991-03-06,Vitória,0,1,Vasco da Gama,False,False,first
1991-03-06,Corinthians,2,0,Santos,False,False,first
