date,home_team,home_score,away_score,away_team,neutral,knockout,stage
1984-01-29,Vasco da Gama,2,3,São Paulo,False,False,first
1984-01-29,Fortaleza,0,0,Tuna Luso,False,False,first
1984-02-01,Nacional-AM,1,1,Tuna Luso,False,False,first
1984-02-02,Vasco da Gama,1,0,Fortaleza,False,False,first
1984-02-05,São Paulo,5,0,Fortaleza,False,False,first
1984-02-05,Nacional-AM,0,3,Vasco da Gama,False,False,first
1984-02-08,Nacional-AM,1,1,São Paulo,False,False,first
1984-02-08,Tuna Luso,1,1,Vasco da Gama,False,False,first
1984-02-11,Fortaleza,3,2,Nacional-AM,False,False,first
1984-02-12,Tuna Luso,0,0,São Paulo,False,False,first
1984-02-15,Vasco da Gama,1,0,Nacional-AM,False,False,first
1984-02-15,Fortaleza,1,0,São Paulo,False,False,first
1984-02-18,São Paulo,1,1,Nacional-AM,False,False,first
1984-02-19,Vasco da Gama,9,0,Tuna Luso,False,False,first
1984-02-22,São Paulo,3,1,Tuna Luso,False,False,first
1984-02-22,Nacional-AM,0,0,Fortaleza,False,False,first
1984-02-25,São Paulo,3,2,Vasco da Gama,False,False,first
1984-02-26,Tuna Luso,2,1,Fortaleza,False,False,first
1984-02-28,Tuna Luso,1,0,Nacional-AM,False,False,first
1984-02-28,Fortaleza,2,1,Vasco da Gama,False,False,first
1984-01-29,Bahia,2,0,Atlético-MG,False,False,first
1984-01-29,Bangu,1,0,Treze,False,False,first
1984-02-01,CRB,0,0,Bangu,False,False,first
1984-02-02,Treze,1,1,Bahia,False,False,first
1984-02-05,Atlético-MG,4,1,Treze,False,False,first
1984-02-05,CRB,1,0,Bahia,False,False,first
1984-02-08,Bahia,2,0,Bangu,False,False,first
1984-02-09,Atlético-MG,4,0,CRB,False,False,first
1984-02-12,Bangu,0,1,Atlético-MG,False,False,first
1984-02-12,Treze,1,2,CRB,False,False,first
1984-02-15,Atlético-MG,6,0,Bahia,False,False,first
1984-02-15,Bangu,0,0,CRB,False,False,first
1984-02-19,Atlético-MG,1,1,Bangu,False,False,first
1984-02-19,Bahia,2,1,Treze,False,False,first
1984-02-22,CRB,1,2,Atlético-MG,False,False,first
1984-02-22,Treze,1,0,Bangu,False,False,first
1984-02-26,Bangu,2,2,Bahia,False,False,first
1984-02-26,CRB,1,2,Treze,False,False,first
1984-02-28,Bahia,0,0,CRB,False,False,first
1984-02-28,Treze,0,0,Atlético-MG,False,False,first
1984-01-29,ABC,3,1,Confiança,False,False,first
1984-01-29,Santos,1,1,Fluminense,False,False,first
1984-02-01,Ferroviário,0,0,Fluminense,False,False,first
1984-02-02,Confiança,0,2,Santos,False,False,first
1984-02-05,Ferroviário,1,0,Confiança,False,False,first
1984-02-05,ABC,0,2,Santos,False,False,first
1984-02-08,Fluminense,1,0,ABC,False,False,first
1984-02-09,Santos,2,0,Ferroviário,False,False,first
1984-02-11,Fluminense,1,0,Confiança,False,False,first
1984-02-12,Ferroviário,0,3,ABC,False,False,first
1984-02-15,Santos,4,1,ABC,False,False,first
1984-02-15,Confiança,4,1,Ferroviário,False,False,first
1984-02-19,Confiança,0,2,Fluminense,False,False,first
1984-02-19,ABC,0,0,Ferroviário,False,False,first
1984-02-22,ABC,1,2,Fluminense,False,False,first
1984-02-23,Ferroviário,0,5,Santos,False,False,first
1984-02-26,Confiança,0,1,ABC,False,False,first
1984-02-26,Fluminense,0,1,Santos,False,False,first
1984-02-28,Santos,3,0,Confiança,False,False,first
1984-02-28,Fluminense,2,0,Ferroviário,False,False,first
1984-01-29,Catuense,0,1,Santo André,False,False,first
1984-01-29,Grêmio,2,0,Náutico,False,False,first
1984-02-01,Santo André,1,0,Grêmio,False,False,first
1984-02-01,Coritiba,4,1,Catuense,False,False,first
1984-02-05,Náutico,3,2,Coritiba,False,False,first
1984-02-05,Grêmio,3,0,Catuense,False,False,first
1984-02-08,Santo André,1,0,Coritiba,False,False,first
1984-02-09,Catuense,1,1,Náutico,False,False,first
1984-02-12,Náutico,2,1,Santo André,False,False,first
1984-02-12,Coritiba,1,3,Grêmio,False,False,first
1984-02-15,Náutico,2,0,Catuense,False,False,first
1984-02-15,Grêmio,4,4,Santo André,False,False,first
1984-02-18,Coritiba,1,2,Náutico,False,False,first
1984-02-19,Santo André,1,1,Catuense,False,False,first
1984-02-22,Catuense,0,2,Coritiba,False,False,first
1984-02-23,Náutico,0,0,Grêmio,False,False,first
1984-02-26,Catuense,1,2,Grêmio,False,False,first
1984-02-26,Coritiba,1,2,Santo André,False,False,first
1984-02-28,Santo André,1,0,Náutico,False,False,first
1984-02-28,Grêmio,5,0,Coritiba,False,False,first
1984-01-28,Flamengo,1,0,Palmeiras,False,False,first
1984-01-29,Brasília,0,2,Operário-MS,False,False,first
1984-01-31,Palmeiras,3,1,Goiás,False,False,first
1984-02-02,Brasília,0,2,Flamengo,False,False,first
1984-02-05,Goiás,0,0,Flamengo,False,False,first
1984-02-05,Operário-MS,1,1,Palmeiras,False,False,first
1984-02-08,Flamengo,3,2,Operário-MS,False,False,first
1984-02-08,Goiás,4,1,Brasília,False,False,first
1984-02-12,Palmeiras,4,0,Brasília,False,False,first
1984-02-12,Operário-MS,2,0,Goiás,False,False,first
1984-02-15,Brasília,0,2,Goiás,False,False,first
1984-02-16,Operário-MS,1,1,Flamengo,False,False,first
1984-02-19,Palmeiras,1,1,Flamengo,False,False,first
1984-02-19,Operário-MS,4,2,Brasília,False,False,first
1984-02-22,Brasília,1,3,Palmeiras,False,False,first
1984-02-22,Goiás,2,1,Operário-MS,False,False,first
1984-02-25,Flamengo,3,0,Brasília,False,False,first
1984-02-26,Goiás,0,1,Palmeiras,False,False,first
1984-02-28,Palmeiras,2,2,Operário-MS,False,False,first
1984-02-28,Flamengo,2,2,Goiás,False,False,first
1984-01-29,Cruzeiro,1,2,América-RJ,False,False,first
1984-01-29,Atlético-PR,1,0,Rio Branco-ES,False,False,first
1984-02-01,GE Brasil,1,0,Cruzeiro,False,False,first
1984-02-01,América-RJ,1,0,Atlético-PR,False,False,first
1984-02-04,Cruzeiro,1,3,Rio Branco-ES,False,False,first
1984-02-05,América-RJ,1,1,GE Brasil,False,False,first
1984-02-08,Rio Branco-ES,1,0,GE Brasil,False,False,first
1984-02-08,Atlético-PR,3,2,Cruzeiro,False,False,first
1984-02-12,Rio Branco-ES,2,1,América-RJ,False,False,first
1984-02-12,GE Brasil,1,1,Atlético-PR,False,False,first
1984-02-15,GE Brasil,3,1,Rio Branco-ES,False,False,first
1984-02-16,América-RJ,1,1,Cruzeiro,False,False,first
1984-02-19,Rio Branco-ES,1,5,Cruzeiro,False,False,first
1984-02-19,Atlético-PR,0,1,América-RJ,False,False,first
1984-02-22,Cruzeiro,4,0,GE Brasil,False,False,first
1984-02-22,Rio Branco-ES,1,3,Atlético-PR,False,False,first
1984-02-26,GE Brasil,1,1,América-RJ,False,False,first
1984-02-26,Cruzeiro,2,2,Atlético-PR,False,False,first
1984-02-28,América-RJ,3,1,Rio Branco-ES,False,False,first
1984-02-28,Atlético-PR,0,0,GE Brasil,False,False,first
1984-01-29,Anapolina,0,0,Operário-MT,False,False,first
1984-01-29,Joinville,0,0,Internacional,False,False,first
1984-02-01,Internacional,5,0,Anapolina,False,False,first
1984-02-03,Corinthians,0,0,Operário-MT,False,False,first
1984-02-05,Corinthians,1,0,Anapolina,False,False,first
1984-02-05,Operário-MT,1,0,Joinville,False,False,first
1984-02-08,Operário-MT,2,2,Internacional,False,False,first
1984-02-09,Joinville,2,1,Corinthians,False,False,first
1984-02-12,Anapolina,1,0,Joinville,False,False,first
1984-02-12,Internacional,1,1,Corinthians,False,False,first
1984-02-15,Joinville,2,1,Operário-MT,False,False,first
1984-02-15,Anapolina,1,1,Internacional,False,False,first
1984-02-19,Corinthians,2,1,Joinville,False,False,first
1984-02-19,Internacional,2,0,Operário-MT,False,False,first
1984-02-22,Operário-MT,0,4,Corinthians,False,False,first
1984-02-23,Joinville,0,0,Anapolina,False,False,first
1984-02-26,Corinthians,0,0,Internacional,False,False,first
1984-02-26,Operário-MT,6,1,Anapolina,False,False,first
1984-02-28,Internacional,1,1,Joinville,False,False,first
1984-02-28,Anapolina,0,0,Corinthians,False,False,first
1984-01-29,Santa Cruz,0,0,Portuguesa-SP,False,False,first
1984-01-29,Auto Esporte-PI,4,2,Moto Club,False,False,first
1984-02-01,Portuguesa-SP,0,1,Botafogo,False,False,first
1984-02-01,Auto Esporte-PI,0,1,Santa Cruz,False,False,first
1984-02-05,Moto Club,0,1,Portuguesa-SP,False,False,first
1984-02-05,Botafogo,0,1,Santa Cruz,False,False,first
1984-02-08,Santa Cruz,3,1,Moto Club,False,False,first
1984-02-09,Botafogo,2,0,Auto Esporte-PI,False,False,first
1984-02-12,Moto Club,1,1,Botafogo,False,False,first
1984-02-12,Portuguesa-SP,5,0,Auto Esporte-PI,False,False,first
1984-02-15,Auto Esporte-PI,1,2,Botafogo,False,False,first
1984-02-15,Moto Club,2,2,Santa Cruz,False,False,first
1984-02-18,Portuguesa-SP,0,0,Santa Cruz,False,False,first
1984-02-19,Moto Club,0,1,Auto Esporte-PI,False,False,first
1984-02-22,Botafogo,0,1,Moto Club,False,False,first
1984-02-22,Auto Esporte-PI,3,2,Portuguesa-SP,False,False,first
1984-02-25,Botafogo,0,0,Portuguesa-SP,False,False,first
1984-02-26,Santa Cruz,3,1,Auto Esporte-PI,False,False,first
1984-02-28,Portuguesa-SP,2,0,Moto Club,False,False,first
1984-02-28,Santa Cruz,1,2,Botafogo,False,False,first
1984-03-02,Tuna Luso,0,1,Treze,False,True,relegation
1984-03-02,Coritiba,3,1,Ferroviário,False,True,relegation
1984-03-02,Goiás,2,1,Rio Branco-ES,False,True,relegation
1984-03-02,Joinville,2,0,Auto Esporte-PI,False,True,relegation
1984-03-11,Goiás,2,2,São Paulo,False,False,second
1984-03-11,Bahia,1,1,Fluminense,False,False,second
1984-03-14,Bahia,0,0,São Paulo,False,False,second
1984-03-14,Fluminense,3,0,Goiás,False,False,second
1984-03-18,São Paulo,0,2,Fluminense,False,False,second
1984-03-18,Goiás,2,0,Bahia,False,False,second
1984-03-21,Fluminense,3,1,Bahia,False,False,second
1984-03-22,São Paulo,3,2,Goiás,False,False,second
1984-03-25,Bahia,1,2,Goiás,False,False,second
1984-03-25,Fluminense,0,0,São Paulo,False,False,second
1984-04-01,São Paulo,2,0,Bahia,False,False,second
1984-04-01,Goiás,3,0,Fluminense,False,False,second
1984-03-11,Vasco da Gama,3,1,Atlético-MG,False,False,second
1984-03-11,Grêmio,1,0,Joinville,False,False,second
1984-03-14,Grêmio,0,0,Vasco da Gama,False,False,second
1984-03-14,Joinville,1,1,Atlético-MG,False,False,second
1984-03-18,Joinville,1,0,Vasco da Gama,False,False,second
1984-03-18,Atlético-MG,0,1,Grêmio,False,False,second
1984-03-21,Atlético-MG,3,1,Joinville,False,False,second
