date,home_team,home_score,away_score,away_team,neutral,knockout,stage
1998-07-25,Vasco da Gama,0,1,Corinthians,False,False,first
1998-07-26,Internacional,1,0,Grêmio,False,False,first
1998-07-26,Portuguesa-SP,2,1,América-MG,False,False,first
1998-07-26,Guarani,2,0,Ponte Preta-SP,False,False,first
1998-07-26,Juventude,3,0,Paraná,False,False,first
1998-07-26,Atlético-PR,2,2,Coritiba,False,False,first
1998-07-26,Santos,2,0,RB Bragantino,False,False,first
1998-07-26,Flamengo,1,1,Botafogo,False,False,first
1998-07-26,Palmeiras,2,1,São Paulo,False,False,first
1998-07-26,Atlético-MG,1,1,Cruzeiro,False,False,first
1998-07-26,Vitória,1,2,Goiás,False,False,first
1998-07-26,América-RN,0,4,Sport,False,False,first
1998-07-29,Santos,1,1,Atlético-PR,False,False,first
1998-07-29,Atlético-MG,1,1,Guarani,False,False,first
1998-08-01,Coritiba,1,3,Flamengo,False,False,first
1998-08-01,Goiás,1,1,Palmeiras,False,False,first
1998-08-02,Ponte Preta-SP,0,0,Internacional,False,False,first
1998-08-02,Corinthians,4,0,Juventude,False,False,first
1998-08-02,São Paulo,2,1,Guarani,False,False,first
1998-08-02,Paraná,0,1,Portuguesa-SP,False,False,first
1998-08-02,RB Bragantino,0,0,Vasco da Gama,False,False,first
1998-08-02,Grêmio,2,3,Atlético-MG,False,False,first
1998-08-02,Cruzeiro,1,2,Santos,False,False,first
1998-08-02,Botafogo,1,2,Vitória,False,False,first
1998-08-02,Sport,2,0,Atlético-PR,False,False,first
1998-08-02,América-MG,2,2,América-RN,False,False,first
1998-08-05,Atlético-PR,0,1,Palmeiras,False,False,first
1998-08-05,Corinthians,2,1,Grêmio,False,False,first
1998-08-05,Cruzeiro,4,2,Ponte Preta-SP,False,False,first
1998-08-05,Guarani,2,3,Botafogo,False,False,first
1998-08-05,Internacional,0,3,São Paulo,False,False,first
1998-08-05,Paraná,3,2,América-RN,False,False,first
1998-08-05,Portuguesa-SP,1,1,Coritiba,False,False,first
1998-08-05,Sport,2,1,Vitória,False,False,first
1998-08-05,Vasco da Gama,5,1,América-MG,False,False,first
1998-08-08,Coritiba,2,2,Ponte Preta-SP,False,False,first
1998-08-08,Atlético-MG,1,5,Corinthians,False,False,first
1998-08-08,Juventude,0,0,Botafogo,False,False,first
1998-08-09,Flamengo,0,1,RB Bragantino,False,False,first
1998-08-09,São Paulo,0,2,Cruzeiro,False,False,first
1998-08-09,América-RN,2,2,Portuguesa-SP,False,False,first
1998-08-09,Vitória,1,3,Santos,False,False,first
1998-08-09,Guarani,1,2,América-MG,False,False,first
1998-08-09,Internacional,2,1,Paraná,False,False,first
1998-08-09,Atlético-PR,0,0,Grêmio,False,False,first
1998-08-09,Goiás,2,0,Sport,False,False,first
1998-11-07,Palmeiras,2,1,Vasco da Gama,False,False,first
1998-08-12,Ponte Preta-SP,0,1,Flamengo,False,False,first
1998-08-12,Coritiba,0,0,Corinthians,False,False,first
1998-08-12,Botafogo,3,0,São Paulo,False,False,first
1998-08-12,Grêmio,0,0,Juventude,False,False,first
1998-08-12,América-MG,2,0,Paraná,False,False,first
1998-08-12,Vitória,3,3,Guarani,False,False,first
1998-08-12,Palmeiras,1,2,Sport,False,False,first
1998-08-12,Goiás,0,0,Cruzeiro,False,False,first
1998-08-12,América-RN,0,0,Internacional,False,False,first
1998-08-23,Atlético-MG,0,2,RB Bragantino,False,False,first
1998-09-02,Vasco da Gama,1,2,Portuguesa-SP,False,False,first
1998-08-15,Corinthians,1,0,Botafogo,False,False,first
1998-08-15,Santos,1,0,Palmeiras,False,False,first
1998-08-16,Grêmio,2,2,Flamengo,False,False,first
1998-08-16,Vasco da Gama,2,1,Guarani,False,False,first
1998-08-16,Sport,1,0,São Paulo,False,False,first
1998-08-16,Portuguesa-SP,0,1,Vitória,False,False,first
1998-08-16,RB Bragantino,1,2,Coritiba,False,False,first
1998-08-16,Paraná,1,0,Goiás,False,False,first
1998-08-16,Cruzeiro,0,2,América-RN,False,False,first
1998-08-16,Juventude,0,0,Atlético-MG,False,False,first
1998-08-16,América-MG,0,1,Internacional,False,False,first
1998-08-19,Ponte Preta-SP,2,0,Atlético-PR,False,False,first
1998-08-19,Santos,4,4,Atlético-MG,False,False,first
1998-08-19,Guarani,2,1,América-RN,False,False,first
1998-08-19,Paraná,2,2,RB Bragantino,False,False,first
1998-08-22,Internacional,1,1,Corinthians,False,False,first
1998-08-22,Atlético-PR,2,2,Portuguesa-SP,False,False,first
1998-08-22,Vitória,2,1,América-MG,False,False,first
1998-08-23,Coritiba,0,0,Sport,False,False,first
1998-08-23,Botafogo,1,1,Cruzeiro,False,False,first
1998-08-23,São Paulo,1,3,Santos,False,False,first
1998-08-23,Goiás,0,0,Grêmio,False,False,first
1998-08-23,Flamengo,1,3,Juventude,False,False,first
1998-08-23,América-RN,1,2,Palmeiras,False,False,first
1998-08-25,Corinthians,3,1,América-MG,False,False,first
1998-08-26,RB Bragantino,2,2,Botafogo,False,False,first
1998-08-26,Cruzeiro,2,2,Portuguesa-SP,False,False,first
1998-08-26,Palmeiras,2,1,Atlético-MG,False,False,first
1998-08-26,Internacional,6,1,Goiás,False,False,first
1998-08-26,Flamengo,0,0,Atlético-PR,False,False,first
1998-08-26,São Paulo,6,1,América-RN,False,False,first
1998-08-26,Paraná,1,0,Ponte Preta-SP,False,False,first
1998-08-26,Juventude,2,0,Vitória,False,False,first
1998-11-04,Vasco da Gama,2,1,Grêmio,False,False,first
1998-08-29,América-MG,0,0,Botafogo,False,False,first
1998-08-29,Grêmio,1,1,Palmeiras,False,False,first
1998-08-29,Coritiba,2,0,Goiás,False,False,first
1998-08-29,Corinthians,3,2,Guarani,False,False,first
1998-08-30,Vasco da Gama,1,1,Flamengo,False,False,first
1998-08-30,Santos,2,0,Internacional,False,False,first
1998-08-30,Portuguesa-SP,1,0,Atlético-MG,False,False,first
1998-08-30,RB Bragantino,1,1,América-RN,False,False,first
1998-08-30,Atlético-PR,0,0,Juventude,False,False,first
1998-08-30,Ponte Preta-SP,1,1,São Paulo,False,False,first
1998-08-30,Sport,4,1,Paraná,False,False,first
1998-08-30,Cruzeiro,0,2,Vitória,False,False,first
1998-09-02,América-MG,2,1,Ponte Preta-SP,False,False,first
1998-09-02,Guarani,1,1,Santos,False,False,first
1998-09-02,Internacional,2,1,RB Bragantino,False,False,first
1998-09-02,Vitória,1,0,Paraná,False,False,first
1998-09-05,Palmeiras,2,1,Flamengo,False,False,first
1998-09-05,RB Bragantino,1,0,Corinthians,False,False,first
1998-09-05,Grêmio,2,1,Vitória,False,False,first
1998-09-06,Santos,0,0,Sport,False,False,first
1998-09-06,Portuguesa-SP,5,2,Botafogo,False,False,first
1998-09-06,Internacional,1,3,Guarani,False,False,first
1998-09-06,Ponte Preta-SP,1,0,Juventude,False,False,first
1998-09-06,Paraná,1,0,Atlético-PR,False,False,first
1998-09-06,Atlético-MG,1,0,São Paulo,False,False,first
1998-09-06,Vasco da Gama,2,0,Cruzeiro,False,False,first
1998-09-06,América-MG,1,0,Goiás,False,False,first
1998-09-06,América-RN,0,1,Coritiba,False,False,first
1998-09-09,Cruzeiro,1,1,Flamengo,False,False,first
1998-09-09,Guarani,3,2,Palmeiras,False,False,first
1998-09-09,Vasco da Gama,0,0,Sport,False,False,first
1998-09-09,Corinthians,3,0,Portuguesa-SP,False,False,first
1998-09-09,RB Bragantino,1,2,São Paulo,False,False,first
1998-09-09,Paraná,1,2,Grêmio,False,False,first
1998-09-09,Vitória,0,3,Coritiba,False,False,first
1998-09-09,América-RN,2,2,Juventude,False,False,first
1998-09-09,Goiás,2,3,Atlético-PR,False,False,first
1998-10-15,Santos,3,3,América-MG,False,False,first
1998-09-12,São Paulo,1,1,Vasco da Gama,False,False,first
1998-09-12,Sport,0,2,Corinthians,False,False,first
1998-09-12,Botafogo,3,3,Paraná,False,False,first
1998-09-13,Grêmio,3,2,Santos,False,False,first
1998-09-13,Flamengo,2,3,Portuguesa-SP,False,False,first
1998-09-13,Palmeiras,3,0,Ponte Preta-SP,False,False,first
1998-09-13,Guarani,2,2,Cruzeiro,False,False,first
1998-09-13,Atlético-MG,3,2,Atlético-PR,False,False,first
1998-09-13,Coritiba,0,0,América-MG,False,False,first
1998-09-13,Goiás,3,0,RB Bragantino,False,False,first
1998-09-16,Vitória,3,0,América-RN,False,False,first
1998-09-20,Juventude,1,2,Internacional,False,False,first
1998-09-15,Flamengo,2,1,Goiás,False,False,first
1998-09-15,Atlético-MG,1,1,Vasco da Gama,False,False,first
1998-09-16,Juventude,1,2,Santos,False,False,first
1998-09-16,Sport,1,0,RB Bragantino,False,False,first
1998-09-19,Cruzeiro,4,0,Coritiba,False,False,first
1998-09-19,Ponte Preta-SP,4,5,Corinthians,False,False,first
1998-09-19,Paraná,2,1,Vasco da Gama,False,False,first
1998-09-19,Botafogo,2,0,América-RN,False,False,first
1998-09-20,Palmeiras,3,2,Vitória,False,False,first
1998-09-20,Guarani,2,2,Goiás,False,False,first
1998-09-20,Santos,4,1,Flamengo,False,False,first
1998-09-20,Sport,5,0,Grêmio,False,False,first
1998-09-20,América-MG,0,2,Atlético-MG,False,False,first
1998-09-20,São Paulo,2,7,Portuguesa-SP,False,False,first
1998-10-28,RB Bragantino,1,0,Juventude,False,False,first
1998-09-24,Palmeiras,4,0,RB Bragantino,False,False,first
1998-09-24,Goiás,2,0,Botafogo,False,False,first
1998-09-24,América-MG,1,3,São Paulo,False,False,first
1998-09-24,Flamengo,1,3,Internacional,False,False,first
1998-09-24,Corinthians,1,2,Cruzeiro,False,False,first
1998-09-24,Vasco da Gama,1,1,Juventude,False,False,first
