date,home_team,home_score,away_score,away_team,neutral,knockout,stage
2001-08-01,Guarani,1,3,Palmeiras,False,False,first
2001-08-01,Botafogo,1,1,América-MG,False,False,first
2001-08-01,Portuguesa-SP,0,1,Goiás,False,False,first
2001-08-01,Flamengo,0,0,Ponte Preta-SP,False,False,first
2001-08-01,Corinthians,2,0,Vitória,False,False,first
2001-08-01,Paraná,1,0,Cruzeiro,False,False,first
2001-08-01,Internacional,0,2,Juventude,False,False,first
2001-08-01,Sport,1,1,Fluminense,False,False,first
2001-08-01,Bahia,5,0,São Caetano,False,False,first
2001-08-01,Botafogo-SP,2,2,São Paulo,False,False,first
2001-08-01,Gama,0,0,Vasco da Gama,False,False,first
2001-08-01,Atlético-MG,1,1,Coritiba,False,False,first
2001-08-02,Santos,1,1,Santa Cruz,False,False,first
2001-08-02,Atlético-PR,2,0,Grêmio,False,False,first
2001-08-04,Palmeiras,2,1,Bahia,False,False,first
2001-08-04,Fluminense,2,0,Botafogo-SP,False,False,first
2001-08-04,América-MG,0,0,Portuguesa-SP,False,False,first
2001-08-04,Juventude,1,4,Atlético-MG,False,False,first
2001-08-05,Ponte Preta-SP,2,2,Corinthians,False,False,first
2001-08-05,Vasco da Gama,7,1,Guarani,False,False,first
2001-08-05,São Paulo,0,0,Gama,False,False,first
2001-08-05,Cruzeiro,1,2,Atlético-PR,False,False,first
2001-08-05,Coritiba,3,2,Internacional,False,False,first
2001-08-05,Grêmio,2,1,Paraná,False,False,first
2001-08-05,Santa Cruz,0,4,Botafogo,False,False,first
2001-08-05,Vitória,1,1,Santos,False,False,first
2001-08-05,São Caetano,2,0,Sport,False,False,first
2001-08-05,Goiás,2,0,Flamengo,False,False,first
2001-08-08,Juventude,0,0,Palmeiras,False,False,first
2001-08-08,Coritiba,1,0,Vasco da Gama,False,False,first
2001-08-08,Vitória,2,1,São Paulo,False,False,first
2001-08-08,Corinthians,3,2,Botafogo-SP,False,False,first
2001-08-08,Cruzeiro,0,0,Ponte Preta-SP,False,False,first
2001-08-08,Grêmio,0,0,Goiás,False,False,first
2001-08-08,Santa Cruz,1,2,Internacional,False,False,first
2001-08-08,Flamengo,0,1,Paraná,False,False,first
2001-08-08,Gama,1,1,Santos,False,False,first
2001-08-08,São Caetano,0,0,Atlético-PR,False,False,first
2001-08-09,Botafogo,3,2,Bahia,False,False,first
2001-08-09,Guarani,1,1,Fluminense,False,False,first
2001-08-09,Portuguesa-SP,2,1,Sport,False,False,first
2001-08-09,América-MG,0,1,Atlético-MG,False,False,first
2001-08-11,Vasco da Gama,1,1,Juventude,False,False,first
2001-08-11,São Paulo,3,1,Santa Cruz,False,False,first
2001-08-11,Atlético-PR,4,0,Flamengo,False,False,first
2001-08-11,Botafogo-SP,1,4,Cruzeiro,False,False,first
2001-08-12,Paraná,3,1,Corinthians,False,False,first
2001-08-12,Ponte Preta-SP,3,1,Botafogo,False,False,first
2001-08-12,Fluminense,1,1,Vitória,False,False,first
2001-08-12,Atlético-MG,3,0,Guarani,False,False,first
2001-08-12,Internacional,2,0,Gama,False,False,first
2001-08-12,Sport,2,1,Grêmio,False,False,first
2001-08-12,Bahia,2,1,Portuguesa-SP,False,False,first
2001-08-12,Goiás,0,0,São Caetano,False,False,first
2001-08-12,Santos,2,0,Coritiba,False,False,first
2001-08-12,Palmeiras,3,1,América-MG,False,False,first
2001-08-15,Flamengo,2,1,Sport,False,False,first
2001-08-15,Corinthians,0,0,Juventude,False,False,first
2001-08-15,Cruzeiro,0,3,América-MG,False,False,first
2001-08-15,Paraná,1,2,Ponte Preta-SP,False,False,first
2001-08-15,Santa Cruz,3,2,Palmeiras,False,False,first
2001-08-15,Vitória,1,0,Vasco da Gama,False,False,first
2001-08-15,São Caetano,1,1,Fluminense,False,False,first
2001-08-16,Internacional,2,0,Bahia,False,False,first
2001-08-16,Botafogo,0,1,Goiás,False,False,first
2001-08-16,Portuguesa-SP,1,0,Coritiba,False,False,first
2001-08-16,Atlético-PR,1,0,Atlético-MG,False,False,first
2001-08-16,Guarani,1,2,São Paulo,False,False,first
2001-08-16,Botafogo-SP,0,1,Santos,False,False,first
2001-08-16,Gama,2,1,Grêmio,False,False,first
2001-08-18,Vasco da Gama,1,1,Santa Cruz,False,False,first
2001-08-18,Palmeiras,3,1,Paraná,False,False,first
2001-08-18,América-MG,0,1,São Caetano,False,False,first
2001-08-19,Sport,2,1,Corinthians,False,False,first
2001-08-19,Bahia,0,2,Flamengo,False,False,first
2001-08-19,Fluminense,4,3,Gama,False,False,first
2001-08-19,São Paulo,2,1,Atlético-PR,False,False,first
2001-08-19,Atlético-MG,2,0,Botafogo-SP,False,False,first
2001-08-19,Coritiba,3,2,Cruzeiro,False,False,first
2001-08-19,Grêmio,0,0,Vitória,False,False,first
2001-08-19,Ponte Preta-SP,2,1,Portuguesa-SP,False,False,first
2001-08-19,Goiás,0,1,Internacional,False,False,first
2001-08-19,Santos,0,0,Botafogo,False,False,first
2001-08-19,Juventude,1,0,Guarani,False,False,first
2001-08-25,Fluminense,3,2,Santa Cruz,False,False,first
2001-08-25,Palmeiras,3,2,Goiás,False,False,first
2001-08-25,Paraná,0,1,Portuguesa-SP,False,False,first
2001-08-26,Bahia,1,0,Corinthians,False,False,first
2001-08-26,Botafogo-SP,1,0,Flamengo,False,False,first
2001-08-26,Vasco da Gama,4,0,Atlético-PR,False,False,first
2001-08-26,São Paulo,4,0,Ponte Preta-SP,False,False,first
2001-08-26,Atlético-MG,3,0,Vitória,False,False,first
2001-08-26,Coritiba,1,1,São Caetano,False,False,first
2001-08-26,Grêmio,3,1,América-MG,False,False,first
2001-08-26,Sport,0,1,Cruzeiro,False,False,first
2001-08-26,Guarani,2,2,Internacional,False,False,first
2001-08-26,Gama,0,0,Botafogo,False,False,first
2001-08-26,Santos,2,2,Juventude,False,False,first
2001-08-29,Corinthians,2,2,Gama,False,False,first
2001-08-29,América-MG,1,1,Vasco da Gama,False,False,first
2001-08-29,Atlético-PR,1,1,Santos,False,False,first
2001-08-29,Internacional,2,0,Botafogo-SP,False,False,first
2001-08-29,Santa Cruz,1,1,Atlético-MG,False,False,first
